日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,201,0,0,201,0.46%,0.46%,
107/03/30,0,0,0,0,201,0,0,201,0.46%,0.46%,
107/03/29,-1,0,0,-1,201,0,0,201,0.46%,0.46%,
107/03/28,-2,0,0,-2,202,0,0,202,0.46%,0.46%,
107/03/27,-1,0,0,-1,204,0,0,204,0.47%,0.47%,
107/03/26,0,0,0,0,205,0,0,205,0.47%,0.47%,
107/03/23,-3,0,0,-3,205,0,0,205,0.47%,0.47%,
107/03/22,-1,0,0,-1,208,0,0,208,0.48%,0.48%,
107/03/21,-2,0,0,-2,209,0,0,209,0.48%,0.48%,
107/03/20,-2,0,0,-2,211,0,0,211,0.48%,0.48%,
107/03/19,0,0,0,0,213,0,0,213,0.49%,0.49%,
107/03/16,1,0,0,1,218,0,0,218,0.50%,0.50%,
107/03/15,4,0,0,4,217,0,0,217,0.50%,0.50%,
107/03/14,3,0,0,3,213,0,0,213,0.49%,0.49%,
107/03/13,4,0,0,4,210,0,0,210,0.48%,0.48%,
107/03/12,0,0,0,0,206,0,0,206,0.47%,0.47%,
107/03/09,0,0,0,0,206,0,0,206,0.47%,0.47%,
107/03/08,8,0,0,8,206,0,0,206,0.47%,0.47%,
107/03/07,1,0,0,1,198,0,0,198,0.45%,0.45%,
107/03/06,-1,0,0,-1,197,0,0,197,0.45%,0.45%,
107/03/05,-1,0,0,-1,198,0,0,198,0.45%,0.45%,
107/03/02,-2,0,0,-2,199,0,0,199,0.46%,0.46%,
107/03/01,0,0,0,0,201,0,0,201,0.46%,0.46%,
107/02/27,-3,0,0,-3,201,0,0,201,0.46%,0.46%,
107/02/26,-2,0,0,-2,204,0,0,204,0.47%,0.47%,
107/02/23,1,0,0,1,206,0,0,206,0.47%,0.47%,
107/02/22,1,0,-1,0,205,0,0,205,0.47%,0.47%,
107/02/21,-3,0,1,-2,204,0,1,205,0.47%,0.47%,
107/02/12,-9,0,0,-9,207,0,0,207,0.47%,0.47%,
107/02/09,-4,0,0,-4,216,0,0,216,0.49%,0.49%,
107/02/08,-1,0,0,-1,220,0,0,220,0.50%,0.50%,
107/02/07,-7,0,0,-7,221,0,0,221,0.51%,0.51%,
107/02/06,3,0,0,3,228,0,0,228,0.52%,0.52%,
107/02/05,2,0,0,2,225,0,0,225,0.52%,0.52%,
107/02/02,-3,0,0,-3,223,0,0,223,0.51%,0.51%,
107/02/01,0,0,0,0,226,0,0,226,0.52%,0.52%,
107/01/31,-10,0,0,-10,226,0,0,226,0.52%,0.52%,
107/01/30,-5,0,0,-5,236,0,0,236,0.54%,0.54%,
107/01/29,-3,0,0,-3,241,0,0,241,0.55%,0.55%,
107/01/26,-2,0,0,-2,244,0,0,244,0.56%,0.56%,
107/01/25,-1,0,0,-1,246,0,0,246,0.56%,0.56%,
107/01/24,4,0,0,4,247,0,0,247,0.57%,0.57%,
107/01/23,-2,0,0,-2,243,0,0,243,0.56%,0.56%,
107/01/22,-2,0,0,-2,245,0,0,245,0.56%,0.56%,
107/01/19,7,0,0,7,247,0,0,247,0.57%,0.57%,
107/01/18,-2,0,0,-2,240,0,0,240,0.55%,0.55%,
107/01/17,-2,0,0,-2,242,0,0,242,0.55%,0.55%,
107/01/16,6,0,0,6,244,0,0,244,0.56%,0.56%,
107/01/15,1,0,0,1,238,0,0,238,0.55%,0.55%,
107/01/12,5,0,-1,4,237,0,0,237,0.54%,0.54%,
107/01/11,-2,0,0,-2,232,0,1,233,0.53%,0.53%,
107/01/10,5,0,-2,3,234,0,1,235,0.54%,0.54%,
107/01/09,9,0,-3,6,229,0,3,232,0.52%,0.53%,
107/01/08,-1,0,6,5,220,0,6,226,0.50%,0.51%,
107/01/05,11,0,0,11,221,0,0,221,0.51%,0.51%,
107/01/04,18,0,0,18,210,0,0,210,0.48%,0.48%,
107/01/03,6,0,0,6,192,0,0,192,0.44%,0.44%,
107/01/02,0,0,0,0,186,0,0,186,0.43%,0.43%,
106/12/29,15,0,0,15,186,0,0,186,0.43%,0.43%,
106/12/28,3,0,0,3,171,0,0,171,0.39%,0.39%,
106/12/27,-1,0,0,-1,168,0,0,168,0.38%,0.38%,
106/12/26,8,0,0,8,169,0,0,169,0.39%,0.39%,
106/12/25,2,0,0,2,161,0,0,161,0.37%,0.37%,
106/12/22,1,0,0,1,159,0,0,159,0.36%,0.36%,
106/12/21,15,0,0,15,158,0,0,158,0.36%,0.36%,
106/12/20,2,0,0,2,143,0,0,143,0.33%,0.33%,
106/12/19,0,0,0,0,141,0,0,141,0.32%,0.32%,
106/12/18,8,0,0,8,141,0,0,141,0.32%,0.32%,
106/12/15,3,0,0,3,133,0,0,133,0.30%,0.30%,
106/12/14,9,0,0,9,130,0,0,130,0.30%,0.30%,
106/12/13,3,0,0,3,121,0,0,121,0.28%,0.28%,
106/12/12,3,0,0,3,118,0,0,118,0.27%,0.27%,
106/12/11,-1,0,0,-1,115,0,0,115,0.26%,0.26%,
106/12/08,1,0,0,1,116,0,0,116,0.26%,0.26%,
106/12/07,0,0,0,0,115,0,0,115,0.26%,0.26%,
106/12/06,0,0,0,0,115,0,0,115,0.26%,0.26%,
106/12/05,2,0,-13,-11,115,0,0,115,0.26%,0.26%,
106/12/04,0,0,0,0,113,0,13,126,0.26%,0.29%,
106/12/01,0,0,10,10,113,0,13,126,0.26%,0.29%,
