日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,20767,0,37,20804,8.14%,8.15%,
107/03/30,-13,0,0,-13,20767,0,37,20804,8.14%,8.15%,
107/03/29,-3,0,-4,-7,20780,0,37,20817,8.15%,8.16%,
107/03/28,-7,0,0,-7,20783,0,41,20824,8.15%,8.17%,
107/03/27,-9,0,4,-5,20790,0,41,20831,8.15%,8.17%,
107/03/26,-29,0,4,-25,20799,0,37,20836,8.16%,8.17%,
107/03/23,1,0,-1,0,20828,0,33,20861,8.17%,8.18%,
107/03/22,7,0,0,7,20827,0,34,20861,8.17%,8.18%,
107/03/21,11,0,0,11,20820,0,34,20854,8.17%,8.18%,
107/03/20,5,0,0,5,20809,0,34,20843,8.16%,8.17%,
107/03/19,25,0,0,25,20804,0,34,20838,8.16%,8.17%,
107/03/16,-50,0,0,-50,20789,0,34,20823,8.15%,8.16%,
107/03/15,-1,0,0,-1,20839,0,34,20873,8.17%,8.18%,
107/03/14,8,0,0,8,20840,0,34,20874,8.17%,8.18%,
107/03/13,32,0,0,32,20832,0,34,20866,8.17%,8.18%,
107/03/12,25,0,1,26,20800,0,34,20834,8.16%,8.17%,
107/03/09,-16,0,0,-16,20775,0,33,20808,8.15%,8.16%,
107/03/08,12,0,0,12,20791,0,33,20824,8.15%,8.16%,
107/03/07,12,0,1,13,20779,0,33,20812,8.15%,8.16%,
107/03/06,3,0,0,3,20767,0,32,20799,8.14%,8.15%,
107/03/05,8,0,0,8,20764,0,32,20796,8.14%,8.15%,
107/03/02,-72,0,0,-72,20756,0,32,20788,8.14%,8.15%,
107/03/01,35,0,0,35,20823,0,32,20855,8.17%,8.18%,
107/02/27,8,0,0,8,20788,0,32,20820,8.15%,8.16%,
107/02/26,23,0,0,23,20780,0,32,20812,8.15%,8.16%,
107/02/23,36,0,0,36,20757,0,32,20789,8.14%,8.15%,
107/02/22,76,0,0,76,20721,0,32,20753,8.13%,8.14%,
107/02/21,54,0,5,59,20645,0,32,20677,8.10%,8.11%,
107/02/12,9,0,-3,6,20591,0,27,20618,8.08%,8.09%,
107/02/09,-88,0,0,-88,20581,0,30,20611,8.07%,8.08%,
107/02/08,-13,0,0,-13,20669,0,30,20699,8.11%,8.12%,
107/02/07,-80,0,0,-80,20682,0,30,20712,8.11%,8.12%,
107/02/06,-26,0,-1,-27,20708,0,30,20738,8.12%,8.13%,
107/02/05,47,0,-7,40,20734,0,31,20765,8.13%,8.14%,
107/02/02,-9,0,0,-9,20787,0,38,20825,8.15%,8.16%,
107/02/01,-10,0,0,-10,20796,0,38,20834,8.16%,8.17%,
107/01/31,-7,0,0,-7,20806,0,38,20844,8.16%,8.17%,
107/01/30,-11,0,0,-11,20813,0,38,20851,8.16%,8.17%,
107/01/29,-18,0,0,-18,20824,0,38,20862,8.17%,8.18%,
107/01/26,0,0,0,0,20842,0,38,20880,8.17%,8.18%,
107/01/25,-14,0,-1,-15,20842,0,38,20880,8.17%,8.18%,
107/01/24,-6,0,4,-2,20856,0,39,20895,8.18%,8.20%,
107/01/23,-19,0,0,-19,20852,0,35,20887,8.18%,8.19%,
107/01/22,-61,0,0,-61,20871,0,35,20906,8.19%,8.20%,
107/01/19,-88,0,0,-88,20932,0,35,20967,8.21%,8.22%,
107/01/18,-160,0,-3,-163,20720,0,35,20755,8.13%,8.14%,
107/01/17,25,0,0,25,20880,0,38,20918,8.19%,8.20%,
107/01/16,34,0,-2,32,20855,0,38,20893,8.18%,8.19%,
107/01/15,0,0,0,0,20821,0,40,20861,8.17%,8.19%,
107/01/12,-11,0,0,-11,20821,0,40,20861,8.17%,8.19%,
107/01/11,-50,0,0,-50,20832,0,40,20872,8.17%,8.19%,
107/01/10,-18,0,0,-18,20882,0,40,20922,8.19%,8.21%,
107/01/09,-29,0,0,-29,20900,0,40,20940,8.20%,8.22%,
107/01/08,19,0,0,19,20929,0,40,20969,8.21%,8.23%,
107/01/05,34,0,0,34,20910,0,40,20950,8.20%,8.22%,
107/01/04,-23,0,0,-23,20876,0,40,20916,8.19%,8.21%,
107/01/03,11,0,1,12,20899,0,40,20939,8.20%,8.22%,
107/01/02,55,0,3,58,20888,0,39,20927,8.19%,8.21%,
106/12/29,79,0,0,79,20833,0,36,20869,8.17%,8.18%,
106/12/28,0,0,0,0,20754,0,36,20790,8.14%,8.15%,
106/12/27,1,0,0,1,20754,0,36,20790,8.14%,8.15%,
106/12/26,-2,0,0,-2,20753,0,36,20789,8.14%,8.15%,
106/12/25,0,0,0,0,20755,0,36,20791,8.14%,8.15%,
106/12/22,1,0,0,1,20755,0,36,20791,8.14%,8.15%,
106/12/21,3,0,0,3,20754,0,36,20790,8.14%,8.15%,
106/12/20,-8,0,0,-8,20751,0,36,20787,8.14%,8.15%,
106/12/19,3,0,0,3,20759,0,36,20795,8.14%,8.15%,
106/12/18,19,0,0,19,20756,0,36,20792,8.14%,8.15%,
106/12/15,21,0,0,21,20737,0,36,20773,8.13%,8.14%,
106/12/14,28,0,0,28,20716,0,36,20752,8.12%,8.13%,
106/12/13,41,0,0,41,20688,0,36,20724,8.11%,8.12%,
106/12/12,32,0,0,32,20647,0,36,20683,8.10%,8.11%,
106/12/11,0,0,0,0,20465,0,36,20501,8.03%,8.04%,
106/12/08,4,0,0,4,20465,0,36,20501,8.03%,8.04%,
106/12/07,-27,0,0,-27,20461,0,36,20497,8.02%,8.03%,
106/12/06,-28,0,0,-28,20488,0,36,20524,8.03%,8.04%,
106/12/05,12,0,0,12,20516,0,36,20552,8.05%,8.06%,
106/12/04,21,0,0,21,20504,0,36,20540,8.04%,8.05%,
106/12/01,11,0,0,11,20483,0,36,20519,8.03%,8.04%,
106/11/30,41,0,0,41,20472,0,36,20508,8.03%,8.04%,
106/11/29,-2,0,0,-2,20431,0,36,20467,8.01%,8.02%,
106/11/28,-2,0,0,-2,20433,0,36,20469,8.01%,8.02%,
