日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,3,3,726,147,261,1134,0.85%,1.33%,
107/03/30,9,-3,2,8,726,147,258,1131,0.85%,1.33%,
107/03/29,-84,0,1,-83,717,150,256,1123,0.84%,1.32%,
107/03/28,52,0,-2,50,801,150,255,1206,0.94%,1.42%,
107/03/27,60,0,6,66,787,150,257,1194,0.92%,1.40%,
107/03/26,-6,0,0,-6,712,150,251,1113,0.83%,1.30%,
107/03/23,50,0,-3,47,718,150,251,1119,0.84%,1.31%,
107/03/22,5,0,0,5,673,150,254,1077,0.79%,1.27%,
107/03/21,21,0,-1,20,635,150,254,1039,0.74%,1.22%,
107/03/20,7,-7,1,1,614,150,255,1019,0.72%,1.20%,
107/03/19,19,0,10,29,627,157,254,1038,0.73%,1.21%,
107/03/16,29,0,0,29,608,157,244,1009,0.71%,1.18%,
107/03/15,-23,0,0,-23,579,157,244,980,0.68%,1.15%,
107/03/14,-26,0,-2,-28,602,157,244,1003,0.70%,1.17%,
107/03/13,52,-6,41,87,628,157,246,1031,0.73%,1.20%,
107/03/12,24,0,1,25,576,163,205,944,0.67%,1.10%,
107/03/09,-16,0,0,-16,552,163,204,919,0.64%,1.07%,
107/03/08,-52,0,2,-50,568,163,204,935,0.66%,1.09%,
107/03/07,-44,0,34,-10,560,163,202,925,0.65%,1.08%,
107/03/06,-27,0,42,15,599,163,168,930,0.70%,1.09%,
107/03/05,-42,95,2,55,626,163,126,915,0.73%,1.07%,
107/03/02,-30,0,-36,-66,668,68,124,860,0.78%,1.01%,
107/03/01,-15,0,0,-15,698,68,160,926,0.82%,1.09%,
107/02/27,18,0,-9,9,713,68,160,941,0.83%,1.10%,
107/02/26,4,0,1,5,695,68,169,932,0.81%,1.09%,
107/02/23,-8,0,-8,-16,661,68,168,897,0.77%,1.05%,
107/02/22,33,-2,-2,29,669,68,176,913,0.78%,1.07%,
107/02/21,-6,0,-10,-16,636,70,178,884,0.74%,1.03%,
107/02/12,-148,0,-7,-155,642,70,188,900,0.75%,1.05%,
107/02/09,142,0,0,142,790,70,195,1055,0.92%,1.23%,
107/02/08,-41,0,15,-26,648,70,195,913,0.76%,1.07%,
107/02/07,-7,0,-5,-12,689,70,180,939,0.81%,1.10%,
107/02/06,-24,0,13,-11,696,70,185,951,0.81%,1.11%,
107/02/05,-49,0,119,70,620,70,172,862,0.72%,1.00%,
107/02/02,26,0,0,26,669,70,53,792,0.78%,0.92%,
107/02/01,-47,0,0,-47,643,70,53,766,0.75%,0.89%,
107/01/31,31,25,0,56,662,70,53,785,0.77%,0.91%,
107/01/30,-28,0,-1,-29,631,45,53,729,0.74%,0.86%,
107/01/29,48,0,1,49,659,45,54,758,0.77%,0.89%,
107/01/26,-17,-3,0,-20,611,45,53,709,0.71%,0.83%,
107/01/25,29,0,-15,14,628,48,53,729,0.73%,0.85%,
107/01/24,-25,-2,36,9,599,48,68,715,0.70%,0.84%,
107/01/23,3,0,0,3,558,50,32,640,0.65%,0.75%,
107/01/22,-2,0,0,-2,555,50,32,637,0.65%,0.75%,
107/01/19,-5,0,-30,-35,557,50,32,639,0.65%,0.75%,
107/01/18,-13,0,0,-13,562,50,62,674,0.66%,0.79%,
107/01/17,7,0,-9,-2,575,50,62,687,0.67%,0.80%,
107/01/16,-778,-3,0,-781,568,50,71,689,0.66%,0.80%,
