日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,1,1,4715,0,111,4826,1.74%,1.78%,
107/03/30,-13,0,-18,-31,4715,0,110,4825,1.74%,1.78%,
107/03/29,-11,0,0,-11,4728,0,128,4856,1.74%,1.79%,
107/03/28,-76,0,8,-68,4739,0,128,4867,1.75%,1.80%,
107/03/27,21,0,1,22,4815,0,120,4935,1.77%,1.81%,
107/03/26,7,0,-2,5,4794,0,119,4913,1.77%,1.81%,
107/03/23,1,0,0,1,4797,0,121,4918,1.77%,1.81%,
107/03/22,3,0,1,4,4796,0,121,4917,1.77%,1.81%,
107/03/21,-9,0,2,-7,4793,0,120,4913,1.77%,1.81%,
107/03/20,-12,0,0,-12,4802,0,118,4920,1.77%,1.81%,
107/03/19,-70,0,8,-62,4814,0,118,4932,1.77%,1.81%,
107/03/16,-19,0,-1,-20,4884,0,110,4994,1.80%,1.84%,
107/03/15,438,0,0,438,4903,0,111,5014,1.81%,1.85%,
107/03/14,0,0,0,0,4465,0,111,4576,1.64%,1.68%,
107/03/13,22,0,0,22,4465,0,111,4576,1.64%,1.68%,
107/03/12,0,0,-1,-1,4443,0,111,4554,1.64%,1.68%,
107/03/09,1,0,-20,-19,4443,0,112,4555,1.64%,1.68%,
107/03/08,23,0,-49,-26,4442,0,132,4574,1.64%,1.69%,
107/03/07,1,0,-10,-9,4419,0,181,4600,1.63%,1.70%,
107/03/06,0,0,-20,-20,4418,0,191,4609,1.63%,1.70%,
107/03/05,-1,0,0,-1,4418,0,211,4629,1.63%,1.71%,
107/03/02,-8,0,-25,-33,4419,0,211,4630,1.63%,1.71%,
107/03/01,1,0,0,1,4427,0,236,4663,1.63%,1.72%,
107/02/27,1,0,-20,-19,4426,0,236,4662,1.63%,1.72%,
107/02/26,2,0,-27,-25,4425,0,256,4681,1.63%,1.72%,
107/02/23,30,0,-20,10,4423,0,283,4706,1.63%,1.73%,
107/02/22,1,0,0,1,4393,0,303,4696,1.62%,1.73%,
107/02/21,0,0,0,0,4392,0,303,4695,1.62%,1.73%,
107/02/12,-5,0,-1,-6,4392,0,303,4695,1.62%,1.73%,
107/02/09,0,0,-10,-10,4397,0,304,4701,1.62%,1.73%,
107/02/08,0,0,-10,-10,4397,0,314,4711,1.62%,1.74%,
107/02/07,-14,0,1,-13,4397,0,324,4721,1.62%,1.74%,
107/02/06,-7,0,0,-7,4411,0,323,4734,1.62%,1.74%,
107/02/05,20,0,-21,-1,4418,0,323,4741,1.63%,1.75%,
107/02/02,-6,0,-10,-16,4398,0,344,4742,1.62%,1.75%,
107/02/01,1,0,0,1,4404,0,354,4758,1.62%,1.75%,
107/01/31,-1,0,-29,-30,4403,0,354,4757,1.62%,1.75%,
107/01/30,-10,0,-7,-17,4404,0,383,4787,1.62%,1.76%,
107/01/29,0,0,-1,-1,4414,0,390,4804,1.63%,1.77%,
107/01/26,56,0,-120,-64,4414,0,391,4805,1.63%,1.77%,
107/01/25,83,0,-50,33,4358,0,511,4869,1.60%,1.79%,
107/01/24,64,0,-45,19,4275,0,561,4836,1.57%,1.78%,
107/01/23,24,0,1,25,4211,0,606,4817,1.55%,1.77%,
107/01/22,0,0,0,0,4187,0,605,4792,1.54%,1.76%,
107/01/19,37,0,0,37,4187,0,605,4792,1.54%,1.76%,
107/01/18,-24,0,0,-24,4150,0,605,4755,1.53%,1.75%,
107/01/17,90,0,-1,89,4174,0,605,4779,1.54%,1.76%,
107/01/16,32,0,1,33,4084,0,606,4690,1.50%,1.72%,
107/01/15,0,0,0,0,4052,0,605,4657,1.49%,1.71%,
107/01/12,0,0,0,0,4052,0,605,4657,1.49%,1.71%,
107/01/11,9,0,-1,8,4052,0,605,4657,1.49%,1.71%,
107/01/10,36,0,0,36,4043,0,606,4649,1.49%,1.71%,
107/01/09,26,0,0,26,4007,0,606,4613,1.47%,1.69%,
107/01/08,15,0,0,15,3981,0,606,4587,1.47%,1.69%,
107/01/05,15,0,0,15,3966,0,606,4572,1.46%,1.68%,
107/01/04,-4,0,0,-4,3951,0,606,4557,1.45%,1.67%,
