日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,-2,0,-68,-70,26280,0,2854,29134,9.59%,10.63%,
107/03/30,23,0,-195,-172,26282,0,2922,29204,9.59%,10.66%,
107/03/29,19,0,373,392,26459,0,3117,29576,9.66%,10.80%,
107/03/28,166,0,-53,113,26440,0,2744,29184,9.65%,10.65%,
107/03/27,-134,0,17,-117,26707,0,2797,29504,9.75%,10.77%,
107/03/26,-2,0,53,51,26841,0,2780,29621,9.80%,10.82%,
107/03/23,156,0,-86,70,26916,0,2727,29643,9.82%,10.82%,
107/03/22,-163,0,-148,-311,26728,0,2813,29541,9.76%,10.79%,
107/03/21,-388,0,152,-236,26891,0,2961,29852,9.82%,10.90%,
107/03/20,-259,0,-180,-439,27303,0,2809,30112,9.97%,11.00%,
107/03/19,-174,0,345,171,27530,0,2989,30519,10.05%,11.14%,
107/03/16,-171,0,-430,-601,27704,0,2644,30348,10.11%,11.08%,
107/03/15,-32,0,509,477,27717,0,3074,30791,10.12%,11.24%,
107/03/14,-15,0,-64,-79,27739,0,2565,30304,10.13%,11.07%,
107/03/13,-241,0,129,-112,28782,0,2629,31411,10.51%,11.47%,
107/03/12,-245,0,-182,-427,29032,0,2500,31532,10.60%,11.51%,
107/03/09,-1240,0,-191,-1431,29151,0,2682,31833,10.64%,11.62%,
107/03/08,241,0,524,765,29989,0,2873,32862,10.95%,12.00%,
107/03/07,-197,0,-21,-218,29282,0,2349,31631,10.69%,11.55%,
107/03/06,-178,0,26,-152,29486,0,2370,31856,10.76%,11.63%,
107/03/05,-248,0,-82,-330,29546,0,2344,31890,10.79%,11.65%,
107/03/02,-80,0,-142,-222,29644,0,2426,32070,10.82%,11.71%,
107/03/01,309,0,-283,26,29704,0,2568,32272,10.84%,11.78%,
107/02/27,-25,0,388,363,29411,0,2851,32262,10.74%,11.78%,
107/02/26,7,0,-73,-66,31162,0,2463,33625,11.38%,12.28%,
107/02/23,-209,0,-18,-227,30995,0,2536,33531,11.31%,12.24%,
107/02/22,-246,0,-71,-317,31004,0,2554,33558,11.32%,12.25%,
107/02/21,70,-54,295,311,31127,0,2625,33752,11.36%,12.32%,
107/02/12,-607,0,-178,-785,30787,54,2330,33171,11.24%,12.11%,
107/02/09,1389,-695,-310,384,31296,54,2508,33858,11.42%,12.36%,
107/02/08,537,0,-113,424,29819,749,2818,33386,10.88%,12.18%,
107/02/07,111,0,-20,91,29232,749,2931,32912,10.67%,12.01%,
107/02/06,-779,0,-441,-1220,29037,749,2951,32737,10.60%,11.95%,
107/02/05,439,0,-845,-406,29567,749,3392,33708,10.79%,12.30%,
107/02/02,-158,0,636,478,29090,749,4237,34076,10.62%,12.44%,
107/02/01,-524,239,301,16,29150,749,3601,33500,10.64%,12.23%,
107/01/31,417,0,-47,370,29658,510,3300,33468,10.83%,12.22%,
107/01/30,-373,0,-586,-959,28557,510,3347,32414,10.42%,11.83%,
107/01/29,176,0,353,529,28900,510,3933,33343,10.55%,12.17%,
107/01/26,303,0,-204,99,28724,510,3580,32814,10.49%,11.98%,
107/01/25,-227,0,-306,-533,28421,510,3784,32715,10.37%,11.94%,
107/01/24,50,0,695,745,28648,510,4090,33248,10.46%,12.14%,
107/01/23,-214,0,-91,-305,28598,510,3395,32503,10.44%,11.87%,
107/01/22,386,0,44,430,28815,510,3486,32811,10.52%,11.98%,
107/01/19,846,0,-323,523,28429,510,3442,32381,10.38%,11.82%,
107/01/18,184,0,-245,-61,27583,510,3765,31858,10.07%,11.63%,
107/01/17,11,0,80,91,27409,510,4010,31929,10.00%,11.65%,
107/01/16,2,0,66,68,27398,510,3930,31838,10.00%,11.62%,
107/01/15,-329,0,-512,-841,27296,510,3864,31670,9.96%,11.56%,
107/01/12,-288,510,438,660,27892,510,4376,32778,10.18%,11.96%,
107/01/11,-164,0,-652,-816,27691,0,3938,31629,10.11%,11.55%,
107/01/10,-409,0,155,-254,27856,0,4590,32446,10.17%,11.85%,
107/01/09,116,0,-196,-80,33090,0,4435,37525,12.08%,13.70%,
107/01/08,287,0,75,362,33074,0,4631,37705,12.07%,13.76%,
107/01/05,-585,0,-572,-1157,32887,0,4556,37443,12.01%,13.67%,
107/01/04,1128,0,617,1745,33810,0,5128,38938,12.34%,14.21%,
107/01/03,494,0,536,1030,32607,0,4511,37118,11.90%,13.55%,
107/01/02,156,0,78,234,32113,0,3975,36088,11.72%,13.17%,
106/12/29,-223,0,39,-184,31956,0,3897,35853,11.67%,13.09%,
106/12/28,-169,0,-54,-223,32399,0,3858,36257,11.83%,13.24%,
106/12/27,-267,0,-407,-674,32568,0,3912,36480,11.89%,13.32%,
106/12/26,-1220,0,161,-1059,32835,0,4319,37154,11.99%,13.57%,
106/12/25,-751,0,558,-193,34040,0,4158,38198,12.43%,13.95%,
106/12/22,571,0,-90,481,34469,0,3600,38069,12.58%,13.89%,
106/12/21,-927,0,99,-828,34112,0,3690,37802,12.45%,13.80%,
106/12/20,1861,0,73,1934,35499,0,3591,39090,12.96%,14.27%,
106/12/19,855,0,-575,280,33638,0,3518,37156,12.28%,13.56%,
106/12/18,-235,0,282,47,32748,0,4093,36841,11.95%,13.44%,
106/12/15,-244,0,144,-100,32733,0,3811,36544,11.95%,13.34%,
106/12/14,282,0,-367,-85,32777,0,3667,36444,11.97%,13.31%,
106/12/13,267,0,374,641,32752,0,4034,36786,11.96%,13.43%,
106/12/12,284,0,-213,71,32484,0,3660,36144,11.86%,13.20%,
106/12/11,54,0,886,940,32200,0,3873,36073,11.75%,13.16%,
106/12/08,313,0,-198,115,32146,0,2987,35133,11.74%,12.83%,
106/12/07,-297,0,-119,-416,31850,0,3185,35035,11.63%,12.79%,
106/12/06,-172,0,11,-161,32113,0,3304,35417,11.72%,12.93%,
106/12/05,-882,0,322,-560,32263,0,3293,35556,11.78%,12.98%,
106/12/04,291,0,510,801,32946,0,2971,35917,12.03%,13.12%,
