日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,711,0,0,711,1.22%,1.22%,
107/03/30,-90,0,0,-90,711,0,0,711,1.22%,1.22%,
107/03/29,-58,0,0,-58,802,0,0,802,1.38%,1.38%,
107/03/28,-2,0,0,-2,860,0,0,860,1.48%,1.48%,
107/03/27,-16,0,0,-16,862,0,0,862,1.48%,1.48%,
107/03/26,-69,0,0,-69,878,0,0,878,1.51%,1.51%,
107/03/23,39,0,-2,37,947,0,0,947,1.63%,1.63%,
107/03/22,-19,0,2,-17,908,0,2,910,1.56%,1.56%,
107/03/21,20,0,0,20,927,0,0,927,1.59%,1.59%,
107/03/20,-2,0,0,-2,915,0,0,915,1.57%,1.57%,
107/03/19,-14,0,0,-14,892,0,0,892,1.53%,1.53%,
107/03/16,-91,0,-35,-126,906,0,0,906,1.56%,1.56%,
107/03/15,-75,0,0,-75,997,0,35,1032,1.71%,1.77%,
107/03/14,4,0,35,39,1072,0,35,1107,1.84%,1.90%,
107/03/13,17,0,0,17,1112,0,0,1112,1.91%,1.91%,
107/03/12,8,0,0,8,1095,0,0,1095,1.88%,1.88%,
107/03/09,-31,0,0,-31,1087,0,0,1087,1.87%,1.87%,
107/03/08,294,0,-1,293,1058,0,0,1058,1.82%,1.82%,
107/03/07,102,0,1,103,904,0,1,905,1.55%,1.55%,
107/03/06,3,0,0,3,802,0,0,802,1.38%,1.38%,
107/03/05,144,0,0,144,799,0,0,799,1.37%,1.37%,
107/03/02,-255,0,0,-255,655,0,0,655,1.12%,1.12%,
107/03/01,222,0,0,222,910,0,0,910,1.56%,1.56%,
107/02/27,137,0,0,137,678,0,0,678,1.16%,1.16%,
107/02/26,-138,0,0,-138,561,0,0,561,0.96%,0.96%,
107/02/23,-43,0,0,-43,639,0,0,639,1.10%,1.10%,
107/02/22,23,0,0,23,670,0,0,670,1.15%,1.15%,
107/02/21,-152,0,0,-152,647,0,0,647,1.11%,1.11%,
107/02/12,-64,0,0,-64,797,0,0,797,1.37%,1.37%,
107/02/09,112,0,0,112,841,0,0,841,1.44%,1.44%,
107/02/08,-11,0,0,-11,729,0,0,729,1.25%,1.25%,
107/02/07,90,0,0,90,710,0,0,710,1.22%,1.22%,
107/02/06,-469,0,0,-469,620,0,0,620,1.06%,1.06%,
107/02/05,7,0,0,7,1089,0,0,1089,1.87%,1.87%,
