日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,5109,0,28,5137,3.04%,3.06%,
107/03/30,-31,0,0,-31,5109,0,28,5137,3.04%,3.06%,
107/03/29,-5,0,0,-5,5140,0,28,5168,3.06%,3.08%,
107/03/28,2,0,0,2,5145,0,28,5173,3.06%,3.08%,
107/03/27,4,0,0,4,5143,0,28,5171,3.06%,3.08%,
107/03/26,-1,0,0,-1,5139,0,28,5167,3.06%,3.08%,
107/03/23,-6,0,0,-6,5160,0,28,5188,3.07%,3.09%,
107/03/22,20,0,0,20,5166,0,28,5194,3.07%,3.09%,
107/03/21,14,0,0,14,5146,0,28,5174,3.06%,3.08%,
107/03/20,0,0,0,0,5132,0,28,5160,3.05%,3.07%,
107/03/19,27,0,0,27,5132,0,28,5160,3.05%,3.07%,
107/03/16,5,0,0,5,5105,0,28,5133,3.04%,3.06%,
107/03/15,26,0,0,26,5100,0,28,5128,3.04%,3.06%,
107/03/14,15,0,0,15,5074,0,28,5102,3.02%,3.04%,
107/03/13,29,0,0,29,5059,0,28,5087,3.01%,3.03%,
107/03/12,14,0,0,14,5030,0,28,5058,2.99%,3.01%,
107/03/09,35,0,0,35,5016,0,28,5044,2.99%,3.01%,
107/03/08,11,0,0,11,4981,0,28,5009,2.96%,2.98%,
107/03/07,4,0,0,4,4972,0,28,5000,2.96%,2.98%,
107/03/06,-2,0,0,-2,4968,0,28,4996,2.96%,2.98%,
107/03/05,-13,0,0,-13,4970,0,28,4998,2.96%,2.98%,
107/03/02,-9,0,0,-9,4983,0,28,5011,2.97%,2.99%,
107/03/01,-4,0,0,-4,4991,0,28,5019,2.97%,2.99%,
107/02/27,1,0,0,1,4995,0,28,5023,2.97%,2.99%,
107/02/26,24,0,0,24,4994,0,28,5022,2.97%,2.99%,
107/02/23,-7,0,0,-7,4970,0,28,4998,2.96%,2.98%,
107/02/22,0,0,0,0,4977,0,28,5005,2.96%,2.98%,
107/02/21,26,0,0,26,4977,0,28,5005,2.96%,2.98%,
107/02/12,-22,0,0,-22,4951,0,28,4979,2.95%,2.97%,
107/02/09,-25,0,0,-25,4973,0,28,5001,2.96%,2.98%,
107/02/08,2,0,0,2,4998,0,28,5026,2.97%,2.99%,
107/02/07,-36,0,0,-36,4996,0,28,5024,2.97%,2.99%,
107/02/06,-17,0,0,-17,5032,0,28,5060,3.00%,3.02%,
107/02/05,25,0,0,25,5049,0,28,5077,3.01%,3.03%,
107/02/02,0,0,0,0,5024,0,28,5052,2.99%,3.01%,
107/02/01,27,0,0,27,5024,0,28,5052,2.99%,3.01%,
