日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,10732,0,49,10781,2.79%,2.80%,
107/03/30,-4,0,0,-4,10732,0,49,10781,2.79%,2.80%,
107/03/29,-25,0,0,-25,10736,0,49,10785,2.79%,2.80%,
107/03/28,-20,0,-1,-21,10761,0,49,10810,2.80%,2.81%,
107/03/27,-9,0,0,-9,10781,0,50,10831,2.80%,2.81%,
107/03/26,-88,0,0,-88,10800,0,50,10850,2.81%,2.82%,
107/03/23,-15,0,0,-15,10838,0,50,10888,2.82%,2.83%,
107/03/22,-12,0,0,-12,10883,0,50,10933,2.83%,2.84%,
107/03/21,-2,0,0,-2,10895,0,50,10945,2.83%,2.84%,
107/03/20,7,0,0,7,10897,0,50,10947,2.83%,2.84%,
107/03/19,-75,0,5,-70,10890,0,50,10940,2.83%,2.84%,
107/03/16,8,0,12,20,10965,0,45,11010,2.85%,2.86%,
107/03/15,-37,0,0,-37,10957,0,33,10990,2.85%,2.86%,
107/03/14,-50,0,0,-50,11054,0,33,11087,2.87%,2.88%,
107/03/13,46,0,0,46,11104,0,33,11137,2.88%,2.89%,
107/03/12,-40,0,1,-39,11058,0,33,11091,2.87%,2.88%,
107/03/09,-34,0,0,-34,11068,0,32,11100,2.88%,2.89%,
107/03/08,-9,0,0,-9,11102,0,32,11134,2.88%,2.89%,
107/03/07,1,0,0,1,11111,0,32,11143,2.89%,2.90%,
107/03/06,-2,0,0,-2,11110,0,32,11142,2.89%,2.90%,
107/03/05,-88,0,0,-88,11052,0,32,11084,2.87%,2.88%,
107/03/02,-76,0,-1,-77,11140,0,32,11172,2.89%,2.90%,
107/03/01,56,0,0,56,11216,0,33,11249,2.91%,2.92%,
107/02/27,-34,0,0,-34,11160,0,33,11193,2.90%,2.91%,
107/02/26,-37,0,0,-37,11194,0,33,11227,2.91%,2.92%,
107/02/23,-27,0,1,-26,11231,0,33,11264,2.92%,2.93%,
107/02/22,-5,0,0,-5,11258,0,32,11290,2.92%,2.93%,
107/02/21,-87,0,0,-87,11259,0,32,11291,2.92%,2.93%,
107/02/12,-57,0,0,-57,11316,0,32,11348,2.94%,2.95%,
107/02/09,-40,0,0,-40,11373,0,32,11405,2.95%,2.96%,
107/02/08,0,0,0,0,11413,0,32,11445,2.96%,2.97%,
107/02/07,-26,0,0,-26,11413,0,32,11445,2.96%,2.97%,
107/02/06,-42,0,-2,-44,11439,0,32,11471,2.97%,2.98%,
107/02/05,-23,0,0,-23,11481,0,34,11515,2.98%,2.99%,
107/02/02,-29,0,0,-29,11504,0,34,11538,2.99%,3.00%,
107/02/01,-16,0,0,-16,11533,0,34,11567,3.00%,3.01%,
107/01/31,-30,0,0,-30,11549,0,34,11583,3.00%,3.01%,
107/01/30,-7,0,0,-7,11579,0,34,11613,3.01%,3.02%,
107/01/29,-4,0,0,-4,11566,0,34,11600,3.00%,3.01%,
107/01/26,-15,0,0,-15,11570,0,34,11604,3.01%,3.02%,
107/01/25,-1,0,0,-1,11585,0,34,11619,3.01%,3.02%,
107/01/24,1,0,0,1,11586,0,34,11620,3.01%,3.02%,
107/01/23,17,0,0,17,11585,0,34,11619,3.01%,3.02%,
107/01/22,-28,0,0,-28,11568,0,34,11602,3.01%,3.02%,
107/01/19,0,0,0,0,11596,0,34,11630,3.01%,3.02%,
107/01/18,-53,0,0,-53,11596,0,34,11630,3.01%,3.02%,
107/01/17,24,0,0,24,11649,0,34,11683,3.03%,3.04%,
107/01/16,-6,0,0,-6,11625,0,34,11659,3.02%,3.03%,
107/01/15,-10,0,0,-10,11631,0,34,11665,3.02%,3.03%,
107/01/12,-23,0,1,-22,11641,0,34,11675,3.02%,3.03%,
107/01/11,0,0,0,0,11664,0,33,11697,3.03%,3.04%,
107/01/10,0,0,1,1,11664,0,33,11697,3.03%,3.04%,
107/01/09,-3,0,0,-3,11664,0,32,11696,3.03%,3.04%,
107/01/08,-15,0,0,-15,11667,0,32,11699,3.03%,3.04%,
107/01/05,1,0,0,1,11682,0,32,11714,3.03%,3.04%,
107/01/04,0,0,0,0,11681,0,32,11713,3.03%,3.04%,
107/01/03,0,0,0,0,11681,0,32,11713,3.03%,3.04%,
107/01/02,6,0,0,6,11681,0,32,11713,3.03%,3.04%,
106/12/29,32,0,0,32,11675,0,32,11707,3.03%,3.04%,
106/12/28,9,0,0,9,11643,0,32,11675,3.02%,3.03%,
106/12/27,0,0,0,0,11624,0,32,11656,3.02%,3.03%,
106/12/26,0,0,0,0,11624,0,32,11656,3.02%,3.03%,
106/12/25,0,0,0,0,11624,0,32,11656,3.02%,3.03%,
106/12/22,0,0,0,0,11624,0,32,11656,3.02%,3.03%,
106/12/21,0,0,0,0,11624,0,32,11656,3.02%,3.03%,
106/12/20,2,0,0,2,11624,0,32,11656,3.02%,3.03%,
106/12/19,-1,0,0,-1,11622,0,32,11654,3.02%,3.03%,
106/12/18,-1,0,0,-1,11623,0,32,11655,3.02%,3.03%,
106/12/15,-13,0,0,-13,11624,0,32,11656,3.02%,3.03%,
106/12/14,0,0,0,0,11637,0,32,11669,3.02%,3.03%,
106/12/13,0,0,0,0,11637,0,32,11669,3.02%,3.03%,
106/12/12,38,0,0,38,11637,0,32,11669,3.02%,3.03%,
106/12/11,-1,0,0,-1,11599,0,32,11631,3.01%,3.02%,
106/12/08,0,0,0,0,11600,0,32,11632,3.01%,3.02%,
106/12/07,0,0,0,0,11601,0,32,11633,3.01%,3.02%,
106/12/06,0,0,0,0,11601,0,32,11633,3.01%,3.02%,
106/12/05,-1,0,0,-1,11601,0,32,11633,3.01%,3.02%,
106/12/04,0,0,0,0,11602,0,32,11634,3.01%,3.02%,
106/12/01,0,0,0,0,11602,0,32,11634,3.01%,3.02%,
106/11/30,-1,0,0,-1,11602,0,32,11634,3.01%,3.02%,
106/11/29,0,0,0,0,11603,0,32,11635,3.01%,3.02%,
106/11/28,26,0,0,26,11603,0,32,11635,3.01%,3.02%,
106/11/27,0,0,0,0,11577,0,32,11609,3.01%,3.02%,
106/11/24,10,0,0,10,11577,0,32,11609,3.01%,3.02%,
106/11/23,17,0,0,17,11567,0,32,11599,3.01%,3.02%,
106/11/22,49,0,0,49,11550,0,32,11582,3.00%,3.01%,
106/11/21,15,0,0,15,11501,0,32,11533,2.99%,3.00%,
106/11/20,0,0,0,0,11486,0,32,11518,2.98%,2.99%,
106/11/17,0,0,0,0,11486,0,32,11518,2.98%,2.99%,
106/11/16,0,0,-1,-1,11486,0,32,11518,2.98%,2.99%,
106/11/15,12,0,-1,11,11486,0,33,11519,2.98%,2.99%,
106/11/14,0,0,0,0,11474,0,34,11508,2.98%,2.99%,
106/11/13,0,0,0,0,11474,0,34,11508,2.98%,2.99%,
106/11/10,1,0,0,1,11484,0,34,11518,2.98%,2.99%,
106/11/09,0,0,0,0,11483,0,34,11517,2.98%,2.99%,
106/11/08,0,0,0,0,11483,0,34,11517,2.98%,2.99%,
106/11/07,0,0,0,0,11483,0,34,11517,2.98%,2.99%,
106/11/06,0,0,0,0,11483,0,34,11517,2.98%,2.99%,
106/11/03,-1,0,3,2,11483,0,34,11517,2.98%,2.99%,
106/11/02,-1,0,0,-1,11484,0,31,11515,2.98%,2.99%,
106/11/01,0,0,0,0,11485,0,31,11516,2.98%,2.99%,
106/10/31,0,0,0,0,11485,0,31,11516,2.98%,2.99%,
106/10/30,0,0,0,0,11485,0,31,11516,2.98%,2.99%,
106/10/27,0,0,0,0,11485,0,31,11516,2.98%,2.99%,
106/10/26,2,0,0,2,11485,0,31,11516,2.98%,2.99%,
106/10/25,0,0,-1,-1,11483,0,31,11514,2.98%,2.99%,
106/10/24,0,0,0,0,11483,0,32,11515,2.98%,2.99%,
106/10/23,0,0,0,0,11483,0,32,11515,2.98%,2.99%,
106/10/20,0,0,0,0,11483,0,32,11515,2.98%,2.99%,
106/10/19,0,0,0,0,11483,0,32,11515,2.98%,2.99%,
106/10/18,12,0,5,17,11483,0,32,11515,2.98%,2.99%,
106/10/17,6,0,0,6,11471,0,27,11498,2.98%,2.99%,
106/10/16,0,0,0,0,11465,0,27,11492,2.98%,2.99%,
106/10/13,0,0,0,0,11465,0,27,11492,2.98%,2.99%,
106/10/12,0,0,0,0,11475,0,27,11502,2.98%,2.99%,
106/10/11,0,0,0,0,11475,0,27,11502,2.98%,2.99%,
