日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,-216,-128,-229,-573,207194,33492,5798,246484,42.28%,50.30%,
107/03/30,-319,209,-89,-199,207410,33620,6027,247057,42.32%,50.41%,
107/03/29,-224,0,-171,-395,207729,33411,6116,247256,42.39%,50.46%,
107/03/28,-287,0,-18,-305,207953,33411,6287,247651,42.43%,50.53%,
107/03/27,-458,0,-85,-543,208240,33411,6305,247956,42.49%,50.59%,
107/03/26,-201,0,80,-121,208698,33411,6390,248499,42.58%,50.70%,
107/03/23,-185,472,-293,-6,208899,33411,6310,248620,42.62%,50.73%,
107/03/22,-45,139,170,264,209084,32939,6603,248626,42.66%,50.73%,
107/03/21,-721,414,-1097,-1404,209129,32800,6433,248362,42.67%,50.68%,
107/03/20,-198,-565,372,-391,209850,32386,7530,249766,42.82%,50.97%,
107/03/19,-81,0,-136,-217,210048,32951,7158,250157,42.86%,51.04%,
107/03/16,-213,290,-336,-259,210129,32951,7294,250374,42.88%,51.09%,
107/03/15,-477,25,-376,-828,210342,32661,7630,250633,42.92%,51.14%,
107/03/14,136,1171,891,2198,210819,32636,8006,251461,43.02%,51.31%,
107/03/13,2359,722,251,3332,210684,31465,7115,249264,42.99%,50.86%,
107/03/12,795,922,136,1853,208324,30743,6864,245931,42.51%,50.18%,
107/03/09,-10,2416,-87,2319,207529,29821,6728,244078,42.34%,49.80%,
107/03/08,127,300,-139,288,207539,27405,6815,241759,42.35%,49.33%,
107/03/07,-228,-3,382,151,207412,27105,6954,241471,42.32%,49.27%,
107/03/06,-127,-240,18,-349,207598,27108,6572,241278,42.36%,49.23%,
107/03/05,-191,127,13,-51,207725,27348,6554,241627,42.38%,49.30%,
107/03/02,-1671,0,-160,-1831,207916,27221,6541,241678,42.42%,49.31%,
107/03/01,356,-50,11,317,209587,27221,6701,243509,42.76%,49.68%,
107/02/27,-1023,-38,-26,-1087,209231,27271,6690,243192,42.69%,49.62%,
107/02/26,-624,298,-132,-458,210354,27309,6716,244379,42.92%,49.86%,
107/02/23,1592,399,162,2153,210978,27011,6848,244837,43.05%,49.96%,
107/02/22,-2278,320,210,-1748,209286,26612,6686,242584,42.70%,49.49%,
107/02/21,2625,490,342,3457,211564,26292,6476,244332,43.17%,49.86%,
107/02/12,655,390,-29,1016,208940,25802,6134,240876,42.63%,49.15%,
107/02/09,2980,-1450,948,2478,208285,25412,6163,239860,42.50%,49.00%,
107/02/08,58,-1237,-873,-2052,205304,26862,5215,237381,41.89%,48.50%,
107/02/07,108,-34,-126,-52,205246,28099,6088,239433,41.88%,48.92%,
107/02/06,-664,100,-674,-1238,205138,28133,6214,239485,41.86%,48.94%,
