日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,1,1,38293,0,60,38353,7.74%,7.75%,
107/03/30,-3,0,1,-2,38294,0,59,38353,7.74%,7.75%,
107/03/29,106,0,-1,105,38297,0,58,38355,7.74%,7.75%,
107/03/28,93,0,1,94,38191,0,59,38250,7.72%,7.73%,
107/03/27,72,0,0,72,38088,0,58,38146,7.70%,7.71%,
107/03/26,47,0,1,48,38016,0,58,38074,7.68%,7.69%,
107/03/23,77,0,-1,76,37969,0,57,38026,7.67%,7.68%,
107/03/22,108,0,0,108,37892,0,58,37950,7.66%,7.67%,
107/03/21,78,0,0,78,37784,0,58,37842,7.64%,7.65%,
107/03/20,75,0,0,75,37824,0,58,37882,7.64%,7.65%,
107/03/19,70,0,1,71,37802,0,58,37860,7.64%,7.65%,
107/03/16,-164,0,0,-164,37632,0,57,37689,7.60%,7.61%,
107/03/15,85,0,1,86,37796,0,57,37853,7.64%,7.65%,
107/03/14,116,0,0,116,37711,0,56,37767,7.62%,7.63%,
107/03/13,244,0,0,244,37724,0,56,37780,7.62%,7.63%,
107/03/12,85,0,2,87,37480,0,56,37536,7.57%,7.58%,
107/03/09,35,0,0,35,37395,0,54,37449,7.56%,7.57%,
107/03/08,171,0,0,171,37494,0,54,37548,7.58%,7.59%,
107/03/07,32,0,1,33,37314,0,54,37368,7.54%,7.55%,
107/03/06,46,0,0,46,37032,0,53,37085,7.48%,7.49%,
107/03/05,-14,0,0,-14,36986,0,53,37039,7.47%,7.48%,
107/03/02,53,0,0,53,36990,0,53,37043,7.48%,7.49%,
107/03/01,119,0,0,119,36917,0,53,36970,7.46%,7.47%,
107/02/27,-1,0,0,-1,36798,0,53,36851,7.44%,7.45%,
107/02/26,68,0,0,68,36799,0,53,36852,7.44%,7.45%,
107/02/23,24,0,0,24,36731,0,53,36784,7.42%,7.43%,
107/02/22,53,0,0,53,36697,0,53,36750,7.42%,7.43%,
107/02/21,228,0,1,229,36644,0,53,36697,7.41%,7.42%,
107/02/12,-35,0,-5,-40,36416,0,52,36468,7.36%,7.37%,
107/02/09,-25,0,0,-25,36451,0,57,36508,7.37%,7.38%,
107/02/08,10,0,0,10,36476,0,57,36533,7.37%,7.38%,
107/02/07,12,0,0,12,36466,0,57,36523,7.37%,7.38%,
107/02/06,-176,0,-3,-179,36454,0,57,36511,7.37%,7.38%,
107/02/05,-79,0,-3,-82,36630,0,60,36690,7.40%,7.41%,
107/02/02,51,0,0,51,36709,0,63,36772,7.42%,7.43%,
107/02/01,-2,0,0,-2,36660,0,63,36723,7.41%,7.42%,
107/01/31,-104,0,2,-102,36662,0,63,36725,7.41%,7.42%,
107/01/30,-25,0,0,-25,36766,0,61,36827,7.43%,7.44%,
107/01/29,5,0,0,5,36791,0,61,36852,7.43%,7.44%,
107/01/26,76,0,0,76,36786,0,61,36847,7.43%,7.44%,
107/01/25,16,0,0,16,36710,0,61,36771,7.42%,7.43%,
107/01/24,87,0,0,87,36694,0,61,36755,7.42%,7.43%,
107/01/23,72,0,0,72,36607,0,61,36668,7.40%,7.41%,
107/01/22,-65,0,0,-65,36535,0,61,36596,7.38%,7.39%,
107/01/19,107,0,2,109,36682,0,61,36743,7.41%,7.42%,
107/01/18,-11,0,0,-11,36575,0,59,36634,7.39%,7.40%,
107/01/17,86,0,1,87,36586,0,59,36645,7.39%,7.40%,
107/01/16,32,0,0,32,36500,0,58,36558,7.38%,7.39%,
107/01/15,-54,0,0,-54,36468,0,58,36526,7.37%,7.38%,
107/01/12,21,0,0,21,36512,0,58,36570,7.38%,7.39%,
107/01/11,-79,0,0,-79,36478,0,58,36536,7.37%,7.38%,
107/01/10,156,0,0,156,36493,0,58,36551,7.37%,7.38%,
107/01/09,20,0,-1,19,36337,0,58,36395,7.34%,7.35%,
107/01/08,138,0,-11,127,36307,0,59,36366,7.34%,7.35%,
107/01/05,135,0,0,135,36155,0,70,36225,7.31%,7.32%,
107/01/04,70,0,0,70,36021,0,70,36091,7.28%,7.29%,
107/01/03,153,0,0,153,35951,0,70,36021,7.27%,7.28%,
107/01/02,19,0,0,19,35798,0,70,35868,7.23%,7.24%,
106/12/29,137,0,0,137,35779,0,70,35849,7.23%,7.24%,
106/12/28,57,0,0,57,35642,0,70,35712,7.20%,7.21%,
106/12/27,25,0,0,25,35585,0,70,35655,7.19%,7.20%,
106/12/26,16,0,9,25,35560,0,70,35630,7.19%,7.20%,
