日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,160771,0,144,160915,9.90%,9.91%,
107/03/30,56,-9,0,47,160771,0,144,160915,9.90%,9.91%,
107/03/29,-158,0,-26,-184,160715,0,144,160859,9.90%,9.91%,
107/03/28,-26,0,3,-23,160873,0,170,161043,9.91%,9.92%,
107/03/27,-39,-17,0,-56,160899,0,167,161066,9.91%,9.92%,
107/03/26,-293,0,1,-292,160938,0,167,161105,9.91%,9.92%,
107/03/23,21,0,-2,19,161231,0,166,161397,9.93%,9.94%,
107/03/22,148,0,0,148,161210,0,168,161378,9.93%,9.94%,
107/03/21,423,0,0,423,161062,0,168,161230,9.92%,9.93%,
107/03/20,191,-17,0,174,160639,0,168,160807,9.89%,9.90%,
107/03/19,83,-5,-27,51,160448,0,168,160616,9.88%,9.89%,
107/03/16,-269,0,3,-266,160434,0,195,160629,9.88%,9.89%,
107/03/15,207,0,4,211,160703,0,192,160895,9.89%,9.90%,
107/03/14,265,0,0,265,160496,0,188,160684,9.88%,9.89%,
107/03/13,355,-16,1,340,160231,0,188,160419,9.87%,9.88%,
107/03/12,489,0,6,495,159853,9,187,160049,9.84%,9.85%,
107/03/09,594,0,0,594,159364,9,181,159554,9.81%,9.82%,
107/03/08,-9,0,0,-9,158770,9,181,158960,9.78%,9.79%,
107/03/07,412,0,3,415,158779,9,181,158969,9.78%,9.79%,
107/03/06,441,0,0,441,158367,9,178,158554,9.75%,9.76%,
107/03/05,-417,9,-20,-428,157926,9,178,158113,9.72%,9.73%,
107/03/02,0,0,0,0,158343,0,198,158541,9.75%,9.76%,
107/03/01,645,0,0,645,158343,0,198,158541,9.75%,9.76%,
107/02/27,314,0,0,314,157698,0,198,157896,9.71%,9.72%,
107/02/26,133,0,0,133,157384,0,198,157582,9.69%,9.70%,
107/02/23,712,0,0,712,157251,0,198,157449,9.68%,9.69%,
107/02/22,634,-10,0,624,156539,0,198,156737,9.64%,9.65%,
107/02/21,800,0,4,804,155905,0,198,156103,9.60%,9.61%,
107/02/12,-264,0,30,-234,155105,0,194,155299,9.55%,9.56%,
107/02/09,427,0,0,427,155369,0,164,155533,9.57%,9.58%,
107/02/08,1223,0,-101,1122,154942,0,164,155106,9.54%,9.55%,
107/02/07,120,0,-2,118,153719,0,265,153984,9.46%,9.48%,
107/02/06,545,0,-389,156,153599,0,267,153866,9.46%,9.48%,
107/02/05,-86,0,20,-66,153054,0,656,153710,9.42%,9.46%,
107/02/02,430,0,-60,370,153141,0,636,153777,9.43%,9.47%,
107/02/01,-2,0,-140,-142,152711,0,696,153407,9.40%,9.44%,
107/01/31,309,0,2,311,152713,0,836,153549,9.40%,9.45%,
107/01/30,246,0,0,246,152404,0,834,153238,9.38%,9.43%,
107/01/29,157,0,0,157,152158,0,834,152992,9.37%,9.42%,
107/01/26,300,-24,0,276,152001,0,834,152835,9.36%,9.41%,
107/01/25,175,0,0,175,151701,0,834,152535,9.34%,9.39%,
107/01/24,700,-20,0,680,151525,0,834,152359,9.33%,9.38%,
107/01/23,139,0,-132,7,150825,0,834,151659,9.29%,9.34%,
107/01/22,260,0,3,263,150686,0,966,151652,9.28%,9.34%,
107/01/19,240,0,-16,224,150426,0,963,151389,9.26%,9.32%,
107/01/18,-228,0,0,-228,150186,0,979,151165,9.25%,9.31%,
107/01/17,673,0,0,673,150414,0,979,151393,9.26%,9.32%,
107/01/16,-70,-23,13,-80,149741,0,979,150720,9.22%,9.28%,
107/01/15,333,0,187,520,149801,0,966,150767,9.22%,9.28%,
107/01/12,267,0,50,317,149468,0,779,150247,9.20%,9.25%,
107/01/11,132,0,0,132,149202,0,729,149931,9.19%,9.23%,
107/01/10,516,-20,50,546,149070,0,729,149799,9.18%,9.22%,
107/01/09,256,0,0,256,148554,3,679,149236,9.15%,9.19%,
107/01/08,22,0,28,50,148298,3,679,148980,9.13%,9.17%,
107/01/05,258,-19,112,351,148276,3,651,148930,9.13%,9.17%,
107/01/04,658,5,43,706,148018,22,539,148579,9.11%,9.14%,
107/01/03,96,0,90,186,147360,17,496,147873,9.07%,9.10%,
107/01/02,72,0,120,192,147264,17,406,147687,9.07%,9.10%,
106/12/29,239,0,0,239,147192,17,286,147495,9.06%,9.08%,
106/12/28,72,-122,1,-49,146953,182,286,147421,9.05%,9.08%,
106/12/27,148,-124,-36,-12,146881,304,285,147470,9.04%,9.08%,
106/12/26,255,-89,-5,161,146733,428,321,147482,9.03%,9.08%,
106/12/25,51,0,0,51,146478,517,326,147321,9.02%,9.07%,
106/12/22,43,0,0,43,146427,517,326,147270,9.02%,9.07%,
106/12/21,80,0,0,80,146384,517,326,147227,9.01%,9.06%,
106/12/20,99,0,0,99,146304,517,326,147147,9.01%,9.06%,
106/12/19,66,0,0,66,146205,517,326,147048,9.00%,9.05%,
106/12/18,-24,0,0,-24,146139,517,326,146982,9.00%,9.05%,
106/12/15,2124,0,14,2138,146163,517,326,147006,9.00%,9.05%,
106/12/14,88,0,0,88,144003,517,312,144832,8.87%,8.92%,
106/12/13,595,0,0,595,143915,517,312,144744,8.86%,8.91%,
106/12/12,321,0,0,321,143320,517,312,144149,8.82%,8.87%,
106/12/11,324,0,0,324,142999,517,312,143828,8.80%,8.85%,
106/12/08,47,0,0,47,142675,517,312,143504,8.78%,8.83%,
106/12/07,183,0,0,183,142629,517,312,143458,8.78%,8.83%,
106/12/06,100,0,42,142,142446,517,312,143275,8.77%,8.82%,
106/12/05,53,517,60,630,142346,517,270,143133,8.76%,8.81%,
106/12/04,79,0,-10,69,142293,0,210,142503,8.76%,8.77%,
106/12/01,482,0,0,482,142214,0,220,142434,8.76%,8.77%,
106/11/30,862,0,0,862,141732,0,220,141952,8.73%,8.74%,
106/11/29,33,0,0,33,140870,0,220,141090,8.67%,8.68%,
106/11/28,125,0,0,125,140837,0,220,141057,8.67%,8.68%,
106/11/27,201,0,88,289,140712,0,220,140932,8.66%,8.67%,
106/11/24,328,0,-1,327,140511,0,132,140643,8.65%,8.66%,
106/11/23,582,0,0,582,140183,0,133,140316,8.63%,8.64%,
106/11/22,690,0,-20,670,139601,0,133,139734,8.59%,8.60%,
106/11/21,92,0,0,92,138911,0,153,139064,8.55%,8.56%,
106/11/20,186,0,-4,182,138819,0,153,138972,8.55%,8.56%,
106/11/17,-113,0,0,-113,138633,0,157,138790,8.54%,8.55%,
106/11/16,-73,0,0,-73,138746,0,157,138903,8.54%,8.55%,
106/11/15,462,0,0,462,138819,0,157,138976,8.55%,8.56%,
106/11/14,251,0,-15,236,138357,0,157,138514,8.52%,8.53%,
106/11/13,81,0,0,81,138106,0,172,138278,8.50%,8.51%,
106/11/10,-275,0,0,-275,138141,0,172,138313,8.50%,8.51%,
106/11/09,-104,0,-72,-176,138416,0,172,138588,8.52%,8.53%,
