日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,4,4,5866,0,43,5909,7.08%,7.13%,
107/03/30,-142,0,1,-141,5866,0,39,5905,7.08%,7.13%,
107/03/29,-57,0,6,-51,6008,0,38,6046,7.25%,7.30%,
107/03/28,-165,0,1,-164,6180,0,32,6212,7.46%,7.50%,
107/03/27,-37,0,3,-34,6345,0,31,6376,7.66%,7.70%,
107/03/26,37,0,0,37,6382,0,28,6410,7.70%,7.73%,
107/03/23,-156,0,-3,-159,6346,0,28,6374,7.66%,7.69%,
107/03/22,-112,0,1,-111,6493,0,31,6524,7.84%,7.88%,
107/03/21,-60,0,2,-58,6605,0,30,6635,7.97%,8.01%,
107/03/20,-217,0,0,-217,6665,0,28,6693,8.05%,8.08%,
107/03/19,-92,0,-8,-100,6882,0,28,6910,8.31%,8.34%,
107/03/16,-215,0,-1,-216,6974,0,36,7010,8.42%,8.46%,
107/03/15,-222,0,1,-221,7189,0,37,7226,8.68%,8.72%,
107/03/14,-274,0,0,-274,7411,0,36,7447,8.95%,8.99%,
107/03/13,-172,0,1,-171,7685,0,36,7721,9.28%,9.32%,
107/03/12,-170,0,0,-170,7857,0,35,7892,9.49%,9.53%,
107/03/09,-108,0,1,-107,8027,0,35,8062,9.69%,9.73%,
107/03/08,81,0,0,81,8135,0,34,8169,9.82%,9.86%,
107/03/07,-20,0,0,-20,8054,0,34,8088,9.72%,9.76%,
107/03/06,55,0,0,55,8074,0,34,8108,9.75%,9.79%,
107/03/05,23,0,0,23,8019,0,34,8053,9.68%,9.72%,
107/03/02,-25,0,-1,-26,7996,0,34,8030,9.65%,9.69%,
107/03/01,21,0,0,21,8021,0,35,8056,9.68%,9.72%,
107/02/27,47,0,17,64,8000,0,35,8035,9.66%,9.70%,
107/02/26,25,0,1,26,7959,0,18,7977,9.61%,9.63%,
107/02/23,-100,0,-17,-117,7919,0,17,7936,9.56%,9.58%,
107/02/22,-71,0,-2,-73,8019,0,34,8053,9.68%,9.72%,
107/02/21,405,0,2,407,8090,0,36,8126,9.77%,9.81%,
107/02/12,-645,0,-1,-646,7685,0,34,7719,9.28%,9.32%,
107/02/09,233,0,2,235,8330,0,35,8365,10.06%,10.10%,
107/02/08,-102,0,0,-102,8097,0,33,8130,9.78%,9.82%,
107/02/07,497,0,-1,496,8199,0,33,8232,9.90%,9.94%,
107/02/06,-653,0,14,-639,7702,0,34,7736,9.30%,9.34%,
107/02/05,501,0,-16,485,8355,0,20,8375,10.09%,10.11%,
107/02/02,469,0,0,469,7854,0,36,7890,9.48%,9.52%,
107/02/01,213,0,16,229,7385,0,36,7421,8.92%,8.96%,
107/01/31,311,0,2,313,7286,0,20,7306,8.80%,8.82%,
107/01/30,250,0,0,250,7115,0,18,7133,8.59%,8.61%,
107/01/29,-28,0,0,-28,6914,0,18,6932,8.35%,8.37%,
107/01/26,254,0,1,255,7150,0,18,7168,8.63%,8.65%,
107/01/25,1258,0,-15,1243,6896,0,17,6913,8.32%,8.34%,
107/01/24,325,0,-2,323,5638,0,32,5670,6.81%,6.85%,
107/01/23,654,0,0,654,5313,0,34,5347,6.41%,6.45%,
107/01/22,82,0,0,82,4659,0,34,4693,5.62%,5.66%,
107/01/19,65,0,0,65,4577,0,34,4611,5.52%,5.56%,
107/01/18,-41,0,18,-23,4512,0,34,4546,5.45%,5.49%,
107/01/17,-81,0,1,-80,4553,0,16,4569,5.49%,5.51%,
107/01/16,-445,0,-14,-459,4634,0,15,4649,5.59%,5.61%,
107/01/15,393,0,2,395,5064,0,29,5093,6.11%,6.15%,
107/01/12,27,0,0,27,4671,0,27,4698,5.64%,5.67%,
107/01/11,79,0,-3,76,4644,0,27,4671,5.60%,5.63%,
107/01/10,-19,0,0,-19,4570,0,30,4600,5.52%,5.56%,
107/01/09,39,0,3,42,4584,0,30,4614,5.53%,5.57%,
107/01/08,-108,0,-1,-109,4548,0,27,4575,5.49%,5.52%,
107/01/05,54,0,0,54,4656,0,28,4684,5.62%,5.65%,
107/01/04,-121,0,-1,-122,4602,0,28,4630,5.55%,5.58%,
107/01/03,161,0,0,161,4722,0,29,4751,5.70%,5.74%,
107/01/02,77,0,1,78,4561,0,29,4590,5.50%,5.54%,
106/12/29,-23,0,-1,-24,4484,0,28,4512,5.41%,5.44%,
106/12/28,23,0,0,23,4507,0,29,4536,5.44%,5.48%,
106/12/27,-124,0,-1,-125,4484,0,29,4513,5.41%,5.45%,
106/12/26,-18,0,0,-18,4449,0,30,4479,5.37%,5.41%,
106/12/25,-18,0,0,-18,4453,0,30,4483,5.37%,5.41%,
106/12/22,-154,0,2,-152,4452,0,30,4482,5.37%,5.41%,
106/12/21,129,0,-1,128,4606,0,28,4634,5.56%,5.59%,
106/12/20,13,0,1,14,4477,0,29,4506,5.40%,5.44%,
106/12/19,-34,0,0,-34,4464,0,28,4492,5.39%,5.42%,
106/12/18,-28,0,-1,-29,4498,0,28,4526,5.43%,5.46%,
106/12/15,-10,0,0,-10,4526,0,29,4555,5.46%,5.50%,
106/12/14,-20,0,0,-20,4536,0,29,4565,5.47%,5.51%,
106/12/13,-21,0,-2,-23,4544,0,29,4573,5.48%,5.52%,
106/12/12,-94,0,0,-94,4557,0,31,4588,5.50%,5.54%,
106/12/11,4,0,-2,2,4638,0,31,4669,5.60%,5.64%,
106/12/08,34,0,0,34,4631,0,33,4664,5.59%,5.63%,
106/12/07,-22,0,0,-22,4565,0,33,4598,5.51%,5.55%,
106/12/06,0,0,3,3,4548,0,33,4581,5.49%,5.53%,
106/12/05,-106,0,0,-106,4532,0,30,4562,5.47%,5.51%,
106/12/04,18,0,0,18,4592,0,30,4622,5.54%,5.58%,
106/12/01,-36,0,1,-35,4582,0,30,4612,5.53%,5.57%,
106/11/30,-535,0,1,-534,4596,0,29,4625,5.55%,5.59%,
106/11/29,152,0,0,152,5095,0,28,5123,6.15%,6.18%,
106/11/28,232,0,0,232,4890,0,28,4918,5.90%,5.93%,
106/11/27,-560,0,1,-559,4618,0,28,4646,5.57%,5.60%,
106/11/24,433,0,0,433,5123,0,27,5150,6.18%,6.21%,
106/11/23,-16,0,0,-16,4583,0,27,4610,5.53%,5.56%,
106/11/22,-95,0,1,-94,4616,0,27,4643,5.57%,5.60%,
106/11/21,23,0,-2,21,4711,0,26,4737,5.69%,5.72%,
106/11/20,-120,0,1,-119,4688,0,28,4716,5.66%,5.69%,
106/11/17,-68,0,0,-68,4808,0,27,4835,5.80%,5.83%,
106/11/16,-18,0,-104,-122,4876,0,27,4903,5.88%,5.91%,
106/11/15,-171,0,-232,-403,4896,0,131,5027,5.91%,6.07%,
106/11/14,-62,0,1,-61,5067,0,363,5430,6.12%,6.56%,
106/11/13,-240,0,-14,-254,5129,0,362,5491,6.19%,6.63%,
106/11/10,68,0,7,75,5319,0,376,5695,6.42%,6.87%,
106/11/09,-105,0,5,-100,5251,0,369,5620,6.34%,6.79%,
106/11/08,-205,0,8,-197,5356,0,364,5720,6.46%,6.90%,
106/11/07,3,0,8,11,5561,0,356,5917,6.71%,7.14%,
106/11/06,-135,0,7,-128,5558,0,348,5906,6.71%,7.13%,
106/11/03,-37,0,-2,-39,5693,0,341,6034,6.87%,7.28%,
106/11/02,-331,0,-11,-342,5720,0,343,6063,6.90%,7.31%,
106/11/01,738,0,-36,702,6051,0,354,6405,7.30%,7.73%,
106/10/31,209,0,-1,208,5303,0,390,5693,6.40%,6.87%,
106/10/30,-7,0,0,-7,5094,0,391,5485,6.15%,6.62%,
106/10/27,8,0,5,13,5101,0,391,5492,6.16%,6.63%,
106/10/26,42,0,0,42,5093,0,386,5479,6.15%,6.62%,
106/10/25,21,0,-1,20,5051,0,386,5437,6.10%,6.57%,
106/10/24,10,0,-12,-2,5030,0,387,5417,6.07%,6.54%,
106/10/23,-52,0,0,-52,5020,0,399,5419,6.06%,6.54%,
106/10/20,102,0,-6,96,5072,0,399,5471,6.12%,6.60%,
106/10/19,39,0,6,45,4970,0,405,5375,6.00%,6.49%,
106/10/18,99,0,10,109,4931,0,399,5330,5.95%,6.43%,
106/10/17,5,0,1,6,4832,0,389,5221,5.83%,6.30%,
106/10/16,90,0,0,90,4881,0,388,5269,5.89%,6.36%,
106/10/13,-3,0,0,-3,4791,0,388,5179,5.78%,6.25%,
106/10/12,18,0,-2,16,4804,0,388,5192,5.80%,6.27%,
106/10/11,21,0,2,23,4786,0,390,5176,5.78%,6.25%,
106/10/06,-105,0,-1,-106,4765,0,388,5153,5.75%,6.22%,
106/10/05,64,0,-8,56,4870,0,389,5259,5.88%,6.35%,
106/10/03,-39,0,0,-39,4806,0,397,5203,5.80%,6.28%,
106/10/02,36,0,-2,34,4825,0,397,5222,5.82%,6.30%,
106/09/30,0,0,0,0,4789,0,399,5188,5.78%,6.26%,
106/09/29,13,0,3,16,4789,0,399,5188,5.78%,6.26%,
106/09/28,12,0,0,12,4776,0,396,5172,5.76%,6.24%,
106/09/27,134,0,3,137,4764,0,396,5160,5.75%,6.23%,
106/09/26,9,0,9,18,4630,0,393,5023,5.59%,6.06%,
106/09/25,7,0,16,23,4723,0,384,5107,5.70%,6.16%,
106/09/22,-7,0,1,-6,4716,0,368,5084,5.69%,6.13%,
106/09/21,13,0,-22,-9,4723,0,367,5090,5.70%,6.14%,
106/09/20,6,0,0,6,4710,0,389,5099,5.68%,6.15%,
106/09/19,-13,0,2,-11,4704,0,389,5093,5.68%,6.15%,
106/09/18,21,0,0,21,4717,0,387,5104,5.69%,6.16%,
106/09/15,30,0,12,42,4765,0,387,5152,5.75%,6.22%,
106/09/14,109,0,0,109,4735,0,375,5110,5.71%,6.16%,
106/09/13,-89,0,0,-89,4626,0,375,5001,5.58%,6.03%,
106/09/12,50,0,0,50,4715,0,375,5090,5.69%,6.14%,
106/09/11,-60,0,0,-60,4665,0,375,5040,5.63%,6.08%,
106/09/08,-306,0,0,-306,4725,0,375,5100,5.70%,6.15%,
106/09/07,361,0,0,361,5029,0,375,5404,6.07%,6.52%,
106/09/06,-3,0,0,-3,4668,0,375,5043,5.63%,6.08%,
106/09/05,34,0,0,34,4671,0,375,5046,5.64%,6.09%,
106/09/04,-1,0,0,-1,4637,0,375,5012,5.60%,6.05%,
106/09/01,52,0,0,52,4638,0,375,5013,5.60%,6.05%,
106/08/31,-22,0,0,-22,4586,0,375,4961,5.53%,5.98%,
106/08/30,-68,0,-39,-107,4590,0,375,4965,5.54%,5.99%,
106/08/29,-8,0,0,-8,4644,0,414,5058,5.60%,6.10%,
106/08/28,61,0,0,61,4640,0,414,5054,5.60%,6.10%,
106/08/25,-113,0,36,-77,4579,0,414,4993,5.53%,6.03%,
106/08/24,-57,0,0,-57,4630,0,378,5008,5.59%,6.05%,
