日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,1556,0,19,1575,0.71%,0.72%,
107/03/30,2,0,0,2,1556,0,19,1575,0.71%,0.72%,
107/03/29,2,0,0,2,1554,0,19,1573,0.71%,0.72%,
107/03/28,0,0,0,0,1552,0,19,1571,0.70%,0.71%,
107/03/27,3,0,0,3,1552,0,19,1571,0.70%,0.71%,
107/03/26,-2,0,0,-2,1549,0,19,1568,0.70%,0.71%,
107/03/23,-8,0,0,-8,1551,0,19,1570,0.70%,0.71%,
107/03/22,1,0,0,1,1559,0,19,1578,0.71%,0.72%,
107/03/21,0,0,0,0,1558,0,19,1577,0.71%,0.72%,
107/03/20,0,0,0,0,1558,0,19,1577,0.71%,0.72%,
107/03/19,-9,0,-1,-10,1558,0,19,1577,0.71%,0.72%,
107/03/16,0,0,1,1,1567,0,20,1587,0.71%,0.72%,
107/03/15,-6,0,-1,-7,1567,0,19,1586,0.71%,0.72%,
107/03/14,0,0,1,1,1573,0,20,1593,0.71%,0.72%,
107/03/13,14,0,0,14,1573,0,19,1592,0.71%,0.72%,
107/03/12,0,0,0,0,1559,0,19,1578,0.71%,0.72%,
107/03/09,-2,0,-1,-3,1559,0,19,1578,0.71%,0.72%,
107/03/08,0,0,1,1,1561,0,20,1581,0.71%,0.72%,
107/03/07,-1,0,-1,-2,1561,0,19,1580,0.71%,0.72%,
107/03/06,0,0,0,0,1562,0,20,1582,0.71%,0.72%,
107/03/05,-8,0,0,-8,1562,0,20,1582,0.71%,0.72%,
107/03/02,-4,0,0,-4,1570,0,20,1590,0.71%,0.72%,
107/03/01,2,0,1,3,1574,0,20,1594,0.71%,0.72%,
107/02/27,0,0,0,0,1572,0,19,1591,0.71%,0.72%,
107/02/26,13,0,0,13,1572,0,19,1591,0.71%,0.72%,
107/02/23,3,0,0,3,1559,0,19,1578,0.71%,0.72%,
107/02/22,4,0,0,4,1556,0,19,1575,0.71%,0.72%,
107/02/21,-1,0,0,-1,1552,0,19,1571,0.70%,0.71%,
