日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,1,1,4575,46,57,4678,2.86%,2.92%,
107/03/30,1,0,0,1,4575,46,56,4677,2.86%,2.92%,
107/03/29,1,0,0,1,4574,46,56,4676,2.86%,2.92%,
107/03/28,6,0,0,6,4573,46,56,4675,2.86%,2.92%,
107/03/27,21,0,0,21,4567,46,56,4669,2.85%,2.91%,
107/03/26,2,0,0,2,4546,46,56,4648,2.84%,2.90%,
107/03/23,43,-42,0,1,4544,46,56,4646,2.84%,2.90%,
107/03/22,91,0,0,91,4501,88,56,4645,2.81%,2.90%,
107/03/21,10,0,0,10,4410,88,56,4554,2.75%,2.84%,
107/03/20,30,0,0,30,4400,88,56,4544,2.75%,2.84%,
107/03/19,14,0,0,14,4370,88,56,4514,2.73%,2.82%,
107/03/16,1,0,0,1,4356,88,56,4500,2.72%,2.81%,
107/03/15,14,0,1,15,4355,88,56,4499,2.72%,2.81%,
107/03/14,13,0,0,13,4341,88,55,4484,2.71%,2.80%,
107/03/13,73,0,0,73,4328,88,55,4471,2.70%,2.79%,
107/03/12,89,0,0,89,4255,88,55,4398,2.66%,2.75%,
107/03/09,124,0,0,124,4166,88,55,4309,2.60%,2.69%,
107/03/08,32,0,0,32,4042,88,55,4185,2.52%,2.61%,
107/03/07,32,0,1,33,4010,88,55,4153,2.50%,2.59%,
107/03/06,27,0,0,27,3978,88,54,4120,2.48%,2.57%,
107/03/05,7,0,0,7,3951,88,54,4093,2.47%,2.56%,
107/03/02,59,0,0,59,3944,88,54,4086,2.46%,2.55%,
107/03/01,95,0,0,95,3884,88,54,4026,2.42%,2.51%,
107/02/27,0,0,0,0,3789,88,54,3931,2.37%,2.46%,
107/02/26,29,0,0,29,3789,88,54,3931,2.37%,2.46%,
107/02/23,22,0,0,22,3760,88,54,3902,2.35%,2.44%,
107/02/22,-3,0,0,-3,3738,88,54,3880,2.33%,2.42%,
107/02/21,-3,0,0,-3,3741,88,54,3883,2.34%,2.43%,
107/02/12,17,0,-2,15,3744,88,54,3886,2.34%,2.43%,
107/02/09,38,0,-1,37,3727,88,56,3871,2.33%,2.42%,
107/02/08,-5,0,0,-5,3689,88,57,3834,2.30%,2.39%,
107/02/07,-32,0,0,-32,3694,88,57,3839,2.31%,2.40%,
107/02/06,-79,0,-1,-80,3677,88,57,3822,2.30%,2.39%,
107/02/05,-16,0,1,-15,3756,88,58,3902,2.34%,2.43%,
