日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,1,0,-87,-86,66006,11734,4988,82728,26.55%,33.28%,
107/03/30,202,80,-33,249,66005,11734,5075,82814,26.55%,33.31%,
107/03/29,213,-381,-160,-328,65828,11654,5108,82590,26.48%,33.22%,
107/03/28,-52,-540,-216,-808,65635,12035,5268,82938,26.40%,33.36%,
107/03/27,801,-100,453,1154,65687,12575,5484,83746,26.42%,33.69%,
107/03/26,-271,-135,-153,-559,65795,12675,5031,83501,26.47%,33.59%,
107/03/23,822,-800,-61,-39,66066,12810,5184,84060,26.58%,33.82%,
107/03/22,438,-880,-380,-822,65244,13610,5245,84099,26.24%,33.83%,
107/03/21,48,60,-324,-216,64742,14490,5625,84857,26.04%,34.13%,
107/03/20,55,0,-81,-26,64904,14430,5949,85283,26.11%,34.31%,
107/03/19,837,-351,744,1230,64834,14430,6030,85294,26.08%,34.31%,
107/03/16,-254,0,-123,-377,63764,14781,5286,83831,25.65%,33.72%,
107/03/15,-20,-60,-135,-215,64099,14781,5409,84289,25.78%,33.90%,
107/03/14,-841,-200,-361,-1402,64103,14841,5544,84488,25.79%,33.99%,
107/03/13,622,-521,964,1065,64959,15041,5905,85905,26.13%,34.56%,
107/03/12,479,-1182,75,-628,64276,15562,4941,84779,25.86%,34.11%,
107/03/09,136,-523,-206,-593,62753,16744,4866,84363,25.24%,33.93%,
107/03/08,-835,-200,-147,-1182,62643,17267,5072,84982,25.20%,34.19%,
107/03/07,277,-229,-170,-122,63521,17467,5219,86207,25.55%,34.68%,
107/03/06,-563,-559,-537,-1659,63146,17696,5389,86231,25.40%,34.69%,
107/03/05,1164,235,313,1712,63692,18255,5926,87873,25.62%,35.35%,
107/03/02,-197,100,898,801,62721,18020,5613,86354,25.23%,34.74%,
107/03/01,-414,-698,-69,-1181,62898,17920,4715,85533,25.30%,34.41%,
107/02/27,114,-96,-560,-542,63320,18618,4784,86722,25.47%,34.89%,
107/02/26,-604,-471,-126,-1201,63718,18714,5344,87776,25.63%,35.31%,
107/02/23,-1209,-41,228,-1022,64533,19185,5470,89188,25.96%,35.88%,
107/02/22,-199,0,-161,-360,65920,19226,5242,90388,26.52%,36.36%,
107/02/21,-2067,-100,283,-1884,66079,19226,5403,90708,26.58%,36.49%,
107/02/12,-1973,-190,67,-2096,67308,19326,5120,91754,27.08%,36.92%,
107/02/09,19,-607,22,-566,69431,19516,5053,94000,27.93%,37.81%,
107/02/08,-3926,530,-60,-3456,69340,20123,5031,94494,27.89%,38.01%,
107/02/07,-876,250,27,-599,73120,19593,5091,97804,29.41%,39.34%,
107/02/06,2180,-1132,-1388,-340,73996,19343,5064,98403,29.77%,39.59%,
107/02/05,1386,-150,-534,702,71616,20475,6452,98543,28.81%,39.64%,
107/02/02,-388,0,323,-65,70059,20625,6986,97670,28.18%,39.29%,
107/02/01,-3135,147,462,-2526,70563,20625,6663,97851,28.38%,39.36%,
107/01/31,335,790,592,1717,73559,20478,6201,100238,29.59%,40.32%,
107/01/30,-933,-334,-237,-1504,73237,19688,5609,98534,29.46%,39.64%,
107/01/29,-720,1549,-839,-10,74134,20022,5846,100002,29.82%,40.23%,
107/01/26,1662,2198,-477,3383,74830,18473,6685,99988,30.10%,40.22%,
107/01/25,-2319,3331,-682,330,73133,16275,7162,96570,29.42%,38.85%,
107/01/24,-221,730,1052,1561,75461,12944,7844,96249,30.36%,38.72%,
107/01/23,-350,100,47,-203,75688,12214,6792,94694,30.45%,38.10%,
107/01/22,334,97,-174,257,76053,12114,6745,94912,30.59%,38.18%,
107/01/19,-40,0,-138,-178,75719,12017,6919,94655,30.46%,38.08%,
107/01/18,380,8,740,1128,75768,12017,7057,94842,30.48%,38.15%,
107/01/17,-581,154,51,-376,75367,12009,6317,93693,30.32%,37.69%,
107/01/16,-427,550,-75,48,76017,11855,6266,94138,30.58%,37.87%,
107/01/15,678,0,1184,1862,76539,11305,6341,94185,30.79%,37.89%,
107/01/12,659,-214,59,504,75876,11305,5157,92338,30.52%,37.14%,
107/01/11,-607,0,-347,-954,75224,11519,5098,91841,30.26%,36.95%,
107/01/10,-416,0,-517,-933,75813,11519,5445,92777,30.50%,37.33%,
107/01/09,-2337,0,-530,-2867,76542,11519,5962,94023,30.79%,37.82%,
107/01/08,42,600,654,1296,78784,11519,6492,96795,31.69%,38.94%,
107/01/05,-88,0,-136,-224,78754,10919,5838,95511,31.68%,38.42%,
107/01/04,-518,0,-209,-727,78976,10919,5974,95869,31.77%,38.57%,
107/01/03,977,-80,181,1078,79504,10919,6183,96606,31.98%,38.86%,
107/01/02,296,-160,-136,0,78517,10999,6002,95518,31.58%,38.42%,
106/12/29,-267,0,33,-234,78141,11159,6138,95438,31.43%,38.39%,
106/12/28,-79,-17,58,-38,78380,12620,6105,97105,31.53%,39.06%,
106/12/27,287,-95,-38,154,78898,12637,6047,97582,31.74%,39.26%,
106/12/26,1016,-13,-751,252,78547,12732,6085,97364,31.60%,39.17%,
106/12/25,-232,0,21,-211,77524,12745,6836,97105,31.19%,39.07%,
106/12/22,125,0,-56,69,77634,12745,6815,97194,31.23%,39.10%,
106/12/21,-1225,594,92,-539,77386,12745,6871,97002,31.13%,39.02%,
106/12/20,-808,-30,-236,-1074,78359,12151,6779,97289,31.52%,39.14%,
106/12/19,370,129,996,1495,79103,12181,7015,98299,31.82%,39.54%,
106/12/18,494,257,-35,716,78733,12052,6019,96804,31.67%,38.94%,
106/12/15,-387,0,-287,-674,78239,11795,6054,96088,31.47%,38.65%,
106/12/14,-854,670,-24,-208,78900,11795,6341,97036,31.74%,39.04%,
106/12/13,-28,0,86,58,79763,11125,6365,97253,32.09%,39.13%,
106/12/12,-402,1279,-93,784,79791,11125,6279,97195,32.10%,39.10%,
106/12/11,-662,0,-136,-798,80193,9846,6372,96411,32.26%,38.79%,
106/12/08,1398,-80,394,1712,80855,9846,6508,97209,32.53%,39.11%,
106/12/07,2525,-81,-303,2141,79469,9926,6114,95509,31.97%,38.42%,
106/12/06,-3194,1056,-597,-2735,76875,10007,6417,93299,30.92%,37.53%,
106/12/05,-1393,3705,-136,2176,80045,8951,7014,96010,32.20%,38.62%,
106/12/04,224,0,299,523,81785,5246,7150,94181,32.90%,37.89%,
106/12/01,-731,385,-758,-1104,81764,5246,6851,93861,32.89%,37.76%,
106/11/30,2443,173,-335,2281,82368,4861,7609,94838,33.13%,38.15%,
106/11/29,4106,320,615,5041,79877,4688,7944,92509,32.13%,37.21%,
106/11/28,-824,1252,-50,378,75766,4368,7329,87463,30.48%,35.19%,
106/11/27,1365,168,1005,2538,76290,3116,7379,86785,30.69%,34.91%,
106/11/24,321,0,-128,193,74925,2948,6374,84247,30.14%,33.89%,
106/11/23,171,0,277,448,74604,2948,6502,84054,30.01%,33.81%,
106/11/22,428,0,-571,-143,74441,2948,6225,83614,29.95%,33.64%,
106/11/21,2541,0,396,2937,74021,2948,6796,83765,29.78%,33.70%,
106/11/20,2126,-100,-745,1281,71485,2948,6400,80833,28.76%,32.52%,
106/11/17,-1448,19,138,-1291,69364,3048,7145,79557,27.90%,32.00%,
106/11/16,1914,0,605,2519,70883,3029,7007,80919,28.51%,32.55%,
106/11/15,743,0,-688,55,68969,3029,6402,78400,27.74%,31.53%,
106/11/14,2062,0,-280,1782,68226,3029,7090,78345,27.44%,31.51%,
106/11/13,1324,39,612,1975,66543,3029,7370,76942,26.77%,30.95%,
106/11/10,588,42,354,984,65219,2990,6758,74967,26.23%,30.15%,
106/11/09,2677,0,-578,2099,64631,2948,6404,73983,26.00%,29.76%,
106/11/08,-262,700,-653,-215,61941,2948,6982,71871,24.92%,28.92%,
106/11/07,865,1132,803,2800,62076,2248,7635,71959,24.97%,28.95%,
106/11/06,1840,0,1161,3001,61001,1116,6832,68949,24.54%,27.74%,
106/11/03,260,250,-226,284,59140,1116,5671,65927,23.79%,26.52%,
106/11/02,-281,0,187,-94,58900,866,5897,65663,23.69%,26.41%,
106/11/01,574,0,-7,567,59181,866,5710,65757,23.81%,26.46%,
106/10/31,500,0,409,909,58607,866,5717,65190,23.57%,26.22%,
106/10/30,790,0,-3,787,58107,866,5308,64281,23.37%,25.85%,
106/10/27,882,0,-406,476,57319,866,5311,63496,23.06%,25.55%,
106/10/26,374,0,-301,73,56437,866,5717,63020,22.70%,25.35%,
106/10/25,-306,201,603,498,56063,866,6018,62947,22.55%,25.32%,
106/10/24,948,0,-193,755,56369,665,5415,62449,22.67%,25.12%,
106/10/23,4,0,-404,-400,55421,665,5608,61694,22.29%,24.81%,
106/10/20,-1136,160,899,-77,55417,665,6012,62094,22.29%,24.98%,
106/10/19,732,97,702,1531,56553,505,5113,62171,22.75%,25.01%,
106/10/18,350,0,-192,158,55839,408,4411,60658,22.46%,24.40%,
106/10/17,61,0,-192,-131,55436,408,4603,60447,22.30%,24.32%,
106/10/16,-290,0,11,-279,55701,408,4795,60904,22.41%,24.50%,
106/10/13,497,0,83,580,55961,408,4784,61153,22.51%,24.60%,
106/10/12,219,0,205,424,55485,408,4701,60594,22.32%,24.38%,
106/10/11,429,0,-5,424,55226,408,4496,60130,22.21%,24.18%,
106/10/06,-274,0,-60,-334,54797,408,4501,59706,22.04%,24.02%,
106/10/05,656,0,122,778,55283,408,4561,60252,22.24%,24.24%,
106/10/03,6,-200,-22,-216,54617,408,4439,59464,21.97%,23.92%,
106/10/02,58,0,28,86,54611,608,4461,59680,21.97%,24.01%,
106/09/30,0,0,23,23,54553,608,4433,59594,21.94%,23.97%,
106/09/29,248,0,5,253,54744,400,4410,59554,22.02%,23.96%,
