日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,1345,0,215,1560,2.14%,2.44%,
107/03/30,-32,0,0,-32,1345,0,215,1560,2.14%,2.44%,
107/03/29,-32,0,0,-32,1377,0,215,1592,2.19%,2.49%,
107/03/28,-8,0,0,-8,1409,0,215,1624,2.24%,2.54%,
107/03/27,-152,0,0,-152,1417,0,215,1632,2.25%,2.55%,
107/03/26,-36,0,0,-36,1569,0,215,1784,2.50%,2.80%,
107/03/23,-11,0,0,-11,1605,0,215,1820,2.55%,2.85%,
107/03/22,12,0,0,12,1616,0,215,1831,2.57%,2.87%,
107/03/21,1,0,0,1,1604,0,215,1819,2.55%,2.85%,
107/03/20,-19,0,0,-19,1603,0,215,1818,2.55%,2.85%,
107/03/19,-48,0,0,-48,1622,0,215,1837,2.58%,2.88%,
107/03/16,27,0,0,27,1670,0,215,1885,2.66%,2.96%,
107/03/15,41,0,0,41,1643,0,215,1858,2.61%,2.91%,
107/03/14,-165,0,0,-165,1602,0,215,1817,2.55%,2.85%,
107/03/13,-328,0,112,-216,1767,0,215,1982,2.81%,3.11%,
107/03/12,-289,0,0,-289,2095,0,103,2198,3.33%,3.47%,
107/03/09,-277,0,-3,-280,2384,0,103,2487,3.79%,3.93%,
107/03/08,24,0,0,24,2661,0,106,2767,4.24%,4.39%,
107/03/07,13,0,0,13,2637,0,106,2743,4.20%,4.35%,
107/03/06,6,0,-4,2,2624,0,106,2730,4.18%,4.33%,
107/03/05,-3,0,4,1,2618,0,110,2728,4.17%,4.32%,
107/03/02,-6,0,0,-6,2621,0,106,2727,4.17%,4.32%,
107/03/01,-11,0,0,-11,2627,0,106,2733,4.18%,4.33%,
107/02/27,-2,0,0,-2,2638,0,106,2744,4.20%,4.35%,
107/02/26,-1,0,-3,-4,2640,0,106,2746,4.20%,4.35%,
107/02/23,2,0,-1,1,2641,0,109,2750,4.20%,4.35%,
107/02/22,25,0,-3,22,2639,0,110,2749,4.20%,4.35%,
107/02/21,-1,0,10,9,2614,0,113,2727,4.16%,4.32%,
107/02/12,-58,0,0,-58,2615,0,103,2718,4.16%,4.30%,
107/02/09,-5,0,3,-2,2673,0,103,2776,4.26%,4.40%,
107/02/08,-4,0,2,-2,2678,0,100,2778,4.26%,4.40%,
107/02/07,-21,0,-5,-26,2682,0,98,2780,4.27%,4.41%,
107/02/06,-117,0,-55,-172,2703,0,103,2806,4.30%,4.44%,
107/02/05,-35,0,-1,-36,2820,0,158,2978,4.49%,4.71%,
107/02/02,-20,0,0,-20,2855,0,159,3014,4.55%,4.77%,
107/02/01,10,0,0,10,2875,0,159,3034,4.58%,4.80%,
107/01/31,-17,0,6,-11,2865,0,159,3024,4.56%,4.78%,
107/01/30,-18,0,-12,-30,2882,0,153,3035,4.59%,4.80%,
107/01/29,18,0,-5,13,2900,0,165,3065,4.62%,4.85%,
107/01/26,3,0,0,3,2882,0,170,3052,4.59%,4.83%,
107/01/25,-8,0,0,-8,2879,0,170,3049,4.58%,4.82%,
107/01/24,25,0,2,27,2887,0,170,3057,4.60%,4.84%,
107/01/23,-22,0,-33,-55,2862,0,168,3030,4.56%,4.79%,
107/01/22,261,0,10,271,2884,0,201,3085,4.59%,4.87%,
107/01/19,-3,0,0,-3,2623,0,191,2814,4.18%,4.45%,
107/01/18,0,0,5,5,2626,0,191,2817,4.18%,4.45%,
107/01/17,-14,0,0,-14,2626,0,186,2812,4.18%,4.44%,
107/01/16,-17,0,15,-2,2640,0,186,2826,4.20%,4.46%,
107/01/15,59,0,10,69,2657,0,171,2828,4.23%,4.47%,
107/01/12,14,0,20,34,2598,0,161,2759,4.14%,4.36%,
107/01/11,-2,0,0,-2,2584,0,141,2725,4.11%,4.31%,
