日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,-342,0,-1229,-1571,96306,573,10263,107142,15.59%,17.34%,
107/03/30,1198,0,555,1753,96648,573,11492,108713,15.65%,17.60%,
107/03/29,274,0,-593,-319,95450,573,10937,106960,15.45%,17.31%,
107/03/28,1076,0,1300,2376,95176,573,11530,107279,15.41%,17.37%,
107/03/27,296,0,52,348,94100,573,10230,104903,15.23%,16.98%,
107/03/26,178,0,533,711,93804,573,10178,104555,15.19%,16.93%,
107/03/23,235,0,-453,-218,93607,573,9645,103825,15.15%,16.80%,
107/03/22,-410,0,-442,-852,93352,573,10098,104023,15.11%,16.84%,
107/03/21,485,0,1300,1785,93721,573,10540,104834,15.17%,16.97%,
107/03/20,206,0,-878,-672,93236,573,9240,103049,15.09%,16.68%,
107/03/19,271,-12,1127,1386,93030,573,10118,103721,15.06%,16.79%,
107/03/16,-234,0,136,-98,92759,585,8991,102335,15.02%,16.57%,
107/03/15,5,0,-1006,-1001,93051,585,8855,102491,15.06%,16.59%,
107/03/14,1477,0,1211,2688,93022,585,9861,103468,15.06%,16.75%,
107/03/13,-113,0,-170,-283,91544,585,8650,100779,14.82%,16.32%,
107/03/12,294,0,365,659,91607,585,8820,101012,14.83%,16.35%,
107/03/09,126,0,-328,-202,91309,585,8455,100349,14.78%,16.24%,
107/03/08,393,0,324,717,91183,585,8783,100551,14.76%,16.28%,
107/03/07,175,0,-537,-362,90748,585,8459,99792,14.69%,16.15%,
107/03/06,-183,0,747,564,90567,585,8996,100148,14.66%,16.21%,
107/03/05,45,0,-137,-92,90740,585,8249,99574,14.69%,16.12%,
107/03/02,178,0,-137,41,90695,585,8386,99666,14.68%,16.13%,
107/03/01,-680,0,-388,-1068,90517,585,8523,99625,14.65%,16.13%,
107/02/27,1781,0,433,2214,91198,585,8911,100694,14.76%,16.30%,
107/02/26,-178,0,-111,-289,90059,585,8478,99122,14.58%,16.05%,
