日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,4,4,372,0,159,531,0.37%,0.53%,
107/03/30,11,0,1,12,372,0,155,527,0.37%,0.53%,
107/03/29,13,0,3,16,361,0,154,515,0.36%,0.51%,
107/03/28,32,0,0,32,348,0,151,499,0.34%,0.49%,
107/03/27,29,0,-6,23,316,0,151,467,0.31%,0.46%,
107/03/26,16,0,0,16,287,0,157,444,0.28%,0.44%,
107/03/23,-14,0,0,-14,271,0,157,428,0.27%,0.43%,
107/03/22,-2,0,1,-1,285,0,157,442,0.28%,0.44%,
107/03/21,-34,0,0,-34,287,0,156,443,0.28%,0.44%,
107/03/20,-23,0,-1,-24,321,0,156,477,0.32%,0.48%,
107/03/19,-44,0,0,-44,344,0,157,501,0.34%,0.50%,
107/03/16,-28,0,0,-28,388,0,157,545,0.38%,0.54%,
107/03/15,3,0,2,5,416,0,157,573,0.41%,0.57%,
107/03/14,4,0,0,4,413,0,155,568,0.41%,0.57%,
107/03/13,8,0,131,139,409,0,155,564,0.40%,0.56%,
107/03/12,8,0,9,17,401,0,24,425,0.40%,0.42%,
107/03/09,-55,0,1,-54,393,0,15,408,0.39%,0.41%,
107/03/08,-31,0,0,-31,448,0,14,462,0.44%,0.45%,
107/03/07,-7,0,0,-7,479,0,14,493,0.47%,0.48%,
107/03/06,-16,0,0,-16,486,0,14,500,0.48%,0.49%,
107/03/05,-30,0,0,-30,502,0,14,516,0.50%,0.51%,
107/03/02,-11,0,-1,-12,532,0,14,546,0.53%,0.54%,
107/03/01,-14,0,0,-14,542,0,15,557,0.54%,0.56%,
107/02/27,-10,0,0,-10,556,0,15,571,0.55%,0.57%,
107/02/26,-10,0,1,-9,566,0,15,581,0.56%,0.58%,
107/02/23,-4,0,0,-4,585,0,14,599,0.58%,0.59%,
107/02/22,-11,0,0,-11,589,0,14,603,0.58%,0.59%,
107/02/21,-4,0,0,-4,600,0,14,614,0.60%,0.61%,
107/02/12,-18,0,0,-18,604,0,14,618,0.60%,0.61%,
107/02/09,1,0,0,1,621,0,14,635,0.62%,0.63%,
107/02/08,-2,0,0,-2,620,0,14,634,0.62%,0.63%,
107/02/07,-6,0,-8,-14,622,0,14,636,0.62%,0.63%,
107/02/06,-2,0,1,-1,627,0,22,649,0.62%,0.64%,
107/02/05,-37,0,4,-33,629,0,21,650,0.62%,0.64%,
107/02/02,-9,0,0,-9,666,0,17,683,0.66%,0.68%,
107/02/01,0,0,0,0,675,0,17,692,0.67%,0.69%,
107/01/31,-12,0,1,-11,675,0,17,692,0.67%,0.69%,
107/01/30,-27,0,0,-27,687,0,16,703,0.68%,0.70%,
107/01/29,23,0,0,23,714,0,16,730,0.71%,0.73%,
107/01/26,51,0,0,51,691,0,16,707,0.69%,0.71%,
107/01/25,-3,0,0,-3,640,0,16,656,0.64%,0.66%,
107/01/24,81,0,0,81,643,0,16,659,0.64%,0.66%,
107/01/23,43,0,0,43,562,0,16,578,0.56%,0.58%,
107/01/22,3,0,0,3,519,0,16,535,0.51%,0.53%,
107/01/19,-15,0,0,-15,516,0,16,532,0.51%,0.53%,
107/01/18,-36,0,0,-36,531,0,16,547,0.53%,0.55%,
107/01/17,100,0,0,100,567,0,16,583,0.56%,0.58%,
107/01/16,60,0,1,61,467,0,16,483,0.46%,0.48%,
107/01/15,10,0,0,10,407,0,15,422,0.40%,0.42%,
107/01/12,71,0,-1,70,397,0,15,412,0.39%,0.41%,
107/01/11,66,0,0,66,326,0,16,342,0.32%,0.34%,
107/01/10,-56,0,1,-55,260,0,16,276,0.26%,0.28%,
107/01/09,48,0,-5,43,316,0,15,331,0.31%,0.33%,
107/01/08,-8,0,-1,-9,268,0,20,288,0.26%,0.28%,
107/01/05,0,0,1,1,276,0,21,297,0.27%,0.29%,
107/01/04,-4,0,0,-4,276,0,20,296,0.27%,0.29%,
107/01/03,-1,0,1,0,280,0,20,300,0.28%,0.30%,
107/01/02,-3,0,0,-3,281,0,19,300,0.28%,0.30%,
106/12/29,-254,0,-3,-257,284,0,19,303,0.28%,0.30%,
106/12/28,279,0,0,279,538,0,22,560,0.53%,0.55%,
106/12/27,2,0,0,2,259,0,22,281,0.25%,0.27%,
106/12/26,0,0,0,0,257,0,22,279,0.25%,0.27%,
106/12/25,10,0,0,10,257,0,22,279,0.25%,0.27%,
106/12/22,11,0,0,11,247,0,22,269,0.24%,0.26%,
106/12/21,3,0,0,3,236,0,22,258,0.23%,0.25%,
106/12/20,4,0,2,6,233,0,22,255,0.23%,0.25%,
106/12/19,-2,0,0,-2,229,0,20,249,0.22%,0.24%,
106/12/18,-7,0,0,-7,231,0,20,251,0.23%,0.25%,
106/12/15,-17,0,0,-17,238,0,20,258,0.23%,0.25%,
106/12/14,-52,0,0,-52,255,0,20,275,0.25%,0.27%,
106/12/13,-52,0,0,-52,307,0,20,327,0.30%,0.32%,
106/12/12,-70,0,1,-69,359,0,20,379,0.35%,0.37%,
106/12/11,74,0,-1,73,429,0,19,448,0.42%,0.44%,
106/12/08,-19,0,0,-19,355,0,20,375,0.35%,0.37%,
106/12/07,-6,0,0,-6,374,0,20,394,0.37%,0.39%,
106/12/06,-14,0,0,-14,380,0,20,400,0.38%,0.40%,
106/12/05,-10,0,0,-10,394,0,20,414,0.39%,0.41%,
106/12/04,-7,0,0,-7,404,0,20,424,0.40%,0.42%,
106/12/01,-24,0,0,-24,411,0,20,431,0.41%,0.43%,
106/11/30,-2,0,0,-2,435,0,20,455,0.43%,0.45%,
106/11/29,19,0,0,19,437,0,20,457,0.43%,0.45%,
106/11/28,6,0,0,6,418,0,20,438,0.41%,0.43%,
106/11/27,16,0,0,16,412,0,20,432,0.41%,0.43%,
106/11/24,-22,0,0,-22,396,0,20,416,0.39%,0.41%,
106/11/23,112,0,2,114,418,0,20,438,0.41%,0.43%,
106/11/22,14,0,0,14,306,0,18,324,0.30%,0.32%,
106/11/21,23,0,0,23,292,0,18,310,0.29%,0.31%,
106/11/20,19,0,-1,18,269,0,18,287,0.26%,0.28%,
106/11/17,-4,0,0,-4,250,0,19,269,0.25%,0.27%,
106/11/16,1,0,0,1,254,0,19,273,0.25%,0.27%,
106/11/15,28,0,0,28,253,0,19,272,0.25%,0.27%,
106/11/14,27,0,0,27,225,0,19,244,0.22%,0.24%,
106/11/13,-9,0,0,-9,198,0,19,217,0.19%,0.21%,
106/11/10,2,0,0,2,207,0,19,226,0.20%,0.22%,
106/11/09,15,0,0,15,205,0,19,224,0.20%,0.22%,
106/11/08,9,0,0,9,190,0,19,209,0.19%,0.21%,
106/11/07,-6,0,0,-6,181,0,19,200,0.18%,0.20%,
106/11/06,21,0,0,21,187,0,19,206,0.18%,0.20%,
106/11/03,17,0,0,17,166,0,19,185,0.16%,0.18%,
106/11/02,12,0,0,12,149,0,19,168,0.14%,0.16%,
106/11/01,31,0,0,31,137,0,19,156,0.13%,0.15%,
106/10/31,9,0,0,9,106,0,19,125,0.10%,0.12%,
106/10/30,-4,0,0,-4,97,0,19,116,0.09%,0.11%,
106/10/27,-2,0,0,-2,101,0,19,120,0.10%,0.12%,
106/10/26,2,0,0,2,103,0,19,122,0.10%,0.12%,
106/10/25,-13,0,0,-13,101,0,19,120,0.10%,0.12%,
106/10/24,25,0,0,25,114,0,19,133,0.11%,0.13%,
106/10/23,6,0,0,6,89,0,19,108,0.08%,0.10%,
106/10/20,0,0,0,0,83,0,19,102,0.08%,0.10%,
106/10/19,0,0,0,0,83,0,19,102,0.08%,0.10%,
106/10/18,0,0,0,0,83,0,19,102,0.08%,0.10%,
106/10/17,-2,0,-1,-3,83,0,19,102,0.08%,0.10%,
106/10/16,0,0,-2,-2,85,0,20,105,0.08%,0.10%,
106/10/13,0,0,0,0,85,0,22,107,0.08%,0.10%,
106/10/12,-24,0,0,-24,85,0,22,107,0.08%,0.10%,
106/10/11,-36,0,0,-36,109,0,22,131,0.10%,0.12%,
106/10/06,-11,0,0,-11,145,0,22,167,0.14%,0.16%,
106/10/05,3,0,0,3,156,0,22,178,0.15%,0.17%,
106/10/03,4,0,0,4,153,0,22,175,0.15%,0.17%,
106/10/02,-5,0,0,-5,129,0,22,151,0.12%,0.14%,
106/09/30,0,0,0,0,134,0,22,156,0.13%,0.15%,
106/09/29,-3,0,0,-3,134,0,22,156,0.13%,0.15%,
106/09/28,3,0,0,3,137,0,22,159,0.13%,0.15%,
106/09/27,10,0,0,10,134,0,22,156,0.13%,0.15%,
106/09/26,0,0,0,0,124,0,22,146,0.12%,0.14%,
106/09/25,-1,0,0,-1,124,0,22,146,0.12%,0.14%,
106/09/22,-3,0,0,-3,125,0,22,147,0.12%,0.14%,
