日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,-264,-50,-10682,-10996,8016012,59239,59770,8135021,46.25%,46.94%,
107/03/30,-4198,-56,4591,337,8016276,59289,70452,8146017,46.26%,47.01%,
107/03/29,-14971,0,-398,-15369,8019289,59345,65861,8144495,46.27%,46.99%,
107/03/28,-4597,0,-2013,-6610,8033381,59345,66259,8158985,46.35%,47.07%,
107/03/27,-4679,0,1810,-2869,8035116,59345,68272,8162733,46.36%,47.10%,
107/03/26,-11111,-166,410,-10867,8044239,59345,66462,8170046,46.42%,47.15%,
107/03/23,-20893,0,-3872,-24765,8056705,59511,66052,8182268,46.49%,47.21%,
107/03/22,5284,0,-571,4713,8075658,59511,69924,8205093,46.60%,47.35%,
107/03/21,-7588,-290,414,-7464,8071987,59511,70495,8201993,46.58%,47.33%,
107/03/20,-4539,-25,-252,-4816,8078643,59800,70081,8208524,46.61%,47.36%,
107/03/19,-1858,-14,-247,-2119,8082735,59825,70333,8212893,46.64%,47.39%,
107/03/16,-3306,-45,-1072,-4423,8084565,59839,70580,8214984,46.65%,47.40%,
107/03/15,-5198,10,235,-4953,8087848,59884,71652,8219384,46.67%,47.43%,
107/03/14,-14211,20,-2757,-16948,8092845,59874,71417,8224136,46.70%,47.46%,
107/03/13,-1992,451,3152,1611,8110586,59854,74174,8244614,46.80%,47.57%,
107/03/12,36415,508,1857,38780,8112610,59403,71022,8243035,46.81%,47.56%,
107/03/09,-5187,839,6352,2004,8077125,58895,69165,8205185,46.61%,47.35%,
107/03/08,-7951,0,975,-6976,8088377,58056,62813,8209246,46.67%,47.37%,
107/03/07,-8629,-200,961,-7868,8096059,58056,61838,8215953,46.72%,47.41%,
107/03/06,1257,0,1182,2439,8103783,58256,60877,8222916,46.76%,47.45%,
107/03/05,-11537,-339,-427,-12303,8102304,58256,59695,8220255,46.75%,47.43%,
