日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,4686,0,3,4689,10.04%,10.05%,
107/03/30,0,0,0,0,4686,0,3,4689,10.04%,10.05%,
107/03/29,0,0,0,0,4686,0,3,4689,10.04%,10.05%,
107/03/28,0,0,0,0,4686,0,3,4689,10.04%,10.05%,
107/03/27,0,0,0,0,4686,0,3,4689,10.04%,10.05%,
107/03/26,0,0,-1,-1,4686,0,3,4689,10.04%,10.05%,
107/03/23,0,0,0,0,4686,0,4,4690,10.04%,10.05%,
107/03/22,0,0,0,0,4686,0,4,4690,10.04%,10.05%,
107/03/21,-1,0,0,-1,4686,0,4,4690,10.04%,10.05%,
107/03/20,0,0,0,0,4687,0,4,4691,10.05%,10.06%,
107/03/19,-2,0,0,-2,4687,0,4,4691,10.05%,10.06%,
107/03/16,3,0,0,3,4689,0,4,4693,10.05%,10.06%,
107/03/15,0,0,0,0,4686,0,4,4690,10.04%,10.05%,
107/03/14,0,0,0,0,4686,0,4,4690,10.04%,10.05%,
107/03/13,0,0,0,0,4686,0,4,4690,10.04%,10.05%,
107/03/12,0,0,-1,-1,4686,0,4,4690,10.04%,10.05%,
107/03/09,0,0,0,0,4686,0,5,4691,10.04%,10.05%,
107/03/08,0,0,-2,-2,4686,0,5,4691,10.04%,10.05%,
107/03/07,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/03/06,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/03/05,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/03/02,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/03/01,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/02/27,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/02/26,0,0,0,0,4686,0,7,4693,10.04%,10.06%,
107/02/23,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/22,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/21,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/12,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/09,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/08,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/07,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/06,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
107/02/05,0,0,0,0,4678,0,7,4685,10.03%,10.05%,
