日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,16,16,13300,0,141,13441,3.91%,3.95%,
107/03/30,-171,0,125,-46,13300,0,125,13425,3.91%,3.95%,
107/03/29,-209,0,-17,-226,13471,0,0,13471,3.96%,3.96%,
107/03/28,24,0,-4,20,13680,0,17,13697,4.03%,4.04%,
107/03/27,18,0,-1,17,13536,0,21,13557,3.98%,3.99%,
107/03/26,-238,0,-15,-253,13518,0,22,13540,3.98%,3.99%,
107/03/23,518,0,-15,503,13742,0,37,13779,4.04%,4.05%,
107/03/22,-149,0,-110,-259,12994,0,52,13046,3.82%,3.84%,
107/03/21,-57,0,3,-54,13143,0,162,13305,3.87%,3.92%,
107/03/20,15,0,0,15,13200,0,159,13359,3.88%,3.93%,
107/03/19,-75,0,2,-73,13185,0,159,13344,3.88%,3.93%,
107/03/16,-993,0,1,-992,13278,0,157,13435,3.91%,3.96%,
107/03/15,883,0,2,885,14271,0,156,14427,4.20%,4.25%,
107/03/14,290,0,0,290,13386,0,154,13540,3.94%,3.99%,
107/03/13,166,0,-1,165,13196,0,154,13350,3.88%,3.93%,
107/03/12,-81,0,7,-74,13128,0,155,13283,3.86%,3.91%,
107/03/09,-313,0,2,-311,13868,0,148,14016,4.08%,4.12%,
107/03/08,824,0,0,824,14181,0,146,14327,4.17%,4.21%,
107/03/07,-223,0,3,-220,13357,0,146,13503,3.93%,3.97%,
107/03/06,14,0,-2,12,13432,0,143,13575,3.95%,3.99%,
107/03/05,-237,0,-1,-238,13657,0,145,13802,4.02%,4.06%,
107/03/02,-121,0,-2,-123,13955,0,146,14101,4.11%,4.15%,
107/03/01,433,0,-1,432,14259,0,148,14407,4.20%,4.24%,
107/02/27,91,0,0,91,14078,0,149,14227,4.14%,4.18%,
107/02/26,212,0,4,216,13967,0,149,14116,4.11%,4.15%,
107/02/23,-369,0,0,-369,13755,0,145,13900,4.05%,4.09%,
107/02/22,-1169,0,104,-1065,14238,0,145,14383,4.19%,4.23%,
107/02/21,-703,0,-3,-706,16002,0,41,16043,4.71%,4.72%,
107/02/12,-2546,0,-105,-2651,16961,0,44,17005,4.99%,5.00%,
107/02/09,1238,0,-1,1237,19457,0,149,19606,5.73%,5.77%,
107/02/08,319,0,-1,318,16391,0,150,16541,4.82%,4.86%,
107/02/07,803,0,-25,778,15681,0,151,15832,4.61%,4.65%,
107/02/06,-1154,0,-56,-1210,14878,0,176,15054,4.38%,4.43%,
107/02/05,1487,0,4,1491,16048,0,232,16280,4.72%,4.79%,
107/02/02,-467,0,-1,-468,14162,0,228,14390,4.17%,4.24%,
107/02/01,-118,0,1,-117,14619,0,229,14848,4.30%,4.37%,
107/01/31,176,0,0,176,14427,0,228,14655,4.25%,4.32%,
107/01/30,-852,0,56,-796,14256,0,228,14484,4.20%,4.27%,
107/01/29,398,0,-4,394,15098,0,172,15270,4.44%,4.49%,
107/01/26,-117,0,1,-116,15006,0,176,15182,4.42%,4.47%,
107/01/25,-180,0,1,-179,15243,0,175,15418,4.49%,4.54%,
107/01/24,167,0,-4,163,15585,0,174,15759,4.59%,4.64%,
107/01/23,340,0,3,343,15774,0,178,15952,4.64%,4.69%,
107/01/22,-389,0,2,-387,15334,0,175,15509,4.51%,4.56%,
107/01/19,-633,0,-74,-707,15713,0,173,15886,4.62%,4.67%,
107/01/18,102,0,76,178,16622,0,247,16869,4.89%,4.96%,
107/01/17,-2700,0,-1,-2701,16520,0,171,16691,4.86%,4.91%,
107/01/16,1070,0,94,1164,19220,0,172,19392,5.66%,5.71%,
107/01/15,195,0,0,195,18204,0,78,18282,5.36%,5.38%,
107/01/12,-472,0,3,-469,18007,0,78,18085,5.30%,5.32%,
107/01/11,1052,0,-1,1051,18479,0,75,18554,5.44%,5.46%,
107/01/10,58,0,0,58,17404,0,76,17480,5.12%,5.14%,
107/01/09,4,0,1,5,17673,0,76,17749,5.20%,5.22%,
107/01/08,-356,0,-90,-446,17669,0,75,17744,5.20%,5.22%,
107/01/05,91,0,2,93,18179,0,165,18344,5.35%,5.40%,
107/01/04,346,0,-1,345,18197,0,163,18360,5.36%,5.41%,
107/01/03,-10,0,1,-9,17851,0,164,18015,5.25%,5.30%,
107/01/02,393,0,0,393,17891,0,163,18054,5.27%,5.32%,
106/12/29,-1382,0,-50,-1432,17498,0,163,17661,5.15%,5.20%,
106/12/28,1567,0,140,1707,18880,0,213,19093,5.56%,5.62%,
106/12/27,-214,0,-3,-217,17713,0,73,17786,5.21%,5.23%,
106/12/26,-1459,0,2,-1457,18383,0,76,18459,5.41%,5.43%,
106/12/25,134,0,-55,79,19842,0,74,19916,5.84%,5.86%,
106/12/22,-1023,0,51,-972,19708,0,129,19837,5.80%,5.84%,
106/12/21,-1526,0,0,-1526,20881,0,78,20959,6.15%,6.17%,
106/12/20,203,0,7,210,22600,0,78,22678,6.65%,6.67%,
106/12/19,-805,0,-15,-820,22397,0,71,22468,6.59%,6.61%,
106/12/18,-4580,0,-66,-4646,23202,0,86,23288,6.83%,6.86%,
106/12/15,61,0,2,63,27782,0,152,27934,8.18%,8.22%,
106/12/14,-437,0,5,-432,27821,0,150,27971,8.19%,8.23%,
106/12/13,-815,0,14,-801,28258,0,145,28403,8.32%,8.36%,
106/12/12,-752,0,17,-735,29073,0,131,29204,8.56%,8.60%,
106/12/11,279,0,-8,271,29825,0,114,29939,8.78%,8.81%,
106/12/08,731,0,-2,729,29546,0,122,29668,8.70%,8.74%,
106/12/07,1406,0,-6,1400,28854,0,124,28978,8.50%,8.54%,
106/12/06,1769,0,14,1783,27448,0,130,27578,8.08%,8.12%,
106/12/05,831,0,15,846,25679,0,116,25795,7.56%,7.59%,
106/12/04,1638,0,-2,1636,24848,0,101,24949,7.32%,7.35%,
106/12/01,142,0,6,148,23877,0,103,23980,7.03%,7.06%,
106/11/30,1014,0,22,1036,23287,0,97,23384,6.86%,6.89%,
106/11/29,672,0,-82,590,22443,0,75,22518,6.61%,6.63%,
106/11/28,3125,0,0,3125,21801,0,157,21958,6.42%,6.47%,
106/11/27,-624,0,50,-574,18684,0,157,18841,5.50%,5.55%,
106/11/24,-764,0,-22,-786,19158,0,107,19265,5.64%,5.67%,
106/11/23,-4351,0,4,-4347,20372,0,129,20501,6.00%,6.04%,
106/11/22,-358,0,45,-313,24723,0,125,24848,7.28%,7.32%,
106/11/21,171,0,-4,167,25081,0,80,25161,7.38%,7.40%,
106/11/20,214,0,-61,153,24910,0,84,24994,7.33%,7.35%,
106/11/17,-1178,0,11,-1167,24696,0,145,24841,7.27%,7.31%,
106/11/16,344,0,13,357,25874,0,134,26008,7.62%,7.66%,
106/11/15,713,0,-4,709,25530,0,121,25651,7.52%,7.56%,
106/11/14,583,0,-26,557,24817,0,125,24942,7.31%,7.35%,
