日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,2,2,210931,290,1512,212733,14.49%,14.61%,
107/03/30,101,-7,3,97,210931,290,1510,212731,14.49%,14.61%,
107/03/29,-157,0,71,-86,210830,297,1507,212634,14.48%,14.60%,
107/03/28,72,0,67,139,210987,297,1436,212720,14.49%,14.61%,
107/03/27,145,0,69,214,210915,297,1369,212581,14.48%,14.59%,
107/03/26,-301,0,-20,-321,210770,297,1300,212367,14.47%,14.58%,
107/03/23,256,0,-16,240,211093,297,1320,212710,14.50%,14.61%,
107/03/22,12,0,-1,11,210837,297,1336,212470,14.48%,14.59%,
107/03/21,332,0,-8,324,210825,297,1337,212459,14.48%,14.59%,
107/03/20,118,-13,0,105,210493,297,1345,212135,14.46%,14.57%,
107/03/19,217,0,1,218,210356,310,1345,212011,14.45%,14.56%,
107/03/16,171,0,0,171,210139,310,1344,211793,14.43%,14.54%,
107/03/15,-54,0,13,-41,210122,310,1344,211776,14.43%,14.54%,
107/03/14,42,0,1,43,210107,310,1331,211748,14.43%,14.54%,
107/03/13,863,-13,0,850,209855,310,1330,211495,14.41%,14.52%,
107/03/12,418,0,17,435,209178,323,1330,210831,14.37%,14.48%,
107/03/09,51,0,7,58,208610,323,1313,210246,14.33%,14.44%,
107/03/08,63,0,0,63,208559,323,1306,210188,14.32%,14.43%,
107/03/07,-5,0,10,5,208496,323,1306,210125,14.32%,14.43%,
107/03/06,67,0,1,68,208422,323,1296,210041,14.31%,14.42%,
107/03/05,-251,72,-1,-180,208333,323,1295,209951,14.31%,14.42%,
107/03/02,-224,0,-2,-226,208471,251,1296,210018,14.32%,14.43%,
107/03/01,-85,0,-3,-88,208635,251,1298,210184,14.33%,14.44%,
107/02/27,206,0,0,206,208578,251,1301,210130,14.32%,14.43%,
107/02/26,-89,0,-2,-91,208238,251,1301,209790,14.30%,14.41%,
107/02/23,43,0,0,43,208295,251,1303,209849,14.30%,14.41%,
107/02/22,337,-6,0,331,208150,251,1303,209704,14.29%,14.40%,
107/02/21,363,0,0,363,207813,257,1303,209373,14.27%,14.38%,
107/02/12,-458,0,-5,-463,207450,257,1303,209010,14.25%,14.36%,
107/02/09,-67,0,-2,-69,207908,257,1308,209473,14.28%,14.39%,
107/02/08,346,0,0,346,207963,257,1310,209530,14.28%,14.39%,
107/02/07,-333,0,5,-328,207617,257,1310,209184,14.26%,14.37%,
107/02/06,576,0,-33,543,207950,257,1305,209512,14.28%,14.39%,
107/02/05,191,0,7,198,207374,257,1338,208969,14.24%,14.35%,
107/02/02,-8,0,-1,-9,207179,257,1331,208767,14.23%,14.34%,
107/02/01,-92,0,0,-92,207187,257,1332,208776,14.23%,14.34%,
107/01/31,-89,257,0,168,207279,257,1332,208868,14.23%,14.34%,
107/01/30,775,0,0,775,207368,0,1332,208700,14.24%,14.33%,
107/01/29,373,0,0,373,206583,0,1332,207915,14.19%,14.28%,
107/01/26,-73,0,10,-63,206210,0,1332,207542,14.16%,14.25%,
107/01/25,547,0,-5,542,206037,0,1322,207359,14.15%,14.24%,
107/01/24,647,0,-4,643,205490,0,1327,206817,14.11%,14.20%,
107/01/23,-316,0,0,-316,204683,0,1331,206014,14.06%,14.15%,
107/01/22,418,0,0,418,204999,0,1331,206330,14.08%,14.17%,
107/01/19,-131,0,-23,-154,204510,0,1331,205841,14.04%,14.13%,
107/01/18,548,0,-14,534,204561,0,1354,205915,14.05%,14.14%,
107/01/17,597,0,-2,595,203954,0,1368,205322,14.01%,14.10%,
107/01/16,304,0,2,306,203707,0,1370,205077,13.99%,14.08%,
107/01/15,-102,0,5,-97,203692,0,1368,205060,13.99%,14.08%,
107/01/12,-216,0,3,-213,203737,0,1363,205100,13.99%,14.08%,
107/01/11,253,0,28,281,203503,0,1360,204863,13.98%,14.07%,
107/01/10,126,0,0,126,203240,0,1332,204572,13.96%,14.05%,
107/01/09,-152,0,-1,-153,203114,0,1332,204446,13.95%,14.04%,
107/01/08,503,0,-4,499,203656,0,1333,204989,13.99%,14.08%,
107/01/05,1607,0,4,1611,203174,0,1337,204511,13.95%,14.04%,
107/01/04,1192,0,0,1192,201567,0,1333,202900,13.84%,13.93%,
107/01/03,405,0,0,405,200375,0,1333,201708,13.76%,13.85%,
107/01/02,920,0,0,920,200470,0,1333,201803,13.77%,13.86%,
106/12/29,482,0,1,483,199550,0,1333,200883,13.70%,13.79%,
106/12/28,129,-43,-1,85,199068,0,1332,200400,13.67%,13.76%,
106/12/27,115,0,0,115,198939,30,1333,200302,13.66%,13.75%,
106/12/26,-173,0,0,-173,200377,30,1333,201740,13.76%,13.85%,
106/12/25,105,0,4,109,200550,30,1333,201913,13.77%,13.86%,
106/12/22,443,0,-17,426,200445,30,1329,201804,13.77%,13.86%,
106/12/21,624,0,0,624,200002,30,1346,201378,13.73%,13.82%,
106/12/20,113,0,7,120,199378,30,1346,200754,13.69%,13.78%,
106/12/19,30,0,-1,29,199265,30,1339,200634,13.68%,13.77%,
106/12/18,-552,0,-7,-559,199235,30,1340,200605,13.68%,13.77%,
106/12/15,-155,0,0,-155,199787,30,1347,201164,13.72%,13.81%,
106/12/14,-462,0,0,-462,199942,30,1347,201319,13.73%,13.82%,
106/12/13,160,0,0,160,200404,30,1347,201781,13.76%,13.85%,
106/12/12,455,0,0,455,200165,30,1347,201542,13.75%,13.84%,
106/12/11,-55,0,0,-55,199707,30,1347,201084,13.71%,13.80%,
106/12/08,650,0,0,650,199762,30,1347,201139,13.72%,13.81%,
106/12/07,492,0,1,493,199146,30,1347,200523,13.68%,13.77%,
106/12/06,-291,0,8,-283,198520,30,1346,199896,13.63%,13.72%,
106/12/05,516,0,0,516,198770,30,1338,200138,13.65%,13.74%,
106/12/04,-7,0,0,-7,198238,30,1338,199606,13.61%,13.70%,
106/12/01,-935,0,0,-935,198212,30,1338,199580,13.61%,13.70%,
106/11/30,983,0,-79,904,199067,30,1338,200435,13.67%,13.76%,
106/11/29,-1433,0,0,-1433,198033,30,1417,199480,13.60%,13.70%,
106/11/28,-530,0,-4,-534,199422,30,1417,200869,13.69%,13.79%,
106/11/27,349,0,0,349,199903,30,1421,201354,13.73%,13.83%,
106/11/24,-523,0,4,-519,199481,30,1421,200932,13.70%,13.80%,
106/11/23,-835,0,1,-834,199882,30,1417,201329,13.73%,13.83%,
106/11/22,-251,0,26,-225,200602,30,1416,202048,13.78%,13.88%,
106/11/21,-104,0,-1,-105,200813,30,1390,202233,13.79%,13.89%,
106/11/20,540,0,0,540,200913,30,1391,202334,13.80%,13.90%,
106/11/17,-2214,0,21,-2193,200933,30,1391,202354,13.80%,13.90%,
106/11/16,344,0,0,344,203113,30,1370,204513,13.95%,14.05%,
