日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,0,0,0,125522,57,350,125929,9.02%,9.05%,
107/03/30,71,0,0,71,125522,57,350,125929,9.02%,9.05%,
107/03/29,27,0,0,27,125451,57,350,125858,9.02%,9.05%,
107/03/28,-61,0,0,-61,125424,57,350,125831,9.02%,9.05%,
107/03/27,-112,2,0,-110,125490,57,350,125897,9.02%,9.05%,
107/03/26,-241,0,0,-241,125602,55,350,126007,9.03%,9.06%,
107/03/23,-256,0,0,-256,125843,55,350,126248,9.05%,9.08%,
107/03/22,-127,0,0,-127,126099,55,350,126504,9.06%,9.09%,
107/03/21,-158,0,0,-158,126226,55,350,126631,9.07%,9.10%,
107/03/20,-36,0,0,-36,126384,55,350,126789,9.08%,9.11%,
107/03/19,-320,-25,0,-345,126420,55,350,126825,9.09%,9.12%,
107/03/16,1329,0,0,1329,126740,80,350,127170,9.11%,9.14%,
107/03/15,-57,0,0,-57,125147,80,350,125577,9.00%,9.03%,
107/03/14,310,0,0,310,125204,80,350,125634,9.00%,9.03%,
107/03/13,83,0,0,83,124894,80,350,125324,8.98%,9.01%,
107/03/12,-37,0,0,-37,124771,80,350,125201,8.97%,9.00%,
107/03/09,90,0,0,90,124808,80,350,125238,8.97%,9.00%,
107/03/08,-24,0,0,-24,124718,80,350,125148,8.96%,8.99%,
107/03/07,-14,0,0,-14,124742,80,350,125172,8.97%,9.00%,
107/03/06,-179,0,0,-179,124756,80,350,125186,8.97%,9.00%,
107/03/05,-348,0,0,-348,124935,80,350,125365,8.98%,9.01%,
107/03/02,-364,0,0,-364,125283,80,350,125713,9.01%,9.04%,
107/03/01,103,0,0,103,125647,80,350,126077,9.03%,9.06%,
107/02/27,-31,0,0,-31,125544,80,350,125974,9.02%,9.05%,
107/02/26,-188,0,0,-188,125575,80,350,126005,9.03%,9.06%,
107/02/23,-64,0,0,-64,125763,80,350,126193,9.04%,9.07%,
107/02/22,-134,0,0,-134,126297,80,350,126727,9.08%,9.11%,
107/02/21,192,0,0,192,125961,80,350,126391,9.05%,9.08%,
107/02/12,-260,0,0,-260,125769,80,350,126199,9.04%,9.07%,
107/02/09,-439,0,0,-439,126029,80,350,126459,9.06%,9.09%,
107/02/08,103,0,0,103,126468,80,350,126898,9.09%,9.12%,
107/02/07,-956,0,0,-956,126365,80,350,126795,9.08%,9.11%,
107/02/06,-348,0,0,-348,127321,80,350,127751,9.15%,9.18%,
107/02/05,20,0,0,20,127669,80,350,128099,9.18%,9.21%,
107/02/02,164,0,0,164,127649,80,350,128079,9.18%,9.21%,
107/02/01,-41,0,0,-41,127485,80,350,127915,9.16%,9.19%,
107/01/31,183,0,0,183,127526,80,350,127956,9.17%,9.20%,
107/01/30,253,0,0,253,127343,80,350,127773,9.15%,9.18%,
107/01/29,233,0,0,233,127090,80,350,127520,9.14%,9.17%,
107/01/26,514,0,0,514,126857,80,350,127287,9.12%,9.15%,
107/01/25,410,0,0,410,126343,80,350,126773,9.08%,9.11%,
107/01/24,264,0,0,264,125933,80,350,126363,9.05%,9.08%,
107/01/23,194,0,0,194,125669,80,350,126099,9.03%,9.06%,
107/01/22,157,0,0,157,125475,80,350,125905,9.02%,9.05%,
107/01/19,386,0,0,386,125318,80,350,125748,9.01%,9.04%,
107/01/18,460,0,0,460,124932,80,350,125362,8.98%,9.01%,
107/01/17,319,0,0,319,124472,80,350,124902,8.95%,8.98%,
107/01/16,376,0,0,376,124153,80,350,124583,8.92%,8.95%,
107/01/15,192,0,0,192,123777,80,350,124207,8.90%,8.93%,
107/01/12,415,0,0,415,123585,80,350,124015,8.88%,8.91%,
107/01/11,51,0,0,51,123170,80,350,123600,8.85%,8.88%,
107/01/10,56,0,0,56,123119,80,350,123549,8.85%,8.88%,
107/01/09,35,0,0,35,123063,80,350,123493,8.85%,8.88%,
107/01/08,447,0,0,447,123028,80,350,123458,8.84%,8.87%,
107/01/05,62,0,0,62,122581,80,350,123011,8.81%,8.84%,
107/01/04,6,0,0,6,122519,80,350,122949,8.81%,8.84%,
107/01/03,32,0,0,32,122513,80,350,122943,8.81%,8.84%,
107/01/02,-84,0,0,-84,122481,80,350,122911,8.80%,8.83%,
106/12/29,165,-900,0,-735,122565,80,350,122995,8.81%,8.84%,
106/12/28,-24,-48,0,-72,122400,775,350,123525,8.80%,8.88%,
106/12/27,-45,-54,0,-99,122954,823,350,124127,8.84%,8.92%,
106/12/26,-36,-46,0,-82,122999,877,350,124226,8.84%,8.93%,
106/12/25,-35,0,0,-35,123035,923,350,124308,8.84%,8.93%,
106/12/22,-18,0,0,-18,123070,923,350,124343,8.85%,8.94%,
106/12/21,18,0,0,18,123088,923,350,124361,8.85%,8.94%,
106/12/20,-133,0,0,-133,122820,923,350,124093,8.83%,8.92%,
106/12/19,-99,0,0,-99,122952,923,350,124225,8.84%,8.93%,
106/12/18,-368,0,0,-368,123051,923,350,124324,8.84%,8.93%,
106/12/15,-951,0,0,-951,123419,923,350,124692,8.87%,8.96%,
