日期,外資買賣超,投信買賣超,自營商買賣超,單日合計買賣超,外資估計持股,投信估計持股,自營商估計持股,單日合計估計持股,外資持股比重,三大法人持股比重,
107/03/31,0,-46,1,-45,2525777,28994,450,2555221,20.69%,20.93%,
107/03/30,281,180,-16,445,2525777,29040,449,2555266,20.69%,20.93%,
107/03/29,-1779,0,-6,-1785,2525955,28860,465,2555280,20.69%,20.93%,
107/03/28,-15,-4,-234,-253,2527733,28860,471,2557064,20.71%,20.95%,
107/03/27,1233,-1,1,1233,2527888,28864,705,2557457,20.71%,20.95%,
107/03/26,305,0,-115,190,2526655,28865,704,2556224,20.70%,20.94%,
107/03/23,-3137,-16,-177,-3330,2526350,28865,819,2556034,20.70%,20.94%,
107/03/22,454,0,-1,453,2529487,28881,996,2559364,20.72%,20.96%,
107/03/21,-1862,0,-29,-1891,2529033,28881,997,2558911,20.72%,20.96%,
107/03/20,-826,-89,-1,-916,2530895,28881,1026,2560802,20.74%,20.99%,
107/03/19,795,-17,-1,777,2531721,28970,1027,2561718,20.74%,20.99%,
107/03/16,3179,-32,-23,3124,2530916,28987,1028,2560931,20.74%,20.99%,
107/03/15,996,0,-2,994,2527393,29019,1051,2557463,20.71%,20.96%,
107/03/14,543,0,534,1077,2526397,29019,1053,2556469,20.70%,20.95%,
107/03/13,2593,-74,34,2553,2525854,29019,519,2555392,20.69%,20.93%,
107/03/12,3622,5,75,3702,2523261,29093,485,2552839,20.67%,20.91%,
107/03/09,133,2,-36,99,2519639,29088,410,2549137,20.64%,20.88%,
107/03/08,-64,0,0,-64,2519506,29086,446,2549038,20.64%,20.88%,
107/03/07,-1,0,7,6,2519570,29086,446,2549102,20.64%,20.88%,
107/03/06,-185,0,6,-179,2519571,29086,439,2549096,20.64%,20.88%,
107/03/05,-6102,0,-8,-6110,2519756,29086,433,2549275,20.64%,20.88%,
107/03/02,-7449,6,-46,-7489,2525858,29086,441,2555385,20.69%,20.93%,
107/03/01,-5152,0,0,-5152,2533307,29080,487,2562874,20.76%,21.00%,
107/02/27,-941,11,8,-922,2538448,29080,487,2568015,20.80%,21.04%,
107/02/26,-456,6,3,-447,2539377,29069,479,2568925,20.80%,21.04%,
107/02/23,1611,0,-13,1598,2539777,29063,476,2569316,20.81%,21.05%,
107/02/22,378,-44,0,334,2538148,29063,489,2567700,20.79%,21.03%,
107/02/21,-1643,0,6,-1637,2537771,29107,489,2567367,20.79%,21.03%,
107/02/12,-3101,0,-22,-3123,2539758,29107,483,2569348,20.81%,21.05%,
107/02/09,-2914,0,-46,-2960,2542918,29107,505,2572530,20.83%,21.07%,
107/02/08,-1864,5,0,-1859,2546036,29107,551,2575694,20.86%,21.10%,
107/02/07,-2458,47,-18,-2429,2548116,29102,551,2577769,20.88%,21.12%,
107/02/06,-17117,-1,-689,-17807,2550887,29055,569,2580511,20.90%,21.14%,
107/02/05,-584,0,6,-578,2569308,29056,1258,2599622,21.05%,21.30%,
107/02/02,-38,0,-16,-54,2569882,29056,1252,2600190,21.05%,21.30%,
107/02/01,965,0,26,991,2569931,29056,1268,2600255,21.06%,21.31%,
