107/03/01,5000,168200,33.50,33.75,33.50,33.75,+0.25,3,
107/03/02,0,0,--,--,--,--,0.00,0,
107/03/05,3000,99000,33.00,33.00,33.00,33.00,X0.00,1,
107/03/06,1000,33300,33.30,33.30,33.30,33.30,+0.30,1,
107/03/07,27000,896900,33.25,33.30,33.20,33.30,0.00,9,
107/03/08,0,0,--,--,--,--,0.00,0,
107/03/09,0,0,--,--,--,--,0.00,0,
107/03/12,6000,203400,33.95,33.95,33.80,33.80,X0.00,5,
107/03/13,13000,439300,33.80,33.90,33.70,33.90,+0.10,13,
107/03/14,2000,67750,33.90,33.90,33.85,33.85,-0.05,2,
107/03/15,1000,33850,33.85,33.85,33.85,33.85,0.00,1,
107/03/16,6000,202750,33.50,33.85,33.50,33.85,0.00,4,
107/03/19,18000,611700,34.00,34.00,33.85,33.85,0.00,7,
107/03/20,1000,33850,33.85,33.85,33.85,33.85,0.00,1,
107/03/21,2000,67900,33.95,33.95,33.95,33.95,+0.10,1,
107/03/22,2000,67100,33.55,33.55,33.55,33.55,-0.40,2,
107/03/23,141000,4672750,33.10,33.40,33.00,33.40,-0.15,42,
107/03/26,31000,1035500,33.40,33.45,33.40,33.45,+0.05,9,
107/03/27,4000,134500,33.60,33.65,33.60,33.65,+0.20,3,
107/03/28,11000,370200,33.75,33.75,33.50,33.70,+0.05,7,
107/03/29,2000,67600,33.80,33.80,33.80,33.80,+0.10,2,
107/03/30,20000,675600,33.80,33.90,33.50,33.85,+0.05,11,
107/03/31,2000,67300,33.65,33.65,33.65,33.65,-0.20,1,
107/02/01,2000,66600,33.30,33.30,33.30,33.30,0.00,1,
107/02/02,2000,66450,33.10,33.35,33.10,33.35,+0.05,2,
107/02/05,13000,428450,33.00,33.20,32.60,33.20,-0.15,4,
107/02/06,112000,3639100,30.55,33.00,30.55,32.40,-0.80,25,
107/02/07,15000,487950,32.80,32.80,31.90,32.60,+0.20,6,
107/02/08,1000,32700,32.70,32.70,32.70,32.70,+0.10,1,
107/02/09,31000,1002400,31.90,32.60,31.90,32.60,-0.10,16,
107/02/12,6000,195750,32.60,32.75,32.60,32.60,0.00,3,
107/02/21,0,0,--,--,--,--,0.00,0,
107/02/22,4000,129500,32.15,32.60,32.15,32.60,X0.00,3,
107/02/23,1000,32700,32.70,32.70,32.70,32.70,+0.10,1,
107/02/26,20000,664500,33.00,33.45,33.00,33.45,+0.75,3,
107/02/27,11000,367000,33.45,33.50,33.30,33.50,+0.05,7,
107/01/02,11000,368750,33.95,33.95,33.35,33.35,-0.60,9,
107/01/03,13000,435450,33.75,33.75,32.90,33.50,+0.15,8,
107/01/04,42000,1404500,33.50,33.50,33.40,33.50,0.00,16,
107/01/05,15000,505250,33.25,33.80,33.25,33.75,+0.25,6,
107/01/08,13000,441850,33.95,34.00,33.95,34.00,+0.25,6,
107/01/09,20000,673700,33.80,33.95,33.50,33.90,-0.10,12,
107/01/10,21000,705350,33.70,33.80,33.50,33.80,-0.10,12,
107/01/11,1000,33600,33.60,33.60,33.60,33.60,-0.20,1,
107/01/12,15000,502550,33.35,33.75,33.35,33.70,+0.10,9,
107/01/15,34000,1135400,33.50,33.50,33.30,33.30,-0.40,5,
107/01/16,28000,930300,33.25,33.30,33.20,33.25,-0.05,11,
107/01/17,3000,100250,33.30,33.50,33.30,33.45,+0.20,3,
107/01/18,15000,500100,33.30,33.40,33.20,33.40,-0.05,7,
107/01/19,13000,433000,33.30,33.40,33.30,33.40,0.00,7,
107/01/22,6000,200150,33.35,33.40,33.35,33.40,0.00,5,
107/01/23,38000,1259500,33.20,33.20,33.05,33.20,-0.20,6,
107/01/24,4000,132950,33.20,33.35,33.20,33.20,0.00,3,
107/01/25,1000,33400,33.40,33.40,33.40,33.40,+0.20,1,
107/01/26,5000,167000,33.40,33.40,33.40,33.40,0.00,3,
