107/03/01,61224,1530927,24.95,25.15,24.95,25.05,+0.05,39,
107/03/02,132749,3313400,25.00,25.10,24.85,25.00,-0.05,67,
107/03/05,75138,1866858,25.20,25.20,24.60,24.90,-0.10,49,
107/03/06,136471,3411377,25.00,25.05,24.90,24.95,+0.05,50,
107/03/07,105118,2627437,24.95,25.00,24.95,25.00,+0.05,34,
107/03/08,58866,1467713,24.85,25.00,24.85,24.95,-0.05,28,
107/03/09,28004,695499,24.85,24.85,24.80,24.85,-0.10,13,
107/03/12,52607,1310501,24.80,25.00,24.80,24.90,+0.05,24,
107/03/13,59008,1473547,25.00,25.00,24.90,25.00,+0.10,40,
107/03/14,69000,1721500,25.00,25.00,24.90,24.95,-0.05,30,
107/03/15,8508,212500,24.95,25.00,24.95,25.00,+0.05,10,
107/03/16,77674,1944950,24.90,25.20,24.90,25.05,+0.05,29,
107/03/19,26000,649950,25.05,25.05,24.80,25.05,0.00,21,
107/03/20,55071,1376517,25.00,25.05,24.95,24.95,-0.10,19,
107/03/21,648500,16557649,25.00,26.50,25.00,26.10,+1.15,218,
107/03/22,316834,8175974,26.20,26.35,25.50,25.60,-0.50,118,
107/03/23,159000,4048000,25.40,25.60,25.35,25.35,-0.25,59,
107/03/26,432263,11197534,25.50,26.00,25.50,26.00,+0.65,158,
107/03/27,452502,11956302,26.00,26.50,26.00,26.50,+0.50,179,
107/03/28,249228,6624026,26.35,26.80,26.20,26.75,+0.25,104,
107/03/29,163665,4381786,26.90,27.05,26.60,26.70,-0.05,72,
107/03/30,67978,1810268,26.60,26.85,26.50,26.60,-0.10,34,
107/03/31,120448,3247656,27.00,27.15,26.70,27.00,+0.40,46,
107/02/01,1737612,42076077,24.50,24.50,24.05,24.25,+0.10,263,
107/02/02,328000,7916250,24.40,24.40,24.05,24.30,+0.05,114,
107/02/05,442736,10513641,24.00,24.00,23.65,23.65,-0.65,207,
107/02/06,1587864,37342697,23.65,23.75,23.20,23.30,-0.35,279,
107/02/07,228730,5412404,23.80,23.85,23.45,23.55,+0.25,91,
107/02/08,1262120,30754515,23.60,25.10,23.55,24.40,+0.85,293,
107/02/09,296811,7129648,24.00,24.60,23.55,24.60,+0.20,142,
107/02/12,358080,8813325,24.40,25.00,24.40,24.85,+0.25,99,
