日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
100/05/04,139520,7398767,53.00,53.20,53.00,53.10,-0.30,76,
100/05/05,142100,7571579,53.10,53.70,53.10,53.30,+0.20,93,
100/05/06,384642,20804668,53.50,54.50,53.30,54.10,+0.80,213,
100/05/09,224275,12126150,54.90,54.90,53.80,54.00,-0.10,133,
100/05/10,172910,9326656,54.00,54.50,53.70,53.70,-0.30,122,
100/05/11,169919,9164739,54.10,54.50,53.70,54.10,+0.40,118,
100/05/12,522035,28629716,53.90,55.80,53.90,55.00,+0.90,295,
100/05/13,303004,16388111,55.00,55.00,53.30,53.70,-1.30,222,
100/05/16,143389,7665469,53.40,53.60,53.40,53.40,-0.30,94,
100/05/17,216422,11490177,53.40,53.40,53.00,53.10,-0.30,140,
100/05/18,218500,11639749,54.10,54.10,53.00,53.40,+0.30,135,
100/05/19,117246,6240608,53.60,53.80,53.00,53.10,-0.30,99,
100/05/20,192200,10165460,53.10,53.10,52.80,52.80,-0.30,129,
100/05/23,164306,8617518,52.50,52.80,52.10,52.50,-0.30,102,
100/05/24,585201,30379711,52.50,52.50,51.50,51.50,-1.00,263,
100/05/25,143878,7418064,52.00,52.00,51.10,51.90,+0.40,82,
100/05/26,82263,4308639,52.40,52.60,52.00,52.30,+0.40,65,
100/05/27,115390,6056070,52.50,52.80,52.30,52.60,+0.30,63,
100/05/30,94050,4922515,52.70,52.80,52.10,52.40,-0.20,76,
100/05/31,100230,5264311,52.40,52.80,52.40,52.80,+0.40,80,
100/04/01,93263,4841802,52.10,52.10,51.80,51.80,-0.30,61,
100/04/06,246002,12671999,51.80,51.90,51.20,51.50,-0.30,141,
100/04/07,112089,5786914,51.50,51.80,51.50,51.70,+0.20,79,
100/04/08,217359,11279473,51.80,52.10,51.70,52.10,+0.40,115,
100/04/11,169622,8903016,52.10,52.70,52.10,52.60,+0.50,124,
100/04/12,118250,6169148,52.60,52.60,51.90,52.00,-0.60,84,
100/04/13,98600,5148619,51.90,52.40,51.90,52.20,+0.20,63,
100/04/14,314760,16598802,52.30,53.00,52.20,52.90,+0.70,191,
100/04/15,242734,12929352,53.40,53.80,52.80,52.80,-0.10,166,
100/04/18,120940,6430194,52.80,53.60,52.70,53.10,+0.30,82,
100/04/19,151653,7989376,53.00,53.00,52.50,52.80,-0.30,97,
100/04/20,211361,11227968,53.50,53.60,52.80,53.40,+0.60,110,
100/04/21,220737,11764161,53.40,53.70,53.00,53.00,-0.40,133,
100/04/22,103061,5474633,53.00,53.40,53.00,53.00,0.00,79,
100/04/25,171561,9112389,53.20,53.50,53.00,53.10,+0.10,95,
100/04/26,94110,5015174,53.60,53.60,53.00,53.30,+0.20,48,
100/04/27,278223,15008542,53.60,54.20,53.30,54.00,+0.70,196,
100/04/28,164550,8848852,54.00,54.10,53.50,53.60,-0.40,103,
100/04/29,152908,8136803,53.70,53.70,53.00,53.00,-0.60,112,
100/03/01,330930,16686734,50.00,50.90,50.00,50.90,+0.10,204,
100/03/02,160001,8098751,50.80,51.00,50.50,50.60,-0.30,82,
100/03/03,85004,4324004,50.60,51.20,50.60,50.90,+0.30,66,
100/03/04,104914,5350528,51.50,51.50,50.80,50.80,-0.10,80,
100/03/07,160230,8133258,50.80,51.20,50.50,50.70,-0.10,89,
100/03/08,77200,3918360,51.00,51.20,50.60,50.80,+0.10,48,
100/03/09,97490,4980488,51.00,51.20,50.80,51.20,+0.40,61,
100/03/10,57001,2902451,51.30,51.30,50.70,50.80,-0.40,35,
100/03/11,116345,5875355,50.50,50.80,50.30,50.60,-0.20,76,
100/03/14,181300,9143368,50.40,51.00,50.10,51.00,+0.40,121,
100/03/15,570002,28178452,50.50,50.80,48.50,50.00,-1.00,287,
100/03/16,192579,9568476,49.90,50.40,49.00,49.60,-0.40,131,
100/03/17,301502,15003650,49.50,50.70,48.80,50.00,+0.40,198,
100/03/18,235102,11911564,50.00,51.00,50.00,50.90,+0.90,165,
100/03/21,120935,6203970,51.50,51.50,51.00,51.20,+0.30,90,
100/03/22,200103,10231056,51.50,51.50,50.90,51.00,-0.20,118,
100/03/23,134021,6906592,51.90,51.90,51.30,51.70,+0.70,83,
100/03/24,99380,5139745,51.70,52.00,51.50,51.50,-0.20,70,
100/03/25,109800,5660799,52.00,52.00,51.40,51.60,+0.10,76,
100/03/28,131967,6773988,51.90,51.90,51.00,51.70,+0.10,91,
100/03/29,110301,5666960,51.60,51.70,51.00,51.70,0.00,76,
100/03/30,190436,9874383,51.90,52.00,51.70,52.00,+0.30,109,
100/03/31,148027,7696909,52.00,52.20,51.80,52.10,+0.10,105,
100/02/08,191579,9900217,51.90,52.00,51.40,51.80,+0.70,110,
100/02/09,776169,40805070,52.00,53.10,51.80,52.50,+0.70,477,
100/02/10,2970495,165928163,53.30,56.10,53.10,56.10,+3.60,1073,
100/02/11,1984893,107133657,55.80,55.80,52.70,52.70,-3.40,1131,
100/02/14,566360,29741280,52.50,53.00,52.00,52.50,-0.20,370,
100/02/15,418442,22128560,53.00,53.60,52.00,52.40,-0.10,281,
100/02/16,400500,20777549,52.10,52.40,51.60,51.60,-0.80,290,
100/02/17,409195,21138531,51.60,52.50,51.10,52.30,+0.70,272,
100/02/18,396250,20951974,52.70,53.20,52.60,53.00,+0.70,220,
100/02/21,400299,21085226,53.00,53.30,52.20,52.40,-0.60,209,
100/02/22,384500,19869149,52.40,52.60,51.30,51.60,-0.80,246,
100/02/23,319301,16421072,51.20,52.00,51.10,51.10,-0.50,190,
100/02/24,224771,11544606,51.10,52.10,51.10,51.50,+0.40,107,
100/02/25,291101,14846231,51.50,51.70,50.60,50.80,-0.70,187,
100/01/03,326266,16537485,50.70,50.90,50.50,50.70,0.00,125,
100/01/04,686636,35409253,51.00,51.80,51.00,51.50,+0.80,343,
100/01/05,540759,27959660,51.90,52.30,50.90,51.00,-0.50,294,
100/01/06,320102,16319422,51.00,51.40,50.80,51.00,0.00,84,
100/01/07,698250,35099375,50.50,50.90,49.80,49.90,-1.10,263,
100/01/10,311185,15524100,50.00,50.00,49.65,49.90,0.00,122,
100/01/11,312554,15689275,50.00,50.70,50.00,50.20,+0.30,138,
100/01/12,230375,11560558,50.70,50.70,49.90,50.30,+0.10,118,
100/01/13,468399,23728907,50.60,51.40,50.30,50.50,+0.20,180,
100/01/14,169526,8614316,50.80,51.10,50.60,51.00,+0.50,102,
100/01/17,335012,17165915,51.30,51.70,50.90,50.90,-0.10,136,
100/01/18,290116,14835357,51.00,51.70,50.80,50.80,-0.10,170,
100/01/19,248310,12648310,51.30,51.40,50.70,51.00,+0.20,121,
100/01/20,142124,7283535,51.00,51.50,50.90,51.10,+0.10,106,
100/01/21,87082,4433890,51.00,51.20,50.60,50.90,-0.20,65,
100/01/24,222260,11294752,50.90,51.10,50.60,50.60,-0.30,100,
100/01/25,380010,19460012,51.50,51.60,51.00,51.20,+0.60,152,
100/01/26,242007,12449659,51.20,51.70,51.00,51.50,+0.30,145,
100/01/27,174414,8956354,51.80,52.00,51.10,51.10,-0.40,93,
100/01/28,139255,7143529,51.20,51.60,51.10,51.10,0.00,77,
99/12/01,276938,13805116,50.00,50.30,49.65,50.00,-0.30,141,
99/12/02,269406,13473067,50.30,50.60,49.80,49.80,-0.20,161,
99/12/03,260022,13036038,49.80,50.60,49.70,49.90,+0.10,159,
99/12/06,1382590,72245770,49.90,53.10,49.90,52.50,+2.60,765,
99/12/07,715591,37540626,52.60,53.10,51.80,52.50,0.00,372,
99/12/08,310607,16202982,52.50,52.50,51.80,52.50,0.00,193,
99/12/09,548340,28237804,52.50,52.50,50.80,51.20,-1.30,290,
99/12/10,357245,18191644,50.80,51.20,50.80,51.10,-0.10,192,
99/12/13,374175,18993072,51.20,51.20,50.50,50.50,-0.60,176,
99/12/14,140815,7186944,51.40,51.50,50.80,51.10,+0.60,105,
99/12/15,239001,12126050,51.10,51.40,50.40,50.60,-0.50,141,
99/12/16,268310,13586510,51.00,51.00,50.40,50.50,-0.10,176,
99/12/17,265044,13412520,51.00,51.00,50.40,51.00,+0.50,159,
99/12/20,122560,6206047,51.00,51.00,50.50,50.50,-0.50,85,
99/12/21,173072,8754941,51.00,51.00,50.50,50.60,+0.10,91,
99/12/22,263423,13495539,51.00,51.70,50.90,51.40,+0.80,155,
99/12/23,137296,7000396,51.50,51.50,50.80,50.90,-0.50,96,
99/12/24,258605,13099072,50.70,51.30,50.50,50.70,-0.20,143,
99/12/27,105095,5319326,50.70,51.00,50.50,50.70,0.00,79,
99/12/28,167557,8479327,51.00,51.00,50.50,50.50,-0.20,119,
99/12/29,151331,7656447,50.50,51.00,50.50,50.60,+0.10,104,
99/12/30,94579,4795513,50.60,51.00,50.50,50.80,+0.20,62,
99/12/31,117714,5967396,51.00,51.00,50.60,50.70,-0.10,75,
99/11/01,577486,26393664,45.80,46.00,45.50,45.50,0.00,291,
99/11/02,990397,46115665,45.60,47.20,45.60,46.70,+1.20,485,
99/11/03,521899,24176404,46.95,46.95,45.75,46.05,-0.65,250,
99/11/04,1142389,54342771,46.20,47.90,46.20,47.65,+1.60,505,
99/11/05,992135,48531934,47.90,49.50,47.90,49.40,+1.75,573,
99/11/08,1408659,72379232,50.00,52.50,49.90,51.20,+1.80,894,
99/11/09,759471,38299341,51.20,51.70,49.60,50.10,-1.10,492,
99/11/10,912471,47056380,50.10,52.50,50.10,50.70,+0.60,570,
99/11/11,1501528,78020025,50.70,53.10,50.70,53.10,+2.40,754,
99/11/12,1841898,100567117,55.00,55.70,53.10,54.00,+0.90,921,
99/11/15,962607,49478307,53.00,53.00,50.50,50.60,-3.40,573,
99/11/16,611429,31300675,50.60,52.00,50.10,52.00,+1.40,357,
99/11/17,501760,25748888,50.30,52.00,50.30,52.00,0.00,252,
99/11/18,312510,16013110,51.60,51.90,50.70,51.40,-0.60,201,
99/11/19,306606,15784425,51.50,52.00,51.00,51.20,-0.20,199,
99/11/22,325223,16639417,51.20,52.00,50.70,51.20,0.00,172,
99/11/23,189800,9617099,51.10,51.20,50.50,50.80,-0.40,132,
99/11/24,565550,28180323,50.00,50.60,49.25,50.00,-0.80,279,
99/11/25,168601,8412100,50.00,50.30,49.65,49.80,-0.20,113,
99/11/26,286540,14151550,50.00,50.00,49.00,49.90,+0.10,183,
99/11/29,197500,9754250,50.00,50.10,49.00,49.55,-0.35,123,
99/11/30,304745,15155400,49.15,50.30,49.15,50.30,+0.75,160,
99/10/01,77803,3183548,40.80,41.00,40.80,40.85,+0.05,53,
99/10/04,231332,9522627,40.85,41.30,40.85,41.05,+0.20,111,
99/10/05,89214,3654036,41.00,41.10,40.90,40.90,-0.15,64,
99/10/06,457115,18815536,41.00,41.40,41.00,41.30,+0.40,159,
99/10/07,104750,4317272,41.30,41.40,41.00,41.10,-0.20,73,
99/10/08,193654,8004275,41.15,41.55,41.15,41.50,+0.40,110,
99/10/11,769325,32502550,41.70,42.85,41.60,42.10,+0.60,402,
99/10/12,640549,27342018,42.50,43.40,42.10,42.30,+0.20,328,
99/10/13,340727,14374616,42.40,42.50,41.90,41.90,-0.40,218,
99/10/14,259157,11042971,42.50,42.80,42.35,42.70,+0.80,145,
99/10/15,471777,20332777,43.00,43.40,42.80,43.05,+0.35,208,
99/10/18,457300,19686970,44.00,44.00,42.30,42.35,-0.70,240,
99/10/19,229857,9828911,42.55,43.10,42.35,42.85,+0.50,127,
99/10/20,237535,10099884,42.65,42.70,42.35,42.60,-0.25,119,
99/10/21,254714,10828535,42.95,42.95,42.30,42.45,-0.15,120,
99/10/22,335234,14387528,42.70,43.50,42.50,43.50,+1.05,171,
99/10/25,361517,15592831,43.85,44.20,42.40,42.95,-0.55,194,
99/10/26,272720,11824976,43.10,43.60,43.10,43.30,+0.35,118,
99/10/27,1047755,47620346,44.10,46.30,44.00,45.35,+2.05,706,
99/10/28,498715,22444565,44.60,45.60,44.60,45.05,-0.30,310,
99/10/29,646466,29356461,45.50,45.60,45.00,45.50,+0.45,321,
99/09/01,71000,2826550,39.80,40.00,39.70,39.75,+0.20,35,
99/09/02,118254,4724183,40.00,40.30,39.75,39.95,+0.20,78,
99/09/03,119551,4742163,39.00,39.95,39.00,39.70,-0.25,72,
99/09/06,247217,9938809,39.70,40.50,39.70,40.50,+0.80,137,
99/09/07,149406,6038002,40.45,40.50,40.30,40.40,-0.10,84,
99/09/08,117100,4702525,40.40,40.40,40.10,40.20,-0.20,37,
99/09/09,49200,1966440,40.20,40.35,39.65,40.00,-0.20,39,
99/09/10,59389,2373310,40.20,40.20,39.85,40.00,0.00,40,
99/09/13,176410,7080589,40.00,40.30,40.00,40.15,+0.15,86,
99/09/14,177550,7189025,40.50,40.70,40.35,40.50,+0.35,103,
99/09/15,91215,3689767,40.50,40.70,40.20,40.50,0.00,72,
99/09/16,124000,5011550,40.50,40.60,40.30,40.40,-0.10,53,
99/09/17,231819,9388368,40.40,40.70,40.40,40.40,0.00,111,
99/09/20,200619,8107572,40.40,40.80,40.10,40.50,+0.10,79,
99/09/21,134138,5419601,40.60,40.60,40.25,40.40,-0.10,59,
99/09/23,54101,2191144,40.80,40.80,40.30,40.40,0.00,35,
99/09/24,105195,4268936,40.40,40.65,40.40,40.60,+0.20,48,
99/09/27,273416,11199666,40.70,41.30,40.70,41.15,+0.55,161,
99/09/28,92585,3787440,41.15,41.15,40.70,40.75,-0.40,67,
99/09/29,126144,5161687,40.75,41.25,40.70,41.10,+0.35,80,
99/09/30,98761,4033545,41.10,41.10,40.70,40.80,-0.30,66,
99/08/02,293371,11499422,39.05,39.50,38.90,39.45,+0.55,121,
99/08/03,634072,25272761,39.90,40.40,39.45,39.95,+0.50,305,
99/08/04,929665,38201148,40.25,41.80,40.00,41.40,+1.45,509,
99/08/05,437205,17851625,41.70,41.85,40.00,40.10,-1.30,280,
99/08/06,422146,17166217,40.10,41.10,40.10,40.45,+0.35,257,
99/08/09,358263,14462599,41.00,41.00,40.00,40.30,-0.15,177,
99/08/10,217354,8687212,40.40,40.40,39.70,39.80,-0.50,138,
99/08/11,339689,13461956,40.10,40.10,39.50,39.75,-0.05,129,
99/08/12,260254,10239308,39.40,39.55,39.10,39.50,-0.25,141,
99/08/13,132691,5230193,39.50,39.70,39.15,39.70,+0.20,94,
99/08/16,270151,10813779,39.70,40.30,39.70,39.95,+0.25,147,
99/08/17,279001,11166740,40.00,40.30,39.65,40.30,+0.35,157,
99/08/18,183422,7370483,40.20,40.40,40.00,40.25,-0.05,111,
99/08/19,356100,14412999,40.35,40.75,40.25,40.50,+0.25,183,
99/08/20,273201,11082469,40.50,40.70,40.35,40.60,+0.10,134,
99/08/23,177678,7233909,40.60,40.90,40.50,40.75,+0.15,110,
99/08/24,318129,12964950,40.90,41.00,40.65,40.70,-0.05,115,
99/08/25,716700,28552987,40.80,40.80,39.45,39.80,-0.90,287,
99/08/26,120100,4748859,39.50,39.80,39.45,39.50,-0.30,78,
99/08/27,144073,5710998,39.45,40.00,39.45,39.50,0.00,71,
99/08/30,150552,6001725,39.95,40.10,39.60,39.80,+0.30,88,
99/08/31,178560,7060395,39.80,39.80,39.40,39.55,-0.25,80,
99/07/01,1621669,68701328,42.00,42.70,42.00,42.70,+0.70,654,
99/07/02,739768,28947517,39.60,39.60,38.80,38.85,X0.00,403,
99/07/05,629177,23958803,38.80,38.80,37.95,38.00,-0.85,303,
99/07/06,336400,12783330,37.90,38.45,37.80,38.40,+0.40,178,
99/07/07,224001,8614988,38.50,38.80,38.30,38.40,0.00,106,
99/07/08,165085,6325189,38.40,38.70,38.15,38.15,-0.25,99,
99/07/09,121809,4643761,38.15,38.20,38.00,38.15,0.00,62,
99/07/12,337100,12795140,38.25,38.25,37.85,37.90,-0.25,144,
99/07/13,170790,6485920,38.00,38.05,37.85,37.95,+0.05,83,
99/07/14,170364,6476596,38.00,38.40,37.90,37.95,0.00,86,
99/07/15,208522,7977641,38.20,38.50,38.00,38.50,+0.55,104,
99/07/16,647749,25400461,38.55,39.50,38.55,39.00,+0.50,370,
99/07/19,200200,7790500,39.50,39.50,38.65,38.65,-0.35,121,
99/07/20,294692,11533360,38.70,39.40,38.70,38.90,+0.25,175,
99/07/21,398518,15625026,39.40,39.40,38.90,39.05,+0.15,232,
99/07/22,198930,7807813,39.00,39.45,39.00,39.10,+0.05,113,
99/07/23,555314,21899099,39.50,39.65,39.30,39.65,+0.55,216,
99/07/26,258136,10228882,39.85,40.00,39.25,39.60,-0.05,158,
99/07/27,210000,8259850,39.60,39.65,39.10,39.10,-0.50,115,
99/07/28,120252,4699278,39.10,39.40,39.00,39.00,-0.10,81,
99/07/29,634100,24898635,39.05,39.70,38.90,39.00,0.00,266,
99/07/30,382300,14981750,39.30,39.55,38.90,38.90,-0.10,197,
99/06/01,58000,2317200,40.00,40.20,39.75,40.10,+0.05,47,
99/06/02,69519,2773311,40.00,40.25,39.80,40.20,+0.10,59,
99/06/03,49018,1968079,40.50,40.50,40.00,40.30,+0.10,39,
99/06/04,30100,1212800,40.50,40.50,40.00,40.30,0.00,23,
99/06/07,112200,4464610,39.95,39.95,39.60,39.80,-0.50,57,
99/06/08,41382,1655130,39.80,40.05,39.80,40.00,+0.20,31,
99/06/09,172344,6869555,40.10,40.35,39.65,39.70,-0.30,112,
99/06/10,52030,2079117,40.10,40.20,39.70,40.20,+0.50,47,
99/06/11,106408,4254450,40.25,40.25,39.80,40.10,-0.10,79,
99/06/14,150000,6094950,40.40,41.00,40.30,40.55,+0.45,109,
99/06/15,81505,3303105,40.60,40.70,40.35,40.40,-0.15,53,
99/06/17,183866,7505469,40.55,40.95,40.55,40.90,+0.50,109,
99/06/18,150814,6134587,40.90,41.00,40.50,40.75,-0.15,74,
99/06/21,257162,10596323,41.00,41.50,40.95,41.20,+0.45,154,
99/06/22,271613,11218866,41.50,41.50,41.20,41.40,+0.20,125,
99/06/23,275411,11491364,41.30,41.90,41.30,41.65,+0.25,158,
99/06/24,408042,17072705,41.70,42.00,41.70,41.85,+0.20,172,
99/06/25,198703,8283084,41.85,41.85,41.50,41.70,-0.15,118,
99/06/28,262050,10980455,41.70,42.10,41.70,42.00,+0.30,128,
99/06/29,400690,16900336,42.10,42.50,42.00,42.10,+0.10,196,
99/06/30,421600,17615210,41.50,42.10,41.30,42.00,-0.10,240,
99/05/03,119400,4891439,41.10,41.10,40.90,41.00,-0.10,79,
99/05/04,198013,8113478,41.10,41.20,40.80,40.85,-0.15,104,
99/05/05,352010,14152420,40.50,40.50,40.00,40.10,-0.75,187,
99/05/06,198600,8024750,40.10,41.40,40.05,40.20,+0.10,110,
99/05/07,244470,9757920,39.80,40.90,39.50,40.45,+0.25,134,
99/05/10,133657,5422737,41.00,41.00,40.35,40.60,+0.15,89,
99/05/11,152626,6200866,40.90,40.90,40.50,40.70,+0.10,82,
99/05/12,120005,4869100,40.85,41.00,40.30,40.40,-0.30,74,
99/05/13,155342,6302850,40.90,40.90,40.40,40.65,+0.25,68,
99/05/14,60670,2457918,40.50,40.65,40.45,40.60,-0.05,41,
99/05/17,93120,3779510,41.00,41.00,40.30,40.60,0.00,58,
99/05/18,61253,2489045,40.50,40.80,40.50,40.70,+0.10,41,
99/05/19,110100,4470445,40.70,41.00,40.40,40.65,-0.05,64,
99/05/20,101100,4111634,40.65,40.90,40.45,40.45,-0.20,48,
99/05/21,379147,15113523,40.00,40.30,39.70,39.85,-0.60,161,
99/05/24,126243,5045343,39.95,40.15,39.80,40.10,+0.25,66,
99/05/25,135094,5342269,39.80,40.00,39.35,39.45,-0.65,91,
99/05/26,182004,7187211,40.00,40.00,39.30,39.80,+0.35,66,
99/05/27,55012,2182992,39.60,39.90,39.60,39.85,+0.05,40,
99/05/28,110000,4406400,39.85,40.40,39.85,40.05,+0.20,59,
99/05/31,39000,1562000,40.10,40.30,40.00,40.05,0.00,30,
99/04/01,209813,8558218,40.80,41.00,40.55,40.85,-0.15,145,
99/04/02,205001,8358891,40.85,41.00,40.65,40.75,-0.10,96,
99/04/06,277908,11326308,40.80,41.00,40.65,40.70,-0.05,171,
99/04/07,283480,11540103,40.70,40.85,40.65,40.65,-0.05,146,
99/04/08,295626,11968866,40.60,40.85,40.05,40.25,-0.40,152,
99/04/09,291742,11774074,40.25,40.75,40.15,40.65,+0.40,176,
99/04/12,212163,8641638,40.85,40.90,40.60,40.75,+0.10,132,
99/04/13,92535,3764445,40.80,40.80,40.60,40.60,-0.15,66,
99/04/14,177538,7220819,40.75,40.75,40.60,40.70,+0.10,103,
99/04/15,217222,8861952,40.85,41.00,40.70,40.75,+0.05,127,
99/04/16,291792,11906141,40.85,40.90,40.70,40.75,0.00,147,
99/04/19,206898,8347850,40.50,40.70,40.10,40.25,-0.50,170,
99/04/20,114474,4622923,40.25,40.50,40.20,40.45,+0.20,87,
99/04/21,191081,7721867,40.45,40.65,40.20,40.35,-0.10,130,
99/04/22,166300,6684654,40.50,40.50,40.10,40.35,0.00,116,
99/04/23,145225,5902866,40.40,40.80,40.40,40.75,+0.40,119,
99/04/26,388400,16142400,41.00,42.00,41.00,41.40,+0.65,230,
99/04/27,234391,9670522,41.80,41.80,41.05,41.15,-0.25,154,
99/04/28,150442,6160385,40.75,41.20,40.50,41.20,+0.05,106,
99/04/29,202446,8383852,41.30,41.75,41.20,41.40,+0.20,129,
99/04/30,233070,9650805,41.60,42.00,41.05,41.10,-0.30,135,
99/03/01,67296,2545038,37.80,38.00,37.60,37.90,+0.10,49,
99/03/02,69180,2622118,38.00,38.10,37.75,37.80,-0.10,40,
99/03/03,93421,3543612,37.80,38.00,37.80,38.00,+0.20,47,
99/03/04,111604,4233762,38.00,38.10,37.75,38.00,0.00,56,
99/03/05,62157,2359016,38.00,38.10,37.80,37.90,-0.10,36,
99/03/08,160530,6148945,38.20,38.45,38.10,38.20,+0.30,103,
99/03/09,79450,3033725,38.20,38.40,38.00,38.20,0.00,44,
99/03/10,136536,5177636,38.00,38.25,37.70,38.15,-0.05,57,
99/03/11,66199,2510762,38.20,38.20,37.80,37.85,-0.30,43,
99/03/12,49330,1872823,38.00,38.00,37.85,38.00,+0.15,29,
99/03/15,82553,3146264,38.00,38.20,37.80,38.00,0.00,54,
99/03/16,318546,12323547,38.75,39.00,38.50,38.75,+0.75,175,
99/03/17,279029,10822631,39.00,39.00,38.60,38.80,+0.05,133,
99/03/18,293027,11408112,38.85,39.10,38.80,38.90,+0.10,158,
99/03/19,316258,12353014,38.95,39.30,38.90,39.20,+0.30,152,
99/03/22,335221,13226451,39.50,39.60,39.30,39.55,+0.35,183,
99/03/23,264400,10461850,39.60,39.80,39.30,39.50,-0.05,157,
99/03/24,187270,7410421,39.75,39.80,39.35,39.65,+0.15,117,
99/03/25,297048,11776739,39.50,39.85,39.00,39.75,+0.10,143,
99/03/26,232150,9218970,39.70,39.90,39.50,39.85,+0.10,107,
99/03/29,765217,31049303,39.90,41.05,39.90,41.00,+1.15,370,
99/03/30,770480,32101944,41.15,42.20,41.00,41.45,+0.45,407,
99/03/31,456741,18618076,41.40,41.50,40.35,41.00,-0.45,263,
99/02/01,107083,3883421,36.60,36.70,36.00,36.50,-0.10,81,
99/02/02,88028,3196790,36.75,36.75,36.05,36.10,-0.40,66,
99/02/03,87140,3153910,36.30,36.50,35.95,36.20,+0.10,62,
99/02/04,42027,1522088,36.20,36.45,36.10,36.40,+0.20,31,
99/02/05,176330,6288310,36.05,36.05,35.50,35.60,-0.80,104,
99/02/06,125570,4450532,35.40,36.30,35.10,35.95,+0.35,86,
99/02/08,186955,6702482,35.90,36.05,35.70,35.80,-0.15,51,
99/02/09,75084,2702295,35.80,36.20,35.80,36.10,+0.30,49,
99/02/10,75001,2731836,36.20,36.55,36.20,36.30,+0.20,57,
99/02/22,64000,2355850,37.00,37.00,36.55,36.55,+0.25,32,
99/02/23,43150,1581710,36.55,36.80,36.55,36.80,+0.25,29,
99/02/24,63057,2313161,36.80,36.95,36.60,36.95,+0.15,33,
99/02/25,211151,7928276,37.00,37.80,36.65,37.80,+0.85,192,
99/02/26,86122,3232953,37.50,37.90,37.25,37.80,0.00,50,
99/01/04,128200,4878350,38.05,38.20,38.00,38.10,0.00,62,
99/01/05,212065,8082070,38.10,38.20,38.00,38.05,-0.05,94,
99/01/06,329906,12638366,38.05,38.60,38.05,38.40,+0.35,169,
99/01/07,311602,11982795,38.75,38.75,38.40,38.40,0.00,162,
99/01/08,272296,10468850,38.40,38.60,38.30,38.55,+0.15,137,
99/01/11,704578,27520360,38.95,39.45,38.65,39.05,+0.50,350,
99/01/12,345028,13321639,39.00,39.00,38.25,38.55,-0.50,147,
99/01/13,132600,5112189,38.60,38.90,38.30,38.40,-0.15,84,
99/01/14,174508,6701455,38.35,38.70,38.20,38.50,+0.10,93,
99/01/15,103536,3980623,38.80,38.80,38.35,38.40,-0.10,65,
99/01/18,147366,5655139,38.20,38.70,38.20,38.50,+0.10,83,
99/01/19,156010,5991184,38.60,38.60,38.25,38.40,-0.10,77,
99/01/20,172000,6592900,38.40,38.45,38.25,38.45,+0.05,53,
99/01/21,216000,8248700,38.30,38.40,38.00,38.05,-0.40,121,
99/01/22,131632,4959473,38.00,38.00,37.50,37.70,-0.35,82,
99/01/25,141000,5264800,37.80,37.80,37.05,37.40,-0.30,82,
99/01/26,288730,10717592,37.80,37.80,36.80,36.80,-0.60,153,
99/01/27,172030,6298077,36.80,36.90,36.50,36.50,-0.30,96,
99/01/28,93636,3442335,36.60,37.00,36.50,36.95,+0.45,74,
99/01/29,48337,1769331,36.35,36.80,36.35,36.60,-0.35,41,
