日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
107/01/10,274273,4959340,18.10,18.25,18.00,18.00,-0.10,96,
107/01/11,166226,3000344,18.00,18.15,18.00,18.05,+0.05,76,
107/01/12,187352,3391271,18.05,18.20,18.05,18.20,+0.15,63,
107/01/15,94245,1710033,18.10,18.20,18.10,18.15,-0.05,47,
107/01/16,151180,2743158,18.05,18.20,18.05,18.15,0.00,53,
107/01/17,138300,2510248,18.10,18.40,18.00,18.35,+0.20,94,
107/01/18,213007,3895326,18.40,18.40,18.15,18.15,-0.20,83,
107/01/19,156050,2830360,18.25,18.25,18.05,18.10,-0.05,63,
107/01/22,108242,1956117,18.10,18.25,18.05,18.05,-0.05,54,
107/01/23,90360,1631368,18.10,18.10,18.00,18.10,+0.05,48,
107/01/24,64006,1152905,18.10,18.10,18.00,18.05,-0.05,38,
107/01/25,114630,2079740,18.10,18.30,17.95,18.05,0.00,56,
107/01/26,81870,1479110,18.05,18.10,18.00,18.10,+0.05,43,
107/01/29,111001,2003818,18.25,18.25,18.00,18.00,-0.10,36,
107/01/30,64732,1155255,17.95,17.95,17.75,17.85,-0.15,45,
107/01/31,87362,1554725,17.85,17.90,17.75,17.80,-0.05,41,
106/12/01,111006,1939455,17.60,17.60,17.40,17.50,-0.05,76,
106/12/04,118000,2082450,17.50,17.80,17.50,17.80,+0.30,55,
106/12/05,97050,1712080,17.70,17.75,17.55,17.70,-0.10,46,
106/12/06,116587,2036196,17.60,17.60,17.35,17.35,-0.35,55,
106/12/07,64180,1116063,17.55,17.55,17.25,17.30,-0.05,40,
106/12/08,66050,1142317,17.40,17.40,17.25,17.35,+0.05,26,
106/12/11,94360,1646645,17.25,17.55,17.25,17.40,+0.05,35,
106/12/12,84001,1454167,17.40,17.45,17.25,17.45,+0.05,35,
106/12/13,167000,2912000,17.50,17.50,17.40,17.40,-0.05,51,
106/12/14,111049,1929250,17.40,17.45,17.35,17.35,-0.05,47,
106/12/15,56077,975289,17.35,17.45,17.35,17.40,+0.05,29,
106/12/18,62116,1077818,17.35,17.50,17.30,17.50,+0.10,38,
106/12/19,18050,313975,17.50,17.50,17.35,17.40,-0.10,14,
106/12/20,32063,557552,17.45,17.45,17.35,17.40,0.00,16,
106/12/21,36090,627970,17.40,17.50,17.35,17.35,-0.05,15,
106/12/22,45000,779700,17.35,17.35,17.30,17.35,0.00,20,
106/12/25,26000,451400,17.30,17.45,17.30,17.45,+0.10,18,
106/12/26,20052,347400,17.35,17.40,17.30,17.35,-0.10,16,
106/12/27,50178,871997,17.40,17.40,17.35,17.40,+0.05,24,
106/12/28,27000,469450,17.40,17.45,17.35,17.45,+0.05,18,
106/12/29,290021,5089115,17.45,17.70,17.45,17.55,+0.10,99,
106/11/01,98342,1695348,17.25,17.30,17.15,17.25,+0.10,37,
106/11/02,21000,361050,17.25,17.25,17.15,17.25,0.00,15,
106/11/03,32444,557203,17.25,17.25,17.10,17.20,-0.05,18,
106/11/06,199502,3506508,17.35,17.80,17.35,17.55,+0.35,88,
106/11/07,44000,767900,17.55,17.55,17.35,17.40,-0.15,32,
106/11/08,134000,2356050,17.50,17.70,17.35,17.65,+0.25,38,
106/11/09,51000,889050,17.50,17.60,17.35,17.50,-0.15,27,
106/11/10,37001,645967,17.45,17.50,17.40,17.50,0.00,21,
106/11/13,46000,803250,17.50,17.50,17.35,17.45,-0.05,19,
106/11/14,67270,1171784,17.50,17.55,17.35,17.40,-0.05,34,
106/11/15,100022,1735779,17.40,17.40,17.30,17.35,-0.05,28,
106/11/16,31290,541767,17.25,17.50,17.25,17.40,+0.05,26,
106/11/17,49510,857221,17.25,17.50,17.25,17.45,+0.05,24,
106/11/20,26264,456031,17.30,17.50,17.30,17.45,0.00,19,
106/11/21,60236,1054278,17.55,17.55,17.35,17.50,+0.05,33,
106/11/22,66441,1155879,17.50,17.50,17.35,17.35,-0.15,23,
106/11/23,45488,795941,17.50,17.60,17.40,17.50,+0.15,28,
106/11/24,179022,3167236,17.55,17.80,17.55,17.65,+0.15,77,
106/11/27,327452,5805699,17.70,17.80,17.65,17.70,+0.05,127,
106/11/28,549776,9898788,17.70,18.25,17.70,18.00,+0.30,211,
106/11/29,170450,3053260,18.20,18.20,17.65,17.75,-0.25,68,
106/11/30,189007,3332523,17.70,17.75,17.50,17.55,-0.20,85,
106/10/02,55252,947671,17.30,17.30,17.10,17.15,+0.05,26,
106/10/03,50055,858089,17.15,17.20,17.10,17.20,+0.05,26,
106/10/05,102180,1765505,17.25,17.40,17.15,17.25,+0.05,39,
106/10/06,149000,2570900,17.15,17.35,17.15,17.15,-0.10,39,
106/10/11,90001,1540467,17.10,17.15,17.10,17.10,-0.05,20,
106/10/12,84160,1445885,17.15,17.25,17.15,17.15,+0.05,34,
106/10/13,164584,2817136,17.15,17.20,17.05,17.20,+0.05,45,
106/10/16,15001,257217,17.20,17.20,17.10,17.20,0.00,9,
106/10/17,146111,2503114,17.15,17.25,17.10,17.25,+0.05,42,
106/10/18,54104,932668,17.30,17.30,17.15,17.15,-0.10,26,
106/10/19,76559,1307703,17.15,17.20,17.00,17.10,-0.05,41,
106/10/20,16000,273500,17.10,17.10,17.05,17.10,0.00,10,
106/10/23,32309,553533,17.30,17.30,17.10,17.10,0.00,13,
106/10/24,70342,1200314,17.05,17.15,17.00,17.15,+0.05,36,
106/10/25,18180,311960,17.15,17.20,17.15,17.15,0.00,11,
106/10/26,34319,586923,17.10,17.15,17.05,17.15,0.00,13,
106/10/27,111000,1901950,17.15,17.20,17.10,17.15,0.00,32,
106/10/30,55000,942000,17.20,17.20,17.10,17.20,+0.05,16,
106/10/31,19580,336517,17.15,17.20,17.15,17.15,-0.05,12,
106/09/01,57000,1012700,17.80,17.85,17.70,17.75,-0.05,30,
106/09/04,101624,1795282,17.70,17.75,17.60,17.75,0.00,41,
106/09/05,144000,2553100,17.75,17.80,17.65,17.80,+0.05,37,
106/09/06,50000,886000,17.65,17.75,17.65,17.75,-0.05,20,
106/09/07,86000,1518550,17.80,17.80,17.60,17.65,-0.10,33,
106/09/08,334457,5888097,17.65,17.65,17.55,17.65,0.00,96,
106/09/11,179946,3156706,17.65,17.65,17.40,17.55,-0.10,69,
106/09/12,130000,2286600,17.60,17.70,17.50,17.60,+0.05,58,
106/09/13,248311,4335492,17.60,17.60,17.40,17.50,-0.10,61,
106/09/14,69692,1225958,17.50,17.75,17.50,17.65,+0.15,36,
106/09/15,106242,1857397,17.65,17.65,17.40,17.40,-0.25,38,
106/09/18,99149,1735164,17.45,17.55,17.45,17.55,+0.15,31,
106/09/19,152314,2659380,17.55,17.55,17.35,17.40,-0.15,55,
106/09/20,69388,1208112,17.40,17.50,17.35,17.40,0.00,36,
106/09/21,60100,1045890,17.40,17.50,17.35,17.50,+0.10,27,
106/09/22,231485,4004042,17.40,17.45,17.15,17.30,-0.20,62,
106/09/25,97000,1663500,17.30,17.30,17.05,17.20,-0.10,48,
106/09/26,46845,801715,17.15,17.15,17.05,17.05,-0.15,37,
106/09/27,98462,1677430,17.05,17.20,17.00,17.00,-0.05,48,
106/09/28,37208,633713,17.15,17.15,17.00,17.00,0.00,30,
106/09/29,109004,1849766,17.00,17.00,16.90,17.00,0.00,52,
106/09/30,130001,2221717,16.95,17.15,16.95,17.10,+0.10,24,
106/12/01,111006,1939455,17.60,17.60,17.40,17.50,-0.05,76,
106/12/04,118000,2082450,17.50,17.80,17.50,17.80,+0.30,55,
106/12/05,97050,1712080,17.70,17.75,17.55,17.70,-0.10,46,
106/12/06,116587,2036196,17.60,17.60,17.35,17.35,-0.35,55,
106/12/07,64180,1116063,17.55,17.55,17.25,17.30,-0.05,40,
106/12/08,66050,1142317,17.40,17.40,17.25,17.35,+0.05,26,
106/12/11,94360,1646645,17.25,17.55,17.25,17.40,+0.05,35,
106/12/12,84001,1454167,17.40,17.45,17.25,17.45,+0.05,35,
106/12/13,167000,2912000,17.50,17.50,17.40,17.40,-0.05,51,
106/12/14,111049,1929250,17.40,17.45,17.35,17.35,-0.05,47,
106/12/15,56077,975289,17.35,17.45,17.35,17.40,+0.05,29,
106/12/18,62116,1077818,17.35,17.50,17.30,17.50,+0.10,38,
106/12/19,18050,313975,17.50,17.50,17.35,17.40,-0.10,14,
106/12/20,32063,557552,17.45,17.45,17.35,17.40,0.00,16,
106/12/21,36090,627970,17.40,17.50,17.35,17.35,-0.05,15,
106/12/22,45000,779700,17.35,17.35,17.30,17.35,0.00,20,
106/12/25,26000,451400,17.30,17.45,17.30,17.45,+0.10,18,
106/12/26,20052,347400,17.35,17.40,17.30,17.35,-0.10,16,
106/12/27,50178,871997,17.40,17.40,17.35,17.40,+0.05,24,
106/12/28,27000,469450,17.40,17.45,17.35,17.45,+0.05,18,
106/12/29,290021,5089115,17.45,17.70,17.45,17.55,+0.10,99,
106/11/01,98342,1695348,17.25,17.30,17.15,17.25,+0.10,37,
106/11/02,21000,361050,17.25,17.25,17.15,17.25,0.00,15,
106/11/03,32444,557203,17.25,17.25,17.10,17.20,-0.05,18,
106/11/06,199502,3506508,17.35,17.80,17.35,17.55,+0.35,88,
106/11/07,44000,767900,17.55,17.55,17.35,17.40,-0.15,32,
106/11/08,134000,2356050,17.50,17.70,17.35,17.65,+0.25,38,
106/11/09,51000,889050,17.50,17.60,17.35,17.50,-0.15,27,
106/11/10,37001,645967,17.45,17.50,17.40,17.50,0.00,21,
106/11/13,46000,803250,17.50,17.50,17.35,17.45,-0.05,19,
106/11/14,67270,1171784,17.50,17.55,17.35,17.40,-0.05,34,
106/11/15,100022,1735779,17.40,17.40,17.30,17.35,-0.05,28,
106/11/16,31290,541767,17.25,17.50,17.25,17.40,+0.05,26,
106/11/17,49510,857221,17.25,17.50,17.25,17.45,+0.05,24,
106/11/20,26264,456031,17.30,17.50,17.30,17.45,0.00,19,
106/11/21,60236,1054278,17.55,17.55,17.35,17.50,+0.05,33,
106/11/22,66441,1155879,17.50,17.50,17.35,17.35,-0.15,23,
106/11/23,45488,795941,17.50,17.60,17.40,17.50,+0.15,28,
106/11/24,179022,3167236,17.55,17.80,17.55,17.65,+0.15,77,
106/11/27,327452,5805699,17.70,17.80,17.65,17.70,+0.05,127,
106/11/28,549776,9898788,17.70,18.25,17.70,18.00,+0.30,211,
106/11/29,170450,3053260,18.20,18.20,17.65,17.75,-0.25,68,
106/11/30,189007,3332523,17.70,17.75,17.50,17.55,-0.20,85,
106/10/02,55252,947671,17.30,17.30,17.10,17.15,+0.05,26,
106/10/03,50055,858089,17.15,17.20,17.10,17.20,+0.05,26,
106/10/05,102180,1765505,17.25,17.40,17.15,17.25,+0.05,39,
106/10/06,149000,2570900,17.15,17.35,17.15,17.15,-0.10,39,
106/10/11,90001,1540467,17.10,17.15,17.10,17.10,-0.05,20,
106/10/12,84160,1445885,17.15,17.25,17.15,17.15,+0.05,34,
106/10/13,164584,2817136,17.15,17.20,17.05,17.20,+0.05,45,
106/10/16,15001,257217,17.20,17.20,17.10,17.20,0.00,9,
106/10/17,146111,2503114,17.15,17.25,17.10,17.25,+0.05,42,
106/10/18,54104,932668,17.30,17.30,17.15,17.15,-0.10,26,
106/10/19,76559,1307703,17.15,17.20,17.00,17.10,-0.05,41,
106/10/20,16000,273500,17.10,17.10,17.05,17.10,0.00,10,
106/10/23,32309,553533,17.30,17.30,17.10,17.10,0.00,13,
106/10/24,70342,1200314,17.05,17.15,17.00,17.15,+0.05,36,
106/10/25,18180,311960,17.15,17.20,17.15,17.15,0.00,11,
106/10/26,34319,586923,17.10,17.15,17.05,17.15,0.00,13,
106/10/27,111000,1901950,17.15,17.20,17.10,17.15,0.00,32,
106/10/30,55000,942000,17.20,17.20,17.10,17.20,+0.05,16,
106/10/31,19580,336517,17.15,17.20,17.15,17.15,-0.05,12,
106/09/01,57000,1012700,17.80,17.85,17.70,17.75,-0.05,30,
106/09/04,101624,1795282,17.70,17.75,17.60,17.75,0.00,41,
106/09/05,144000,2553100,17.75,17.80,17.65,17.80,+0.05,37,
106/09/06,50000,886000,17.65,17.75,17.65,17.75,-0.05,20,
106/09/07,86000,1518550,17.80,17.80,17.60,17.65,-0.10,33,
106/09/08,334457,5888097,17.65,17.65,17.55,17.65,0.00,96,
106/09/11,179946,3156706,17.65,17.65,17.40,17.55,-0.10,69,
106/09/12,130000,2286600,17.60,17.70,17.50,17.60,+0.05,58,
106/09/13,248311,4335492,17.60,17.60,17.40,17.50,-0.10,61,
106/09/14,69692,1225958,17.50,17.75,17.50,17.65,+0.15,36,
106/09/15,106242,1857397,17.65,17.65,17.40,17.40,-0.25,38,
106/09/18,99149,1735164,17.45,17.55,17.45,17.55,+0.15,31,
106/09/19,152314,2659380,17.55,17.55,17.35,17.40,-0.15,55,
106/09/20,69388,1208112,17.40,17.50,17.35,17.40,0.00,36,
106/09/21,60100,1045890,17.40,17.50,17.35,17.50,+0.10,27,
106/09/22,231485,4004042,17.40,17.45,17.15,17.30,-0.20,62,
106/09/25,97000,1663500,17.30,17.30,17.05,17.20,-0.10,48,
106/09/26,46845,801715,17.15,17.15,17.05,17.05,-0.15,37,
106/09/27,98462,1677430,17.05,17.20,17.00,17.00,-0.05,48,
106/09/28,37208,633713,17.15,17.15,17.00,17.00,0.00,30,
106/09/29,109004,1849766,17.00,17.00,16.90,17.00,0.00,52,
106/09/30,130001,2221717,16.95,17.15,16.95,17.10,+0.10,24,
106/08/01,24450,423735,17.15,17.40,17.15,17.40,+0.10,19,
106/08/02,66012,1147657,17.30,17.45,17.30,17.45,+0.05,37,
106/08/03,69361,1202145,17.45,17.45,17.25,17.40,-0.05,25,
106/08/04,117090,2028170,17.30,17.45,17.25,17.45,+0.05,45,
106/08/07,376122,6726483,17.65,18.20,17.65,17.90,+0.45,168,
106/08/08,198831,3545891,17.95,17.95,17.80,17.95,+0.05,58,
106/08/09,118398,2104724,17.85,17.85,17.70,17.70,-0.25,54,
106/08/10,243000,4269250,17.70,17.70,17.50,17.50,-0.20,53,
106/08/11,66200,1151130,17.45,17.60,17.35,17.40,-0.10,39,
106/08/14,125786,2173068,17.30,17.35,17.25,17.25,-0.15,53,
106/08/15,52000,901350,17.30,17.50,17.30,17.50,+0.25,23,
106/08/16,42390,734847,17.35,17.40,17.30,17.40,-0.10,29,
106/08/17,88676,1542293,17.50,17.50,17.35,17.45,+0.05,47,
106/08/18,25367,439580,17.35,17.40,17.30,17.30,-0.15,18,
106/08/21,88375,1542874,17.40,17.60,17.35,17.45,+0.15,29,
106/08/22,89428,1563568,17.40,17.60,17.40,17.50,+0.05,38,
106/08/23,122090,2134479,17.60,17.60,17.40,17.55,+0.05,44,
106/08/24,65000,1138700,17.50,17.60,17.40,17.60,+0.05,28,
106/08/25,157000,2770950,17.60,17.80,17.50,17.80,+0.20,78,
106/08/28,104242,1843097,17.80,17.90,17.60,17.60,-0.20,38,
106/08/29,118000,2084750,17.60,17.80,17.60,17.60,0.00,46,
106/08/30,118342,2097336,17.70,17.85,17.60,17.70,+0.10,49,
106/08/31,21220,375993,17.70,17.80,17.60,17.80,+0.10,22,
106/07/03,43342,762485,17.65,17.65,17.55,17.55,-0.10,29,
106/07/04,173428,3020597,17.55,17.55,17.30,17.50,-0.05,59,
106/07/05,47000,818850,17.50,17.50,17.35,17.40,-0.10,21,
106/07/06,61791,1070882,17.45,17.45,17.25,17.45,+0.05,29,
106/07/07,212000,3661700,17.25,17.35,17.20,17.35,-0.10,64,
106/07/10,142971,2465650,17.25,17.35,17.20,17.25,-0.10,47,
106/07/11,128011,2237940,17.20,17.60,17.20,17.45,+0.20,46,
106/07/12,19056,330968,17.40,17.45,17.30,17.40,-0.05,15,
106/07/13,78000,1361050,17.45,17.50,17.40,17.40,0.00,31,
106/07/14,142300,2456955,17.40,17.40,17.20,17.20,-0.20,47,
106/07/17,43000,743900,17.50,17.50,17.25,17.25,+0.05,23,
106/07/18,113662,1960636,17.30,17.30,17.20,17.30,+0.05,45,
106/07/19,61583,1064984,17.30,17.40,17.25,17.40,+0.10,36,
106/07/20,9000,156050,17.40,17.40,17.30,17.35,-0.05,4,
106/07/21,91859,1606953,17.40,17.50,17.35,17.35,0.00,26,
106/07/24,36422,629829,17.35,17.35,17.25,17.35,0.00,18,
106/07/25,40634,704435,17.40,17.45,17.20,17.35,0.00,28,
106/07/26,65286,1124117,17.30,17.30,17.20,17.30,-0.05,31,
106/07/27,103964,1793130,17.35,17.35,17.20,17.30,0.00,51,
106/07/28,73971,1275453,17.30,17.35,17.20,17.25,-0.05,41,
106/07/31,96001,1648717,17.25,17.30,17.15,17.30,+0.05,29,
106/06/01,130200,2436290,18.80,18.85,18.60,18.80,0.00,66,
106/06/02,65000,1212750,18.60,18.75,18.60,18.60,-0.20,37,
106/06/03,129090,2375356,18.60,18.60,18.25,18.50,-0.10,55,
106/06/05,292270,5345064,18.50,18.50,18.25,18.25,-0.25,84,
106/06/06,389190,7073608,18.35,18.35,18.05,18.20,-0.05,95,
106/06/07,127644,2308855,18.20,18.20,18.05,18.20,0.00,57,
106/06/08,64499,1170054,18.20,18.25,18.10,18.15,-0.05,46,
106/06/09,178000,3244200,18.15,18.40,18.10,18.10,-0.05,84,
106/06/12,98000,1763050,18.10,18.10,17.95,17.95,-0.15,45,
106/06/13,48677,873750,17.95,18.00,17.95,17.95,0.00,32,
106/06/14,149000,2649700,17.95,17.95,17.70,17.70,-0.25,86,
106/06/15,175015,3096015,17.70,17.90,17.60,17.70,0.00,57,
106/06/16,109170,1930722,17.85,17.85,17.65,17.65,-0.05,50,
106/06/19,341106,6045626,17.85,17.85,17.60,17.80,+0.15,39,
106/06/20,97510,1728251,17.80,17.80,17.65,17.75,-0.05,31,
106/06/21,143000,2546200,17.65,17.95,17.60,17.90,+0.15,71,
106/06/22,136010,2451780,18.00,18.10,17.90,17.90,0.00,51,
106/06/23,137642,2482106,18.15,18.15,18.00,18.10,+0.20,62,
106/06/26,165818,2977939,18.00,18.15,17.90,18.00,-0.10,90,
106/06/27,115150,2075000,17.95,18.15,17.95,18.15,+0.15,71,
106/06/28,171000,3086500,18.10,18.15,18.00,18.10,-0.05,71,
106/06/29,164832,2902910,17.80,17.80,17.55,17.65,X0.00,74,
106/06/30,64063,1127955,17.70,17.70,17.50,17.65,0.00,34,
106/05/02,28323,494868,17.50,17.50,17.45,17.50,0.00,21,
106/05/03,78000,1369500,17.50,17.65,17.50,17.55,+0.05,28,
106/05/04,25100,440740,17.55,17.60,17.55,17.55,0.00,12,
106/05/05,92865,1631436,17.50,17.60,17.50,17.60,+0.05,37,
106/05/08,279000,5013100,18.00,18.20,17.80,17.85,+0.25,107,
106/05/09,129993,2300675,18.00,18.00,17.50,17.80,-0.05,53,
106/05/10,118000,2110900,17.90,18.00,17.75,17.85,+0.05,60,
106/05/11,120000,2152100,17.95,18.05,17.75,17.75,-0.10,45,
106/05/12,107701,1911141,17.75,17.85,17.60,17.75,0.00,38,
106/05/15,101000,1787950,17.85,17.85,17.65,17.65,-0.10,47,
106/05/16,38000,671800,17.65,17.70,17.65,17.70,+0.05,26,
106/05/17,71768,1279143,17.80,17.90,17.75,17.75,+0.05,37,
106/05/18,110000,1946750,17.65,17.75,17.60,17.65,-0.10,44,
106/05/19,92000,1626650,17.65,17.80,17.60,17.65,0.00,39,
106/05/22,149564,2637325,17.65,17.70,17.55,17.70,+0.05,53,
106/05/23,104976,1853176,17.70,17.75,17.60,17.65,-0.05,33,
106/05/24,342197,6075554,17.65,18.05,17.60,17.90,+0.25,113,
106/05/25,1105762,20752500,18.00,19.40,18.00,19.00,+1.10,513,
106/05/26,493263,9246867,19.00,19.10,18.45,18.80,-0.20,168,
106/05/31,258100,4856130,18.80,18.95,18.60,18.80,0.00,81,
106/04/05,247220,4548926,18.55,18.55,18.20,18.40,-0.15,104,
106/04/06,211000,3904150,18.55,18.55,18.45,18.55,+0.15,49,
106/04/07,291214,5420985,18.55,18.70,18.50,18.55,0.00,88,
106/04/10,365551,6623568,18.50,18.50,18.00,18.10,-0.45,112,
106/04/11,463473,8204050,18.00,18.00,17.60,17.60,-0.50,198,
106/04/12,270622,4795970,17.60,17.90,17.55,17.90,+0.30,72,
106/04/13,23498,418364,17.75,17.90,17.75,17.90,0.00,17,
106/04/14,137562,2424178,17.80,17.80,17.50,17.50,-0.40,69,
106/04/17,120000,2061900,17.50,17.50,17.05,17.15,-0.35,65,
106/04/18,92000,1597450,17.20,17.60,17.20,17.55,+0.40,29,
106/04/19,14010,242173,17.20,17.35,17.20,17.35,-0.20,12,
106/04/20,21015,363162,17.35,17.40,17.15,17.40,+0.05,19,
106/04/21,75000,1313300,17.40,17.65,17.40,17.60,+0.20,39,
106/04/24,66371,1151130,17.65,17.65,17.20,17.25,-0.35,33,
106/04/25,49376,859704,17.25,17.45,17.25,17.40,+0.15,25,
106/04/26,48140,840136,17.35,17.50,17.35,17.45,+0.05,28,
106/04/27,25441,442579,17.40,17.50,17.30,17.35,-0.10,18,
106/04/28,55000,957700,17.60,17.60,17.35,17.50,+0.15,30,
106/03/01,254992,4967246,19.40,19.65,19.35,19.35,+0.05,112,
106/03/02,383558,7505035,19.55,19.75,19.40,19.75,+0.40,183,
106/03/03,252001,4938369,19.75,19.75,19.50,19.50,-0.25,103,
106/03/06,126342,2463616,19.65,19.70,19.40,19.45,-0.05,71,
106/03/07,238004,4612376,19.40,19.50,19.20,19.45,0.00,114,
106/03/08,257522,4947318,19.35,19.40,19.15,19.15,-0.30,136,
106/03/09,398274,7510344,19.20,19.25,18.55,18.60,-0.55,210,
106/03/10,389000,7155950,18.45,18.60,18.25,18.30,-0.30,147,
106/03/13,238057,4395998,18.50,18.60,18.35,18.35,+0.05,103,
106/03/14,82000,1506950,18.55,18.55,18.35,18.40,+0.05,47,
106/03/15,214000,3931550,18.40,18.50,18.25,18.25,-0.15,89,
106/03/16,235367,4319147,18.35,18.45,18.25,18.35,+0.10,68,
106/03/17,443948,8385666,18.40,19.25,18.35,19.10,+0.75,230,
106/03/20,184684,3477189,19.10,19.10,18.75,18.80,-0.30,73,
106/03/21,216093,4062389,18.90,18.90,18.70,18.85,+0.05,70,
106/03/22,118127,2205761,18.80,18.80,18.50,18.70,-0.15,59,
106/03/23,136000,2543850,18.70,18.80,18.65,18.70,0.00,63,
106/03/24,174342,3253476,18.70,18.75,18.60,18.65,-0.05,72,
106/03/27,325721,6012343,18.75,18.75,18.30,18.35,-0.30,102,
106/03/28,283705,5204258,18.60,18.60,18.15,18.25,-0.10,107,
106/03/29,151044,2756000,18.25,18.40,18.20,18.30,+0.05,47,
106/03/30,164002,3008736,18.40,18.40,18.30,18.35,+0.05,56,
106/03/31,153173,2833431,18.40,18.60,18.40,18.55,+0.20,61,
106/02/02,1314780,23701124,17.50,18.90,17.30,18.40,+1.15,571,
106/02/03,792217,14656852,18.40,18.70,18.15,18.45,+0.05,344,
106/02/06,1202000,22670500,18.45,19.10,18.40,18.85,+0.40,392,
106/02/07,593082,11137087,18.90,18.95,18.65,18.85,0.00,180,
106/02/08,675607,12664100,18.75,18.95,18.60,18.80,-0.05,239,
106/02/09,1127652,21715602,18.90,19.55,18.90,19.10,+0.30,470,
106/02/10,2725759,53983499,19.65,20.85,19.35,19.80,+0.70,755,
106/02/13,692887,13833935,20.25,20.30,19.55,19.75,-0.05,265,
106/02/14,2233160,45643549,20.25,21.30,19.75,19.85,+0.10,909,
106/02/15,715862,14346015,19.90,20.30,19.90,19.95,+0.10,328,
106/02/16,350690,6983295,19.95,20.20,19.80,20.00,+0.05,148,
106/02/17,317000,6272900,19.90,19.90,19.70,19.70,-0.30,172,
106/02/18,324200,6399509,19.90,19.90,19.55,19.90,+0.20,159,
106/02/20,389101,7721909,20.00,20.15,19.50,19.50,-0.40,178,
106/02/21,429736,8360403,19.60,19.65,19.30,19.45,-0.05,158,
106/02/22,279100,5432444,19.40,19.60,19.35,19.50,+0.05,124,
106/02/23,269009,5165521,19.30,19.45,19.10,19.10,-0.40,139,
106/02/24,167685,3226583,19.15,19.35,19.15,19.30,+0.20,102,
106/01/03,118000,1948600,16.60,16.60,16.45,16.60,+0.05,43,
106/01/04,384000,6444250,16.50,16.90,16.50,16.70,+0.10,120,
106/01/05,202832,3410452,16.75,16.90,16.70,16.70,0.00,64,
106/01/06,207368,3515981,16.70,17.05,16.70,16.95,+0.25,95,
106/01/09,137002,2323384,17.00,17.05,16.90,16.95,0.00,59,
106/01/10,210000,3580950,16.90,17.20,16.80,17.05,+0.10,108,
106/01/11,333155,5688535,17.05,17.15,17.00,17.10,+0.05,89,
106/01/12,181270,3091263,17.15,17.15,17.00,17.05,-0.05,60,
