日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
106/01/11,2658046,161521281,58.40,62.40,57.60,61.00,+3.20,1794,
106/01/12,760018,46283183,61.50,62.30,60.00,60.70,-0.30,521,
106/01/13,1007250,62612925,60.70,62.80,60.60,62.00,+1.30,725,
106/01/16,470250,28694125,62.00,62.40,60.10,60.90,-1.10,341,
106/01/17,277194,16964114,60.90,61.60,60.80,61.30,+0.40,204,
106/01/18,353000,21698400,61.10,61.90,60.60,61.20,-0.10,284,
106/01/19,459201,27682717,61.20,61.60,59.70,59.70,-1.50,335,
106/01/20,374488,22612282,59.10,61.30,59.10,60.10,+0.40,289,
106/01/23,211034,12855775,60.10,61.20,60.10,61.10,+1.00,180,
106/01/24,442920,27379778,61.10,62.40,61.00,62.00,+0.90,364,
105/12/01,115050,5324135,46.50,46.55,46.00,46.00,0.00,67,
105/12/02,136050,6293442,45.50,46.45,45.35,46.40,+0.40,61,
105/12/05,114000,5352600,46.80,47.50,46.45,47.35,+0.95,83,
105/12/06,920200,46336160,47.85,52.00,47.85,49.80,+2.45,618,
105/12/07,831002,42851600,51.00,52.50,49.30,51.20,+1.40,612,
105/12/08,282878,14562053,52.20,52.40,51.00,51.20,0.00,236,
105/12/09,228000,11549600,51.30,51.40,50.00,50.70,-0.50,185,
105/12/12,267013,13768960,51.80,52.80,50.60,50.80,+0.10,212,
105/12/13,153938,7707692,51.00,51.10,49.60,49.80,-1.00,131,
105/12/14,161000,8074650,49.80,50.90,49.80,50.00,+0.20,118,
105/12/15,118000,5895850,50.00,50.70,49.55,49.65,-0.35,101,
105/12/16,925071,48126248,50.20,52.80,50.20,52.30,+2.65,739,
105/12/19,798000,42059600,53.10,53.80,51.80,51.90,-0.40,559,
105/12/20,302200,15845340,52.20,52.80,51.60,52.70,+0.80,247,
105/12/21,242050,12776650,53.50,53.50,52.30,52.70,0.00,187,
105/12/22,197010,10291319,53.00,53.00,51.90,51.90,-0.80,162,
105/12/23,114167,5951484,51.90,52.50,51.80,51.80,-0.10,108,
105/12/26,139323,7200408,52.10,52.30,51.10,51.10,-0.70,128,
105/12/27,110100,5682130,51.10,52.00,51.10,51.50,+0.40,96,
105/12/28,134300,7019689,51.80,52.60,51.60,52.40,+0.90,114,
105/12/29,101029,5297316,52.00,52.80,52.00,52.20,-0.20,70,
105/12/30,329110,17491675,52.50,53.70,52.50,53.00,+0.80,236,
105/11/01,49000,2286600,46.60,47.00,46.30,46.30,-0.20,48,
105/11/02,205097,9311805,46.20,46.20,44.50,44.80,-1.50,152,
105/11/03,175000,7622550,44.00,44.40,43.00,43.00,-1.80,133,
105/11/04,73000,3153600,43.00,43.80,42.30,43.40,+0.40,62,
105/11/07,35000,1530500,43.25,44.20,43.25,43.55,+0.15,34,
105/11/08,43195,1883952,44.00,44.00,43.30,43.60,+0.05,41,
105/11/09,167000,7294450,43.70,44.75,43.00,44.75,+1.15,140,
105/11/10,371000,16447550,43.90,45.00,43.45,44.05,-0.70,271,
105/11/11,212000,9215800,44.05,44.05,43.00,43.80,-0.25,170,
105/11/14,104200,4501150,43.30,43.55,43.05,43.05,-0.75,69,
105/11/15,89000,3849400,42.90,43.55,42.80,43.15,+0.10,63,
105/11/16,72000,3135250,43.50,43.75,43.30,43.55,+0.40,60,
105/11/17,61000,2671500,43.90,43.90,43.55,43.80,+0.25,49,
105/11/18,74000,3245750,43.65,44.35,43.05,44.05,+0.25,56,
105/11/21,61160,2702520,44.40,44.40,44.10,44.10,+0.05,49,
105/11/22,210002,9546991,44.10,46.00,44.10,45.60,+1.50,173,
105/11/23,57000,2598050,45.60,45.90,45.25,45.50,-0.10,50,
105/11/24,93000,4204450,45.55,45.80,44.80,45.20,-0.30,65,
105/11/25,64010,2907708,45.75,45.80,45.20,45.55,+0.35,46,
105/11/28,81000,3724950,45.50,46.40,45.50,45.80,+0.25,73,
105/11/29,84050,3894615,46.80,46.80,46.00,46.20,+0.40,56,
105/11/30,51000,2355950,46.05,46.45,46.00,46.00,-0.20,43,
105/10/03,145200,7742940,53.40,53.70,53.10,53.20,-0.30,107,
105/10/04,104000,5541000,53.50,53.50,53.10,53.10,-0.10,84,
105/10/05,92000,4880900,53.40,53.60,52.80,52.90,-0.20,68,
105/10/06,166110,8882340,53.40,53.90,53.00,53.50,+0.60,112,
105/10/07,190320,10149764,54.00,54.20,52.70,52.80,-0.70,140,
105/10/11,495050,24779225,52.50,52.50,48.70,50.00,-2.80,343,
105/10/12,570050,27595577,49.40,49.40,47.75,48.10,-1.90,354,
105/10/13,191006,9278692,48.20,49.35,48.20,48.65,+0.55,145,
105/10/14,302200,14235720,48.65,48.65,46.50,46.60,-2.05,232,
105/10/17,327000,14883300,46.10,46.30,45.00,45.40,-1.20,200,
105/10/18,156000,7175950,45.40,46.40,45.20,45.85,+0.45,117,
105/10/19,68150,3152750,46.00,46.70,46.00,46.35,+0.50,59,
105/10/20,44145,2044476,46.00,46.70,46.00,46.15,-0.20,42,
105/10/21,73100,3352125,46.15,46.20,45.65,45.80,-0.35,52,
105/10/24,95220,4333577,45.80,45.80,45.30,45.35,-0.45,67,
105/10/25,64315,2931332,45.90,45.90,45.40,45.50,+0.15,55,
105/10/26,496006,23634533,45.70,48.80,45.70,47.20,+1.70,393,
105/10/27,293153,14153601,47.40,48.95,47.40,47.95,+0.75,235,
105/10/28,111160,5247692,47.80,48.25,46.90,47.00,-0.95,88,
105/10/31,81005,3760180,47.00,47.10,46.00,46.50,-0.50,61,
105/09/01,112010,6211545,56.10,56.10,55.10,55.10,-0.60,92,
105/09/02,217000,11820400,55.40,55.40,54.10,54.10,-1.00,126,
105/09/05,1755621,102910449,56.60,59.50,56.30,59.50,+5.40,975,
105/09/06,1058271,61058781,58.50,58.80,57.00,57.40,-2.10,756,
105/09/07,317100,18220450,57.80,58.00,57.10,57.30,-0.10,217,
105/09/08,982014,58184082,57.30,60.20,57.10,58.80,+1.50,800,
105/09/09,254394,14800486,58.40,58.90,57.50,58.60,-0.20,206,
105/09/10,1352000,79559400,59.40,59.60,57.30,57.30,-1.30,798,
105/09/12,504000,28429200,57.50,57.50,55.60,55.60,-1.70,389,
105/09/13,425000,23627000,56.00,56.80,54.50,54.50,-1.10,306,
105/09/14,517000,27816600,54.10,55.30,52.80,53.50,-1.00,335,
105/09/19,392000,21110400,53.50,54.50,53.10,54.40,+0.90,303,
105/09/20,266001,14626854,55.00,55.70,54.10,54.70,+0.30,202,
105/09/21,130540,7136583,54.70,55.00,54.30,54.70,0.00,103,
105/09/22,136085,7452809,54.90,55.20,54.60,54.70,0.00,107,
105/09/23,242195,13385486,55.70,55.80,54.70,54.70,0.00,183,
105/09/26,134200,7218640,54.30,54.30,53.60,53.70,-1.00,116,
105/09/29,431014,22840153,53.80,54.10,52.40,53.20,-0.50,278,
105/09/30,93238,4983614,53.40,53.70,53.10,53.50,+0.30,80,
105/08/01,225488,13657170,60.30,61.10,60.00,60.80,+0.50,146,
105/08/02,211034,12832574,60.80,61.50,60.40,60.50,-0.30,136,
105/08/03,430097,26241826,59.90,62.30,59.90,60.50,0.00,373,
105/08/04,306394,18800528,60.80,62.00,60.70,62.00,+1.50,215,
105/08/05,457090,28652370,62.50,63.80,61.90,61.90,-0.10,347,
105/08/08,227121,14004208,62.50,62.60,60.90,61.00,-0.90,140,
105/08/09,332000,19975500,61.20,61.40,59.60,59.80,-1.20,273,
105/08/10,1013029,58117139,57.00,59.00,56.20,56.60,-3.20,729,
105/08/11,504498,27904240,56.30,56.40,54.20,54.70,-1.90,392,
105/08/12,355140,19980484,55.00,57.10,55.00,55.60,+0.90,256,
105/08/15,152366,8651797,56.00,57.20,55.90,57.10,+1.50,127,
105/08/16,227040,12963088,57.10,57.70,56.80,57.10,0.00,141,
105/08/17,309032,17402608,57.70,57.70,55.90,56.20,-0.90,231,
105/08/18,192000,10745900,56.00,56.40,55.70,55.80,-0.40,121,
105/08/19,238325,13327866,55.90,56.30,55.70,55.90,+0.10,167,
105/08/22,236285,13028675,56.00,56.00,54.70,54.80,-1.10,188,
105/08/23,150050,8351580,55.60,56.00,55.30,55.40,+0.60,126,
105/08/24,364000,20152200,55.80,55.80,55.00,55.10,-0.30,258,
105/08/25,353075,18840175,52.40,53.80,52.40,53.30,X0.00,277,
105/08/26,528203,29241265,53.50,56.00,53.50,55.30,+2.00,417,
105/08/29,244250,13611825,55.50,56.20,55.30,55.50,+0.20,182,
105/08/30,262000,14634800,56.40,56.50,55.40,56.10,+0.60,162,
105/08/31,151053,8411852,56.10,56.10,55.20,55.70,-0.40,112,
105/07/01,1317547,84051761,64.50,65.50,62.40,63.30,-1.20,963,
105/07/04,1998637,131585366,63.60,67.90,62.70,65.10,+1.80,1546,
105/07/05,770219,50051135,65.10,66.60,64.00,64.00,-1.10,640,
105/07/06,559892,35027156,63.30,63.50,61.90,62.00,-2.00,404,
105/07/07,334040,21028780,62.40,63.70,62.20,62.20,+0.20,276,
105/07/11,347245,22019284,62.20,64.30,62.20,63.60,+1.40,296,
105/07/12,477100,30075870,63.60,64.30,61.90,63.90,+0.30,373,
105/07/13,336600,21599539,65.00,65.20,63.20,63.20,-0.70,274,
105/07/14,183000,11487800,63.20,63.70,62.30,62.30,-0.90,146,
105/07/15,452270,27787716,62.80,63.40,60.20,60.90,-1.40,368,
105/07/18,251208,15391291,61.10,61.80,60.80,61.50,+0.60,184,
105/07/19,154000,9368900,61.50,61.80,60.40,60.70,-0.80,127,
105/07/20,595210,37309720,60.60,63.70,60.60,62.30,+1.60,484,
105/07/21,228000,14227400,63.20,63.20,62.00,62.30,0.00,169,
105/07/22,169270,10471731,62.30,62.50,61.60,61.60,-0.70,142,
105/07/25,167000,10206700,61.60,62.00,60.70,60.80,-0.80,129,
105/07/26,233100,14044680,61.30,61.30,59.80,60.60,-0.20,172,
105/07/27,256100,15767410,60.60,62.40,60.60,61.10,+0.50,206,
105/07/28,174046,10631801,60.80,61.80,60.70,60.80,-0.30,136,
105/07/29,151070,9125855,61.20,61.20,60.20,60.30,-0.50,128,
105/06/01,385160,22422332,57.00,58.90,57.00,58.00,+1.00,309,
105/06/02,676160,39956944,58.30,60.40,57.60,57.80,-0.20,530,
105/06/03,365001,20881957,58.00,58.50,56.30,57.20,-0.60,281,
105/06/04,196000,11406100,57.80,58.70,57.50,57.50,+0.30,143,
105/06/06,212000,12251800,58.00,58.40,57.50,57.50,0.00,172,
105/06/07,239250,13761149,57.50,58.50,56.80,57.00,-0.50,205,
105/06/08,145249,8369842,57.10,58.00,57.10,57.90,+0.90,121,
105/06/13,251201,14261056,58.10,58.10,56.40,56.40,-1.50,208,
105/06/14,201110,11256849,56.10,56.70,55.50,55.70,-0.70,157,
105/06/15,98369,5508964,56.00,56.20,55.80,55.90,+0.20,89,
105/06/16,166000,9348800,56.90,56.90,55.90,56.10,+0.20,125,
105/06/17,183300,10266730,56.10,56.80,55.50,55.50,-0.60,133,
105/06/20,230490,12912693,55.20,56.60,55.20,56.00,+0.50,159,
105/06/21,73400,4146640,56.00,56.70,56.00,56.60,+0.60,62,
105/06/22,142300,8096939,57.20,57.20,56.60,56.60,0.00,113,
105/06/23,76000,4287000,56.80,56.80,56.10,56.10,-0.50,41,
105/06/24,245130,13435111,56.20,56.40,54.00,54.00,-2.10,175,
105/06/27,262500,14678250,53.60,56.70,53.60,56.10,+2.10,184,
105/06/28,146450,8161630,55.40,56.10,55.20,55.90,-0.20,113,
105/06/29,1298072,76923683,56.50,60.80,56.10,59.50,+3.60,965,
105/06/30,3464344,221618893,59.50,65.40,59.30,64.50,+5.00,1896,
105/05/03,264194,14908885,56.50,56.80,56.00,56.00,0.00,200,
105/05/04,676423,36640097,55.40,56.40,53.30,53.90,-2.10,425,
105/05/05,256025,13799965,53.50,54.90,53.10,54.90,+1.00,206,
105/05/06,267005,14355070,55.20,55.20,53.10,53.10,-1.80,220,
105/05/09,644109,32815506,53.20,53.80,49.40,49.60,-3.50,433,
105/05/10,1205811,61602549,49.60,54.50,47.00,54.50,+4.90,883,
105/05/11,1875097,105895066,56.50,57.90,54.10,54.30,-0.20,1312,
105/05/12,1084284,58798924,54.10,56.20,51.60,52.20,-2.10,868,
105/05/13,665200,35237100,52.20,54.00,51.70,53.50,+1.30,524,
105/05/16,393100,21282170,53.10,55.10,52.50,54.30,+0.80,288,
105/05/17,545496,30233026,54.80,56.40,54.20,55.50,+1.20,396,
105/05/18,507000,28700800,55.00,57.80,55.00,56.20,+0.70,414,
105/05/19,348000,19523700,56.50,57.00,55.20,55.40,-0.80,263,
105/05/20,321500,17954450,55.30,56.70,54.40,56.50,+1.10,262,
105/05/23,651691,38084723,57.30,59.30,57.30,58.80,+2.30,509,
105/05/24,352310,20549641,58.80,59.10,57.80,58.40,-0.40,261,
105/05/25,322100,18827959,58.90,59.10,57.90,57.90,-0.50,240,
105/05/26,249000,14391400,57.60,58.60,57.30,57.60,-0.30,197,
105/05/27,175200,10117920,57.60,58.10,57.40,57.60,0.00,149,
105/05/30,226001,12989558,57.80,58.10,56.80,57.30,-0.30,178,
105/05/31,153000,8767400,57.20,57.70,57.00,57.00,-0.30,119,
105/04/01,4591602,273046238,55.60,61.00,55.10,59.50,+4.00,3015,
105/04/06,1775112,104652808,60.50,60.60,58.20,59.40,-0.10,1221,
105/04/07,2221180,135372511,59.80,63.80,58.20,62.30,+2.90,1657,
105/04/08,1972700,123116278,61.40,63.90,60.50,61.40,-0.90,1459,
105/04/11,1944150,121304210,61.90,63.80,60.60,61.40,0.00,1373,
105/04/12,1044390,62816498,61.40,62.20,58.20,58.20,-3.20,790,
105/04/13,734867,44018324,58.80,61.30,58.20,60.70,+2.50,567,
105/04/14,587350,35648554,61.50,61.60,59.60,59.60,-1.10,420,
105/04/15,1874396,116429171,59.60,63.60,59.60,62.10,+2.50,1348,
105/04/18,690191,42659131,62.30,62.80,61.10,61.30,-0.80,515,
105/04/19,2115537,134583876,61.60,65.80,61.00,63.20,+1.90,1505,
105/04/20,893396,56283052,62.80,64.30,61.90,62.00,-1.20,693,
105/04/21,712100,44442490,62.30,63.70,61.10,62.20,+0.20,540,
105/04/22,445100,27500420,62.50,63.20,60.80,61.60,-0.60,354,
105/04/25,290500,18130350,61.70,63.70,61.40,61.60,0.00,246,
105/04/26,211425,12933769,61.70,62.30,60.80,60.80,-0.80,174,
105/04/27,214000,12926400,60.90,61.30,59.60,60.00,-0.80,158,
105/04/28,684191,39511878,60.50,60.50,56.70,57.50,-2.50,502,
105/04/29,399010,22507660,57.50,57.50,56.00,56.00,-1.50,281,
105/03/01,1095522,62922410,57.40,58.90,56.20,57.60,+0.50,881,
105/03/02,482522,27646645,57.80,58.30,56.80,56.90,-0.70,380,
105/03/03,459259,25899548,57.50,57.80,55.30,55.70,-1.20,385,
105/03/04,272100,15123720,55.70,56.20,55.00,55.40,-0.30,228,
105/03/07,415027,22809685,55.40,56.40,54.00,54.20,-1.20,325,
105/03/08,325100,17403030,54.10,54.10,52.90,53.50,-0.70,248,
105/03/09,994000,55312600,53.50,56.90,53.00,54.40,+0.90,759,
105/03/10,414000,22451300,54.60,55.30,53.50,53.50,-0.90,348,
105/03/11,623304,34388506,53.80,56.10,53.80,54.50,+1.00,449,
105/03/14,242807,13238760,55.50,55.70,54.00,54.50,0.00,195,
105/03/15,474000,25314700,54.50,54.90,52.80,52.80,-1.70,335,
105/03/16,243242,13154394,53.40,54.80,53.30,53.80,+1.00,208,
105/03/17,314073,17056027,54.30,54.80,53.80,53.80,0.00,247,
105/03/18,571160,31565083,53.80,56.50,53.80,54.90,+1.10,466,
105/03/21,168030,9199241,54.90,55.50,54.00,54.70,-0.20,141,
105/03/22,187400,10238700,55.20,55.50,53.90,54.20,-0.50,159,
105/03/23,276000,14909500,54.20,54.80,53.30,53.30,-0.90,184,
105/03/24,386132,20583096,53.00,54.30,52.70,53.00,-0.30,291,
105/03/25,318000,16584000,53.40,53.40,51.50,51.70,-1.30,224,
105/03/28,1031012,56071146,53.90,55.80,52.70,53.00,+1.30,724,
105/03/29,549000,28764500,53.00,53.60,51.50,52.50,-0.50,383,
105/03/30,415005,22243063,52.70,54.40,52.70,53.00,+0.50,316,
105/03/31,1078245,59350624,54.10,56.40,53.40,55.50,+2.50,724,
105/02/01,902397,45948598,51.10,52.60,49.25,50.50,-0.30,686,
105/02/02,451200,22428150,49.65,50.70,49.30,50.00,-0.50,350,
105/02/03,729000,36931400,49.40,51.90,49.30,50.00,0.00,541,
105/02/15,1304145,70270975,50.00,55.00,50.00,55.00,+5.00,751,
105/02/16,2578368,148876444,56.80,59.80,55.60,56.40,+1.40,1862,
105/02/17,1086604,61968568,56.40,58.30,55.20,57.70,+1.30,840,
105/02/18,739200,42721820,57.70,59.00,57.20,57.20,-0.50,593,
105/02/19,878206,49103694,57.20,57.90,55.00,56.00,-1.20,694,
105/02/22,1242000,66555800,55.70,56.70,52.20,53.00,-3.00,903,
105/02/23,1009040,55214064,53.80,56.20,53.20,54.20,+1.20,772,
105/02/24,587020,31102348,53.80,54.80,52.10,52.40,-1.80,459,
105/02/25,779168,41630404,52.90,54.50,52.60,53.10,+0.70,565,
105/02/26,2245166,126682045,54.40,58.20,53.70,57.10,+4.00,1588,
105/01/04,415040,17058108,42.60,43.15,39.60,40.20,-2.95,353,
105/01/05,360000,14103600,39.20,39.60,39.00,39.10,-1.10,296,
105/01/06,350000,13896400,39.60,40.55,39.10,39.10,0.00,281,
105/01/07,604102,22366216,38.50,39.80,36.00,36.10,-3.00,433,
105/01/08,310097,11435856,36.10,38.00,35.80,37.70,+1.60,246,
105/01/11,586129,23676547,38.30,41.45,38.00,41.45,+3.75,401,
105/01/12,1969130,85865963,43.35,45.50,42.10,43.45,+2.00,1409,
105/01/13,1149000,51639700,44.45,46.40,43.80,44.05,+0.60,865,
105/01/14,791251,33032489,43.95,43.95,40.00,40.30,-3.75,597,
105/01/15,315000,12818750,41.00,41.45,40.30,40.35,+0.05,266,
105/01/18,715061,30571839,38.30,44.30,38.30,44.30,+3.95,553,
105/01/19,350059,15354349,44.00,44.75,42.95,43.70,-0.60,281,
105/01/20,331969,14135116,43.70,44.00,41.55,41.60,-2.10,281,
105/01/21,348000,14967400,42.00,44.25,42.00,42.35,+0.75,287,
105/01/22,360000,15499850,42.60,44.00,42.60,42.60,+0.25,296,
105/01/25,577000,25570850,42.60,45.40,42.60,44.10,+1.50,441,
105/01/26,221000,9783750,43.20,44.80,43.20,44.80,+0.70,192,
105/01/27,266000,11793200,44.85,45.30,43.85,43.85,-0.95,189,
105/01/28,1197200,55680760,43.85,48.10,43.20,46.80,+2.95,889,
105/01/29,1549217,77413752,47.40,51.40,47.20,51.40,+4.60,1040,
105/01/30,1481227,76677553,53.00,53.50,50.60,50.80,-0.60,1149,
104/12/01,638350,32950654,51.70,52.50,50.90,50.90,-0.70,439,
104/12/02,487100,24889540,50.90,52.80,50.00,50.00,-0.90,388,
104/12/03,273000,13609800,50.00,51.00,49.20,49.50,-0.50,222,
104/12/04,590620,28250298,49.45,49.45,47.05,47.70,-1.80,428,
104/12/07,251211,12141430,48.70,48.70,48.10,48.25,+0.55,196,
104/12/08,207522,10001256,48.05,48.85,48.00,48.00,-0.25,153,
104/12/09,942459,41644826,48.00,48.00,43.20,43.20,-4.80,660,
104/12/10,503091,21876072,42.40,44.40,42.40,44.20,+1.00,353,
104/12/11,846650,34767268,43.10,43.70,39.80,40.00,-4.20,648,
104/12/14,521373,19626587,37.15,38.80,37.15,37.50,-2.50,388,
104/12/15,418000,16222900,37.75,39.50,37.75,38.80,+1.30,345,
104/12/16,311090,12110569,39.00,39.70,38.00,39.10,+0.30,258,
104/12/17,287003,11432870,39.00,40.50,39.00,39.95,+0.85,237,
104/12/18,112000,4447100,39.85,39.95,39.25,39.70,-0.25,93,
104/12/21,149152,5814496,39.25,39.35,38.60,39.05,-0.65,130,
104/12/22,130000,5109800,39.05,39.80,39.05,39.10,+0.05,114,
104/12/23,200000,7799050,39.40,39.50,38.70,38.90,-0.20,167,
104/12/24,132000,5126500,39.10,39.25,38.40,38.40,-0.50,107,
104/12/25,100000,3855400,38.45,38.70,38.40,38.55,+0.15,89,
104/12/28,897000,37252050,38.70,42.40,38.70,42.40,+3.85,556,
104/12/29,2133323,96632300,43.20,46.55,43.20,45.40,+3.00,1620,
104/12/30,828230,36468618,45.20,45.20,42.80,43.70,-1.70,688,
104/12/31,371006,16173870,43.00,44.80,43.00,43.15,-0.55,299,
104/11/02,3154917,204457822,63.70,67.80,61.80,65.00,+2.30,2293,
104/11/03,1235074,79921364,66.40,66.80,63.00,63.50,-1.50,961,
104/11/04,1228000,79863496,64.00,66.60,63.50,64.60,+1.10,1034,
104/11/05,692005,44866025,64.60,65.70,64.10,65.50,+0.90,588,
104/11/06,1676577,113236374,66.50,70.40,65.00,65.00,-0.50,1292,
104/11/09,820355,53706691,65.60,67.00,64.60,64.60,-0.40,664,
104/11/10,915105,56892905,62.00,63.80,60.60,61.50,-3.10,751,
104/11/11,2064920,118601544,60.00,61.50,55.40,55.70,-5.80,1390,
104/11/12,1559700,83939808,56.00,57.50,51.10,52.20,-3.50,1166,
104/11/13,793378,42261692,52.50,54.50,51.30,53.10,+0.90,674,
104/11/16,1449401,81301695,52.70,57.60,52.40,57.60,+4.50,1138,
104/11/17,812000,46717600,57.50,58.80,56.50,56.60,-1.00,604,
104/11/18,528332,29793791,57.30,57.80,54.80,54.80,-1.80,419,
104/11/19,509845,28090789,55.20,56.20,54.10,55.20,+0.40,389,
104/11/20,476275,26394946,55.50,56.40,54.80,55.70,+0.50,367,
104/11/23,655159,34938110,56.00,56.10,51.90,53.00,-2.70,528,
104/11/24,293200,15598840,53.10,54.30,52.30,52.40,-0.60,262,
104/11/25,806759,40598633,52.80,53.30,49.35,50.00,-2.40,635,
104/11/26,599000,30365350,50.40,51.70,49.50,50.20,+0.20,453,
104/11/27,321325,15934505,50.10,50.10,49.20,49.60,-0.60,267,
104/11/30,718120,36757492,49.05,52.80,49.05,51.60,+2.00,586,
104/10/01,2474870,129161418,52.50,54.20,50.00,50.10,-1.60,1830,
104/10/02,1802777,89722954,50.50,51.20,48.50,49.00,-1.10,1285,
104/10/05,1257698,63190348,50.10,51.70,49.40,49.40,+0.40,881,
104/10/06,1256517,60690706,50.00,50.00,47.10,47.15,-2.25,922,
104/10/07,1941989,98429678,47.55,51.80,47.55,51.80,+4.65,1258,
104/10/08,1991850,98907792,51.80,52.00,48.05,48.05,-3.75,1342,
104/10/12,907295,44583574,48.60,50.00,48.35,49.20,+1.15,691,
104/10/13,747694,37417737,49.90,50.90,49.45,50.00,+0.80,552,
104/10/14,401060,19754290,49.55,49.80,48.80,49.00,-1.00,302,
104/10/15,753802,37513187,49.35,50.80,48.60,48.80,-0.20,575,
104/10/16,405350,19805943,49.10,49.75,48.25,48.70,-0.10,337,
104/10/19,3507261,185527910,49.20,53.50,49.15,53.50,+4.80,1892,
104/10/20,1924699,111160399,55.70,58.80,55.60,58.80,+5.30,1109,
104/10/21,4119897,243285045,60.00,63.00,55.20,60.70,+1.90,3010,
104/10/22,1987172,118591912,59.40,62.50,58.20,58.20,-2.50,1622,
104/10/23,2125543,124180751,59.00,62.00,56.30,56.80,-1.40,1652,
104/10/26,1374735,78642821,57.80,58.60,55.60,57.20,+0.40,1032,
104/10/27,1197923,69172754,57.80,59.00,56.70,58.00,+0.80,952,
104/10/28,668380,38493436,58.60,58.70,57.10,57.10,-0.90,529,
104/10/29,1552123,90269323,57.80,59.70,56.70,57.00,-0.10,1207,
104/10/30,3343213,204038651,57.80,62.70,56.60,62.70,+5.70,1996,
104/09/01,2317196,73121723,31.40,33.60,30.20,33.20,+1.80,1538,
104/09/02,2154226,71929277,33.50,34.90,32.20,32.80,-0.40,1510,
104/09/03,1503012,49952937,33.30,33.95,32.10,32.60,-0.20,1053,
104/09/04,2315345,77898876,32.60,35.40,31.50,32.45,-0.15,1608,
104/09/07,1710050,53801270,32.35,33.30,29.50,32.40,-0.05,1188,
104/09/08,2829182,98547075,32.40,35.60,32.40,35.60,+3.20,1514,
104/09/09,3268942,126014727,38.00,39.15,37.20,39.15,+3.55,1617,
104/09/10,4700878,193360333,41.45,42.50,39.55,41.70,+2.55,3071,
104/09/11,3237549,141285161,41.95,45.85,41.00,45.85,+4.15,2206,
104/09/14,4729431,230914755,47.00,50.40,45.90,49.30,+3.45,3078,
104/09/15,2528156,119192498,49.70,49.80,45.60,45.70,-3.60,1696,
104/09/16,2253247,100548675,45.65,45.90,42.70,45.90,+0.20,1572,
104/09/17,1750179,83386802,46.30,48.50,46.30,47.50,+1.60,1274,
104/09/18,960856,45330843,48.00,48.10,45.50,47.00,-0.50,715,
104/09/21,980696,44439278,46.00,46.50,44.50,44.50,-2.50,705,
104/09/22,1197217,56394227,45.40,48.00,45.40,46.45,+1.95,867,
104/09/23,741299,34309261,46.20,47.50,45.50,45.50,-0.95,552,
104/09/24,979874,42537705,46.80,46.80,41.60,42.80,-2.70,725,
104/09/25,999062,45301015,43.80,47.05,43.20,47.05,+4.25,689,
104/09/30,2467467,122754434,47.70,51.70,47.70,51.70,+4.65,1728,
104/08/03,51000,928200,18.30,18.60,18.10,18.20,-0.10,26,
104/08/04,82000,1485350,18.20,18.30,18.05,18.05,-0.15,39,
104/08/05,45000,815350,18.10,18.30,18.05,18.10,+0.05,25,
104/08/06,148100,2734970,18.05,19.00,18.05,18.40,+0.30,77,
104/08/07,26000,483250,18.50,18.85,18.40,18.50,+0.10,18,
104/08/10,232000,4619450,19.00,20.25,19.00,20.10,+1.60,131,
104/08/11,495713,10513464,21.25,21.50,20.60,21.40,+1.30,276,
104/08/12,123000,2575150,21.20,21.20,20.70,21.00,-0.40,79,
104/08/13,219000,4643550,20.90,21.60,20.80,21.20,+0.20,98,
104/08/14,376000,8045600,21.60,21.80,21.05,21.15,-0.05,148,
104/08/17,1466577,32987114,21.70,23.25,21.20,23.25,+2.10,737,
104/08/18,2681764,66004088,23.75,25.55,23.70,25.40,+2.15,1525,
104/08/19,957512,23727794,25.70,25.70,24.30,24.80,-0.60,477,
104/08/20,1614038,42092938,24.80,26.70,24.80,25.80,+1.00,929,
104/08/21,584279,14866958,25.50,26.20,25.00,25.60,-0.20,386,
104/08/24,1004200,24019348,25.30,25.95,23.05,23.05,-2.55,472,
104/08/25,1106067,26961647,22.90,25.35,22.40,25.35,+2.30,498,
104/08/26,1998698,51877781,26.00,27.00,25.00,26.70,+1.35,1039,
104/08/27,1367421,36954201,26.75,27.45,26.00,27.45,X0.00,633,
104/08/28,3541304,104342328,30.15,30.15,28.15,28.55,+1.10,1846,
104/08/31,3115906,95573993,28.55,31.40,28.20,31.40,+2.85,1620,
104/07/01,77000,1594700,20.70,20.90,20.60,20.65,+0.05,42,
104/07/02,73001,1503970,20.90,20.90,20.50,20.55,-0.10,48,
104/07/03,42002,861840,20.55,20.65,20.40,20.60,+0.05,32,
104/07/06,47285,959185,20.40,20.45,20.20,20.40,-0.20,34,
104/07/07,77100,1561950,20.35,20.50,20.10,20.50,+0.10,44,
104/07/08,206488,3964672,20.30,20.30,18.55,19.15,-1.35,119,
104/07/09,120025,2212175,19.10,19.10,18.00,19.00,-0.15,80,
104/07/13,129000,2545500,19.45,20.15,19.30,20.00,+1.00,95,
104/07/14,80000,1610350,20.00,20.35,19.70,19.95,-0.05,55,
104/07/15,62000,1233950,20.10,20.15,19.70,19.90,-0.05,31,
104/07/16,56963,1132769,20.25,20.25,19.75,19.80,-0.10,37,
104/07/17,154180,2997096,19.85,19.85,19.25,19.30,-0.50,69,
104/07/20,83000,1603150,19.40,19.70,19.05,19.10,-0.20,57,
104/07/21,57000,1094550,19.20,19.35,19.10,19.10,0.00,33,
