日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,
106/01/18,11001,410037,37.30,37.30,37.20,37.25,+0.15,12,
106/01/19,9015,335808,37.25,37.25,37.25,37.25,0.00,10,
106/01/20,4050,150620,37.15,37.30,37.05,37.30,+0.05,5,
106/01/23,34062,1266212,37.30,37.50,37.00,37.00,-0.30,29,
106/01/24,34012,1254746,37.00,37.00,36.80,36.80,-0.20,20,
105/12/01,36267,1327671,36.60,36.70,36.60,36.60,0.00,17,
105/12/02,2000,73200,36.60,36.60,36.60,36.60,0.00,2,
105/12/05,5115,185592,36.25,36.35,36.25,36.35,-0.25,9,
105/12/06,8041,294152,36.70,36.70,36.35,36.60,+0.25,9,
105/12/07,10002,366473,36.60,36.70,36.60,36.60,0.00,10,
105/12/08,10482,383440,36.60,36.60,36.50,36.60,0.00,9,
105/12/09,9001,330936,36.70,36.80,36.70,36.80,+0.20,9,
105/12/12,10700,392128,36.60,36.70,36.60,36.60,-0.20,14,
105/12/13,7000,256250,36.60,36.65,36.60,36.65,+0.05,6,
105/12/14,22167,811219,36.60,36.60,36.55,36.55,-0.10,14,
105/12/15,6186,226768,36.60,36.65,36.60,36.65,+0.10,8,
105/12/16,24056,891788,37.80,37.80,36.80,36.80,+0.15,21,
105/12/19,4500,165750,36.80,36.95,36.80,36.80,0.00,5,
105/12/20,6003,221409,37.00,37.00,36.80,36.90,+0.10,8,
105/12/21,6010,220270,36.65,36.65,36.65,36.65,-0.25,7,
105/12/22,4000,147100,36.90,36.90,36.70,36.70,+0.05,4,
105/12/23,7100,261200,36.80,37.00,36.70,37.00,+0.30,8,
105/12/26,7011,258355,37.00,37.00,36.80,36.95,-0.05,6,
105/12/27,9039,333893,36.95,36.95,36.90,36.90,-0.05,8,
105/12/28,16040,587888,36.60,36.90,36.60,36.90,0.00,9,
105/12/29,5000,183000,36.60,36.60,36.60,36.60,-0.30,5,
105/12/30,12000,441350,36.60,37.00,36.60,36.75,+0.15,10,
105/11/01,10000,369400,36.85,37.00,36.85,37.00,0.00,8,
105/11/02,13346,492871,37.00,37.00,36.90,36.90,-0.10,12,
105/11/03,21274,784509,36.90,36.90,36.85,36.90,0.00,19,
105/11/04,18100,666600,36.90,36.90,36.80,36.80,-0.10,15,
105/11/07,35140,1290680,37.00,37.00,36.50,36.70,-0.10,21,
105/11/08,27351,1004037,36.70,36.80,36.70,36.80,+0.10,22,
105/11/09,28327,1036229,36.70,36.70,36.50,36.60,-0.20,24,
105/11/10,62200,2270400,36.60,36.65,36.35,36.40,-0.20,44,
105/11/11,38030,1383804,36.20,36.70,36.05,36.30,-0.10,18,
105/11/14,41100,1482280,36.30,36.30,36.00,36.20,-0.10,26,
105/11/15,15000,543850,36.20,36.60,36.05,36.20,0.00,14,
105/11/16,14222,518324,36.45,36.45,36.40,36.40,+0.20,15,
105/11/17,6436,234013,36.40,36.40,36.25,36.40,0.00,8,
105/11/18,3130,113988,36.40,36.60,36.10,36.60,+0.20,6,
105/11/21,6870,250055,36.20,36.55,36.20,36.50,-0.10,11,
105/11/22,14053,510134,36.30,36.30,36.30,36.30,-0.20,12,
105/11/23,6611,240901,36.40,36.50,36.40,36.50,+0.20,12,
105/11/24,11100,405180,36.50,36.50,36.50,36.50,0.00,9,
105/11/25,3000,109300,36.50,36.50,36.40,36.40,-0.10,3,
105/11/28,12051,440076,36.50,36.60,36.50,36.60,+0.20,10,
105/11/29,15150,553605,36.60,36.60,36.50,36.60,0.00,16,
105/11/30,19151,700226,36.60,36.60,36.50,36.60,0.00,11,
105/10/03,24481,916963,37.25,37.60,37.25,37.35,+0.10,23,
105/10/04,9060,340280,37.30,37.70,37.30,37.35,0.00,11,
105/10/05,12000,448850,37.80,37.80,37.35,37.35,0.00,10,
105/10/06,11400,426560,37.45,37.50,37.35,37.35,0.00,11,
105/10/07,13300,498379,37.55,37.55,37.40,37.40,+0.05,12,
105/10/11,55476,2059051,37.25,37.30,36.80,37.10,-0.30,52,
105/10/12,16000,592900,37.05,37.10,37.05,37.05,-0.05,10,
105/10/13,9300,344655,37.10,37.10,37.00,37.10,+0.05,8,
105/10/14,33423,1236633,37.00,37.10,36.95,37.00,-0.10,31,
105/10/17,17250,638275,37.00,37.00,36.95,36.95,-0.05,13,
105/10/18,22151,819102,37.00,37.00,36.90,37.00,+0.05,18,
105/10/19,11000,407550,37.00,37.15,37.00,37.15,+0.15,9,
105/10/20,5300,196445,37.15,37.15,37.00,37.00,-0.15,5,
105/10/21,14500,536823,37.00,37.15,36.95,37.00,0.00,17,
105/10/24,15201,563537,37.00,37.10,37.00,37.10,+0.10,16,
105/10/25,22100,816430,37.00,37.00,36.90,37.00,-0.10,18,
105/10/26,10101,374257,37.00,37.20,37.00,37.20,+0.20,10,
105/10/27,14380,532160,37.00,37.10,37.00,37.00,-0.20,18,
105/10/28,15030,555515,37.00,37.10,36.85,37.00,0.00,15,
105/10/31,9001,332987,37.00,37.00,36.95,37.00,0.00,9,
105/09/01,19041,704523,37.00,37.00,37.00,37.00,+0.10,12,
105/09/02,14530,537795,37.00,37.00,37.00,37.00,0.00,10,
105/09/05,12397,460326,37.00,37.20,37.00,37.15,+0.15,17,
105/09/06,25320,941880,37.20,37.30,37.10,37.10,-0.05,21,
105/09/07,25211,935648,37.10,37.20,37.05,37.20,+0.10,19,
105/09/08,34370,1291035,37.30,38.05,37.30,37.80,+0.60,27,
105/09/09,30001,1127388,37.70,37.70,37.50,37.50,-0.30,16,
105/09/10,6000,223500,37.20,37.30,37.20,37.30,-0.20,5,
105/09/12,18000,672300,37.45,37.50,37.05,37.30,0.00,12,
105/09/13,19000,707400,37.35,37.35,37.10,37.20,-0.10,14,
105/09/14,9000,334350,37.05,37.35,37.05,37.10,-0.10,6,
105/09/19,15000,560550,37.30,37.50,37.20,37.30,+0.20,13,
105/09/20,14600,541928,37.30,37.30,37.00,37.00,-0.30,13,
105/09/21,35000,1308649,37.05,37.70,37.05,37.55,+0.55,40,
105/09/22,13050,488277,37.55,37.55,37.15,37.50,-0.05,14,
105/09/23,5350,200525,37.50,37.50,37.45,37.45,-0.05,8,
105/09/26,9200,344120,37.40,37.40,37.40,37.40,-0.05,10,
105/09/29,9160,342808,37.40,37.40,37.40,37.40,0.00,10,
105/09/30,10500,392075,37.70,37.70,37.20,37.25,-0.15,10,
105/08/01,13420,500445,37.10,37.30,37.10,37.20,+0.15,14,
105/08/02,24010,892323,37.20,37.20,37.10,37.15,-0.05,20,
105/08/03,48000,1779400,37.15,37.15,37.00,37.10,-0.05,27,
105/08/04,7052,261736,37.10,37.15,37.10,37.15,+0.05,10,
105/08/05,15206,566195,37.20,37.30,37.20,37.25,+0.10,18,
105/08/08,24003,900364,37.25,37.65,37.25,37.55,+0.30,18,
105/08/09,36098,1349224,37.55,37.55,37.20,37.40,-0.15,30,
105/08/10,10057,375831,37.40,37.40,37.30,37.35,-0.05,13,
105/08/11,30032,1121201,37.35,37.40,37.25,37.40,+0.05,29,
105/08/12,29450,1097750,37.40,37.40,37.15,37.35,-0.05,25,
105/08/15,22025,822170,37.35,37.35,37.15,37.35,0.00,17,
105/08/16,25050,934270,37.35,37.35,37.15,37.30,-0.05,18,
105/08/17,20769,775852,37.30,37.35,37.20,37.35,+0.05,21,
105/08/18,2000,74700,37.35,37.35,37.35,37.35,0.00,2,
105/08/19,24679,919991,37.30,37.40,37.20,37.20,-0.15,24,
105/08/22,30000,1114500,37.20,37.20,37.10,37.20,0.00,25,
105/08/23,26350,977537,37.20,37.20,37.00,37.00,-0.20,23,
105/08/24,15100,558729,36.95,37.00,36.95,37.00,0.00,13,
105/08/25,8100,300900,37.00,37.20,37.00,37.20,+0.20,12,
105/08/26,7185,267437,37.20,37.25,37.20,37.25,+0.05,8,
105/08/29,59138,2192124,37.25,37.25,37.00,37.00,-0.25,35,
105/08/30,34500,1281723,37.35,37.40,37.00,37.30,+0.30,22,
105/08/31,30190,1119876,37.30,37.30,36.90,36.90,-0.40,30,
105/07/01,66178,2517749,37.85,38.50,37.80,38.15,+0.35,54,
105/07/04,56051,2154859,38.20,38.60,38.20,38.60,+0.45,32,
105/07/05,45100,1731290,38.80,38.80,38.10,38.30,-0.30,30,
105/07/06,72000,2737000,38.30,38.30,37.85,38.10,-0.20,38,
105/07/07,31000,1178750,38.10,38.15,37.90,38.10,0.00,23,
105/07/11,149100,5725895,38.10,38.80,38.10,38.35,+0.25,84,
105/07/12,153457,5896484,38.40,38.55,38.20,38.55,+0.20,100,
105/07/13,134031,4946959,36.55,37.50,36.55,37.00,X0.00,102,
105/07/14,62140,2321607,38.00,38.00,37.20,37.45,+0.45,40,
105/07/15,45000,1685750,37.45,37.55,37.40,37.40,-0.05,29,
105/07/18,17060,640752,37.40,37.70,37.40,37.45,+0.05,17,
105/07/19,50207,1880571,37.50,37.55,37.35,37.45,0.00,35,
105/07/20,45000,1676900,37.45,37.45,37.10,37.30,-0.15,28,
105/07/21,53001,1982887,37.30,37.60,37.30,37.50,+0.20,26,
105/07/22,68050,2534395,37.55,37.55,37.00,37.30,-0.20,43,
105/07/25,25100,936460,37.30,37.40,37.25,37.40,+0.10,20,
105/07/26,18500,691599,37.40,37.40,37.30,37.40,0.00,16,
105/07/27,25406,948993,37.55,37.55,37.25,37.35,-0.05,17,
105/07/28,29183,1087394,37.35,37.40,37.15,37.15,-0.20,17,
105/07/29,30500,1131400,37.10,37.10,37.05,37.05,-0.10,16,
105/06/01,52000,1937750,37.70,37.70,37.15,37.15,-0.05,31,
105/06/02,41150,1529629,37.20,37.30,37.10,37.15,0.00,33,
105/06/03,84526,3146244,37.15,37.45,37.15,37.45,+0.30,39,
105/06/04,21100,789042,37.50,37.50,37.30,37.30,-0.15,19,
105/06/06,51075,1905497,37.50,37.65,37.10,37.15,-0.15,28,
105/06/07,101125,3770087,37.15,37.80,37.05,37.50,+0.35,48,
105/06/08,56951,2121562,37.60,37.60,37.10,37.10,-0.40,41,
105/06/13,61063,2254942,37.10,37.10,36.80,36.85,-0.25,52,
105/06/14,87100,3210950,36.80,36.95,36.80,36.80,-0.05,49,
105/06/15,29004,1076048,36.85,37.50,36.85,37.40,+0.60,17,
105/06/16,30321,1124973,37.40,37.40,37.00,37.10,-0.30,24,
105/06/17,70150,2608924,37.40,37.40,37.10,37.20,+0.10,36,
105/06/20,44300,1658834,37.40,37.55,37.25,37.45,+0.25,43,
105/06/21,48400,1815270,37.50,37.60,37.45,37.50,+0.05,33,
105/06/22,21100,791369,37.50,37.55,37.45,37.45,-0.05,20,
105/06/23,11001,413037,37.45,37.60,37.40,37.60,+0.15,11,
105/06/24,52692,1966969,37.60,37.60,37.05,37.10,-0.50,35,
105/06/27,51075,1904050,37.10,38.00,37.10,37.75,+0.65,27,
105/06/28,20338,761125,37.60,37.60,37.40,37.40,-0.35,15,
105/06/29,15252,571636,37.45,37.60,37.45,37.60,+0.20,15,
105/06/30,34480,1299469,37.60,37.80,37.60,37.80,+0.20,29,
105/05/03,78130,2990216,38.00,38.70,37.95,38.60,+0.60,39,
105/05/04,63150,2426417,38.80,38.85,38.30,38.30,-0.30,23,
105/05/05,28001,1064338,38.05,38.10,37.95,38.00,-0.30,21,
105/05/06,48200,1853050,37.80,39.45,37.80,38.00,0.00,36,
105/05/09,74050,2790985,38.30,38.45,37.50,37.60,-0.40,46,
105/05/10,80227,3002443,37.60,37.75,37.20,37.20,-0.40,47,
105/05/11,118501,4382886,37.20,37.45,36.70,36.80,-0.40,65,
105/05/12,62200,2293460,36.80,37.05,36.80,36.85,+0.05,32,
105/05/13,76200,2787139,36.85,36.90,36.45,36.60,-0.25,47,
105/05/16,42480,1546137,36.60,36.60,36.30,36.30,-0.30,36,
105/05/17,50343,1858660,36.35,38.10,36.35,37.65,+1.35,36,
105/05/18,54510,2016724,37.65,37.65,36.75,36.80,-0.85,35,
105/05/19,38479,1408001,36.80,36.90,36.40,36.50,-0.30,31,
105/05/20,104077,3796399,36.55,36.70,36.30,36.50,0.00,55,
105/05/23,29803,1096961,37.00,37.00,36.55,36.95,+0.45,24,
105/05/24,39326,1452926,36.95,37.10,36.70,37.00,+0.05,23,
105/05/25,66379,2449273,37.00,37.20,36.80,36.95,-0.05,47,
105/05/26,38003,1402361,37.00,37.05,36.70,36.70,-0.25,27,
105/05/27,120782,4418634,37.00,37.00,36.40,36.50,-0.20,84,
105/05/30,100212,3764671,36.65,37.90,36.65,37.70,+1.20,55,
105/05/31,89030,3336787,37.90,37.90,37.15,37.20,-0.50,47,
105/04/01,6200,239170,38.50,38.75,38.50,38.75,+0.25,7,
105/04/06,45125,1734625,38.75,38.75,38.25,38.45,-0.30,38,
105/04/07,20055,772566,38.75,38.75,38.45,38.50,+0.05,20,
105/04/08,28151,1080211,38.40,38.65,38.25,38.25,-0.25,27,
105/04/11,9200,353550,38.40,38.55,38.40,38.40,+0.15,8,
105/04/12,16088,618138,38.60,38.60,38.35,38.35,-0.05,17,
105/04/13,28135,1077954,38.05,38.45,38.05,38.45,+0.10,20,
105/04/14,22002,846528,38.45,38.55,38.40,38.50,+0.05,18,
105/04/15,17600,678389,38.50,38.55,38.50,38.50,0.00,19,
105/04/18,19432,749194,38.50,38.70,38.40,38.60,+0.10,19,
105/04/19,19926,772591,38.80,38.85,38.70,38.70,+0.10,22,
105/04/20,20000,773400,38.70,38.70,38.65,38.65,-0.05,17,
105/04/21,28100,1082850,38.65,38.65,38.40,38.50,-0.15,26,
105/04/22,58300,2240450,38.50,38.50,38.35,38.40,-0.10,28,
105/04/25,40007,1535919,38.35,38.50,38.35,38.35,-0.05,23,
105/04/26,112050,4249242,38.20,38.20,37.80,38.00,-0.35,68,
105/04/27,53000,2010000,38.20,38.30,37.80,37.85,-0.15,27,
105/04/28,30823,1166510,37.85,38.00,37.80,37.80,-0.05,26,
105/04/29,35100,1328150,37.80,38.05,37.70,38.00,+0.20,19,
105/03/01,75646,2885841,38.00,38.50,38.00,38.10,+0.10,44,
105/03/02,48033,1841123,38.40,38.50,38.10,38.50,+0.40,34,
105/03/03,23000,884700,38.50,38.50,38.35,38.50,0.00,17,
105/03/04,91000,3582050,38.50,40.35,38.50,38.90,+0.40,47,
105/03/07,30163,1195726,39.50,39.90,39.50,39.60,+0.70,31,
105/03/08,24648,970929,39.60,39.60,39.20,39.40,-0.20,18,
105/03/09,69101,2688008,39.40,39.40,38.75,38.95,-0.45,45,
105/03/10,242010,9575748,39.00,40.80,39.00,39.60,+0.65,98,
105/03/11,97001,3796089,39.90,39.90,38.95,39.00,-0.60,38,
105/03/14,26202,1018747,39.20,39.25,38.50,38.95,-0.05,26,
105/03/15,12318,480111,39.10,39.10,38.80,38.80,-0.15,17,
105/03/16,36150,1402723,38.90,38.90,38.55,38.85,+0.05,32,
105/03/17,49100,1910400,39.10,39.20,38.80,38.90,+0.05,42,
105/03/18,54793,2128623,38.90,38.90,38.70,38.90,0.00,34,
105/03/21,53001,2058389,39.20,39.20,38.75,38.90,0.00,32,
105/03/22,46000,1784600,38.90,38.90,38.70,38.80,-0.10,23,
105/03/23,27150,1056175,38.80,39.00,38.80,38.95,+0.15,21,
105/03/24,23201,902097,39.00,39.00,38.80,39.00,+0.05,23,
105/03/25,53000,2053750,39.00,39.00,38.55,38.95,-0.05,37,
105/03/28,34130,1322127,39.10,39.10,38.60,38.80,-0.15,33,
105/03/29,23702,912974,38.85,38.85,38.20,38.50,-0.30,28,
105/03/30,19050,733968,38.60,38.70,38.50,38.50,0.00,16,
105/03/31,31001,1195988,39.00,39.00,38.35,38.50,0.00,27,
105/02/01,14753,534719,36.00,36.55,35.85,36.35,+0.35,18,
105/02/02,13212,477182,36.30,36.30,36.00,36.00,-0.35,14,
105/02/03,17050,612100,35.90,35.95,35.85,35.95,-0.05,11,
105/02/15,24205,880085,35.95,36.40,35.95,36.30,+0.35,17,
105/02/16,35000,1278700,36.50,36.70,36.40,36.70,+0.40,31,
105/02/17,10287,376852,36.70,36.85,36.50,36.60,-0.10,15,
105/02/18,22000,809950,36.80,36.90,36.65,36.90,+0.30,21,
105/02/19,39050,1439624,36.90,37.00,36.60,37.00,+0.10,27,
105/02/22,48612,1808189,37.25,38.40,37.00,38.20,+1.20,36,
105/02/23,50003,1891965,38.00,38.40,37.60,38.00,-0.20,40,
105/02/24,42000,1597400,38.00,38.50,37.65,37.80,-0.20,27,
105/02/25,21002,797877,37.75,38.45,37.75,37.90,+0.10,21,
105/02/26,29801,1132176,37.90,38.10,37.90,38.00,+0.10,20,
105/01/04,27000,967800,36.05,36.05,35.65,35.90,-0.15,20,
105/01/05,16148,577748,36.00,36.00,35.70,35.70,-0.20,18,
105/01/06,45852,1627512,35.70,35.70,35.30,35.40,-0.30,35,
105/01/07,34057,1203534,35.45,35.90,35.15,35.45,+0.05,29,
105/01/08,42000,1494850,35.65,35.95,35.30,35.95,+0.50,22,
105/01/11,24020,857140,35.90,35.90,35.50,35.50,-0.45,16,
105/01/12,14000,497000,35.50,35.50,35.50,35.50,0.00,14,
105/01/13,14000,497200,35.50,35.70,35.50,35.70,+0.20,12,
105/01/14,18000,634650,35.50,35.50,35.15,35.40,-0.30,17,
105/01/15,3000,106100,35.40,35.40,35.30,35.30,-0.10,3,
105/01/18,23659,823762,35.30,35.30,34.20,35.30,0.00,25,
105/01/19,11100,392140,35.30,35.50,35.15,35.50,+0.20,12,
105/01/20,60000,2112050,35.50,35.50,35.00,35.40,-0.10,38,
105/01/21,53000,1855100,35.30,35.40,34.90,35.40,0.00,21,
105/01/22,13050,463095,35.40,36.00,35.35,35.40,0.00,12,
105/01/25,121000,4249050,35.00,35.40,35.00,35.40,0.00,43,
105/01/26,4252,150520,35.40,35.40,35.40,35.40,0.00,4,
105/01/27,18000,640000,35.80,35.90,35.50,35.50,+0.10,13,
105/01/28,14000,498200,35.55,35.80,35.55,35.80,+0.30,11,
105/01/29,55302,1961336,35.80,35.80,35.10,35.80,0.00,38,
105/01/30,19000,682800,35.80,36.20,35.80,36.00,+0.20,12,
104/12/01,16000,599400,37.50,37.60,37.20,37.45,-0.05,16,
104/12/02,38328,1430732,37.50,37.50,37.20,37.20,-0.25,27,
104/12/03,24000,889700,37.50,37.50,37.00,37.00,-0.20,22,
104/12/04,45000,1661500,37.00,37.00,36.70,36.80,-0.20,28,
104/12/07,17050,634290,37.50,38.00,36.90,37.00,+0.20,17,
104/12/08,53200,1951130,36.80,36.80,36.45,36.45,-0.55,37,
104/12/09,75000,2711200,36.50,37.10,35.80,36.35,-0.10,53,
104/12/10,98400,3559520,36.35,36.35,36.00,36.05,-0.30,41,
104/12/11,60003,2159560,36.10,36.20,35.80,35.80,-0.25,45,
104/12/14,39000,1391850,35.80,35.80,35.50,35.60,-0.20,26,
104/12/15,29020,1034840,35.65,36.00,35.60,36.00,+0.40,18,
104/12/16,12000,431400,36.00,36.00,35.80,36.00,0.00,11,
104/12/17,23859,859424,36.00,36.10,36.00,36.10,+0.10,23,
104/12/18,24050,866135,36.05,36.05,36.00,36.00,-0.10,13,
104/12/21,23000,827850,36.15,36.15,35.90,35.90,-0.10,18,
104/12/22,9250,332425,36.10,36.10,35.90,35.90,0.00,10,
104/12/23,6000,215750,35.90,36.00,35.90,36.00,+0.10,6,
104/12/24,36000,1295400,36.00,36.00,35.90,35.90,-0.10,23,
104/12/25,51000,1834850,36.00,36.25,35.80,36.00,+0.10,25,
104/12/28,32902,1178040,36.00,36.00,35.60,35.80,-0.20,20,
104/12/29,14255,512117,35.80,36.00,35.80,35.90,+0.10,16,
104/12/30,19230,690782,36.00,36.00,35.90,35.90,0.00,16,
104/12/31,10285,370842,35.90,36.30,35.90,36.05,+0.15,20,
104/11/02,25244,972186,38.50,38.50,38.50,38.50,0.00,13,
104/11/03,7000,270300,38.50,38.70,38.50,38.55,+0.05,7,
104/11/04,49092,1904147,38.70,39.00,38.55,39.00,+0.45,37,
104/11/05,11136,431972,39.00,39.00,38.55,39.00,0.00,13,
104/11/06,20004,771910,39.00,39.00,38.50,38.50,-0.50,19,
104/11/09,10200,396600,39.00,39.10,38.70,38.90,+0.40,11,
104/11/10,17062,658593,38.90,38.90,38.50,38.50,-0.40,13,
104/11/11,18154,697659,38.50,38.70,37.60,38.60,+0.10,21,
104/11/12,13937,529556,38.35,38.35,37.80,37.80,-0.80,16,
104/11/13,6000,226800,37.80,37.80,37.80,37.80,0.00,4,
104/11/16,9000,339100,37.90,37.90,37.60,37.60,-0.20,8,
104/11/17,50000,1889850,37.70,38.00,37.60,38.00,+0.40,20,
104/11/18,12000,453100,38.20,38.20,37.50,37.50,-0.50,11,
104/11/19,13168,489866,37.10,37.30,37.10,37.30,-0.20,16,
104/11/20,17050,639584,37.50,37.60,37.30,37.60,+0.30,18,
104/11/23,15000,567800,37.60,38.00,37.60,38.00,+0.40,10,
104/11/24,18000,682600,38.00,38.00,37.50,38.00,0.00,10,
104/11/25,15265,579207,38.00,38.00,37.60,37.60,-0.40,11,
104/11/26,9103,342464,37.60,37.65,37.60,37.65,+0.05,11,
104/11/27,9000,338700,37.60,37.90,37.60,37.60,-0.05,8,
104/11/30,5010,188378,37.50,38.00,37.50,37.50,-0.10,6,
104/10/01,6440,241077,37.40,37.40,37.20,37.30,-0.20,11,
104/10/02,8300,314108,37.80,38.00,37.70,37.70,+0.40,12,
104/10/05,19049,720290,37.60,38.00,37.60,37.60,-0.10,18,
104/10/06,17253,648340,37.60,37.70,37.25,37.25,-0.35,18,
104/10/07,3052,114576,37.60,37.60,37.50,37.50,+0.25,6,
104/10/08,12000,454050,37.60,37.95,37.60,37.95,+0.45,10,
104/10/12,27210,1043835,38.00,38.50,38.00,38.40,+0.45,27,
104/10/13,7056,271326,38.50,38.50,38.40,38.40,0.00,10,
104/10/14,15000,577850,38.40,38.75,38.40,38.50,+0.10,13,
104/10/15,20030,770870,38.70,38.80,38.20,38.80,+0.30,18,
104/10/16,6090,235442,38.80,38.80,38.50,38.75,-0.05,8,
104/10/19,27155,1050289,38.75,38.80,38.30,38.50,-0.25,19,
104/10/20,14050,540985,38.60,38.60,38.45,38.50,0.00,14,
104/10/21,25391,985949,38.80,39.00,38.50,39.00,+0.50,27,
104/10/22,8050,313079,38.90,39.00,38.70,39.00,0.00,10,
104/10/23,29365,1134760,38.70,38.80,38.50,38.80,-0.20,21,
104/10/26,32100,1239440,38.70,39.00,38.50,38.50,-0.30,25,
104/10/27,15200,584750,38.50,38.50,38.35,38.35,-0.15,12,
104/10/28,25030,963120,38.40,38.60,38.35,38.60,+0.25,17,
104/10/29,8237,316324,38.55,38.55,38.30,38.30,-0.30,10,
104/10/30,8000,305450,38.15,38.50,38.00,38.50,+0.20,7,
104/09/01,35005,1333145,38.30,38.35,38.00,38.30,-0.20,20,
104/09/02,11429,432486,37.80,38.20,37.70,38.00,-0.30,16,
104/09/03,11000,418050,38.00,38.45,37.70,38.00,0.00,11,
104/09/04,6080,230440,38.30,38.30,37.80,37.80,-0.20,6,
104/09/07,12100,457300,38.00,38.00,37.70,37.70,-0.10,12,
104/09/08,60,2280,--,--,--,--,0.00,3,
104/09/09,21417,813546,38.00,38.00,37.90,38.00,X0.00,24,
104/09/10,8008,304216,38.00,38.10,37.70,38.10,+0.10,9,
104/09/11,14002,528426,37.50,37.90,37.50,37.80,-0.30,12,
104/09/14,35000,1313600,37.70,37.70,37.40,37.40,-0.40,19,
104/09/15,13060,490404,37.20,37.80,37.10,37.50,+0.10,11,
104/09/16,7001,262537,37.50,37.50,37.50,37.50,0.00,6,
104/09/17,22000,827150,37.50,37.80,37.50,37.70,+0.20,17,
104/09/18,11180,424672,37.70,38.00,37.70,38.00,+0.30,14,
104/09/21,25000,939250,38.00,38.00,37.45,37.45,-0.55,23,
104/09/22,7450,279105,37.50,37.50,37.40,37.40,-0.05,8,
104/09/23,14001,519837,37.20,37.40,37.05,37.10,-0.30,15,
104/09/24,5159,192078,37.40,37.40,37.10,37.10,0.00,6,
104/09/25,5525,207137,37.50,37.50,37.45,37.50,+0.40,8,
104/09/30,3000,112500,37.50,37.50,37.50,37.50,0.00,3,
104/08/03,19000,780050,41.00,41.95,40.80,40.90,0.00,16,
104/08/04,12000,488500,41.70,41.70,40.50,40.70,-0.20,12,
104/08/05,25044,1027992,40.70,41.50,40.50,41.00,+0.30,25,
104/08/06,3062,125291,41.00,41.00,40.70,40.70,-0.30,6,
104/08/07,16300,665530,40.55,41.00,40.55,41.00,+0.30,15,
104/08/10,7061,290431,41.00,41.50,40.80,41.30,+0.30,8,
104/08/11,19188,787482,41.00,41.30,40.80,41.30,0.00,22,
104/08/12,4089,167961,41.30,41.30,40.95,41.00,-0.30,4,
104/08/13,25316,1011800,39.55,40.50,39.55,40.10,-0.90,24,
104/08/14,21441,865631,40.10,40.60,40.10,40.15,+0.05,19,
104/08/17,112510,4417098,40.00,40.00,38.60,38.95,-1.20,64,
104/08/18,24206,950375,39.50,39.50,39.10,39.20,+0.25,23,
104/08/19,82900,3173588,39.20,39.20,37.50,38.00,-1.20,74,
104/08/20,31343,1217479,38.20,39.20,38.20,39.20,+1.20,27,
104/08/21,22300,858300,39.20,39.20,37.60,38.50,-0.70,20,
104/08/24,117109,4400285,38.00,38.30,37.00,37.00,-1.50,87,
104/08/25,32400,1205700,37.00,37.60,37.00,37.05,+0.05,23,
104/08/26,153270,5578502,36.80,37.50,36.00,37.50,+0.45,67,
104/08/27,53000,1971800,37.60,37.60,36.90,37.30,-0.20,46,
104/08/28,47102,1784370,37.50,38.50,37.40,38.50,+1.20,39,
104/08/31,35100,1345920,38.00,39.00,37.85,38.50,0.00,28,
104/07/01,16090,714368,44.30,44.60,44.30,44.55,+0.35,17,
104/07/02,15082,669660,44.60,44.60,44.00,44.50,-0.05,14,
104/07/03,27130,1187889,44.55,44.55,43.40,44.00,-0.50,28,
104/07/06,35050,1541529,43.95,44.30,43.90,44.00,0.00,20,
104/07/07,7586,340593,44.90,45.00,44.80,44.80,+0.80,11,
104/07/08,30156,1333688,44.80,44.80,43.80,44.20,-0.60,29,
104/07/09,24050,1046139,43.60,43.80,43.20,43.80,-0.40,24,
104/07/13,44830,1972115,43.85,44.40,43.60,44.40,+0.60,35,
104/07/14,47750,2035574,43.45,43.45,42.30,42.40,X0.00,54,
104/07/15,23020,976717,42.50,42.50,42.40,42.50,+0.10,23,
104/07/16,34500,1453024,42.50,42.60,42.00,42.00,-0.50,33,
104/07/17,48347,2040678,42.50,42.90,42.00,42.05,+0.05,38,
104/07/20,31267,1314364,42.05,42.30,42.00,42.00,-0.05,25,
104/07/21,23568,984884,41.80,42.00,41.70,41.80,-0.20,24,
104/07/22,14000,586350,41.80,41.95,41.80,41.95,+0.15,10,
104/07/23,10100,425025,42.45,42.45,41.95,42.00,+0.05,9,
104/07/24,8050,337512,42.00,42.00,41.80,41.80,-0.20,9,
104/07/27,32208,1336297,41.80,42.00,41.00,41.00,-0.80,25,
104/07/28,26823,1110730,42.00,42.00,40.90,41.95,+0.95,27,
104/07/29,12148,509380,41.95,42.00,41.80,42.00,+0.05,12,
104/07/30,7752,317657,42.00,42.00,40.05,41.00,-1.00,11,
104/07/31,10010,410260,41.00,41.00,40.90,40.90,-0.10,11,
104/06/01,32374,1458716,45.50,45.50,44.90,44.90,-0.60,31,
104/06/02,24560,1105182,45.00,45.00,44.90,44.90,0.00,23,
104/06/03,36160,1623731,45.00,45.00,44.80,44.80,-0.10,32,
104/06/04,24350,1087930,44.85,44.85,44.50,44.50,-0.30,26,
104/06/05,68050,3020750,44.50,44.50,44.05,44.10,-0.40,38,
104/06/08,47050,2059564,43.80,44.40,43.65,43.70,-0.40,37,
104/06/09,21056,924492,43.80,44.00,43.70,43.95,+0.25,19,
104/06/10,20056,879847,43.95,44.00,43.65,43.80,-0.15,21,
