107/03/01,1731929,652344102,372.00,380.00,371.50,378.50,+3.50,1503,
107/03/02,2024204,752026092,372.00,374.00,370.00,371.00,-7.50,1743,
107/03/05,2227384,831007080,374.00,380.00,368.50,368.50,-2.50,1917,
107/03/06,1885165,708833370,374.50,378.00,372.50,378.00,+9.50,1599,
107/03/07,3494136,1348738024,386.00,389.50,383.00,386.00,+8.00,2800,
107/03/08,3940240,1549946840,389.50,397.50,389.00,392.50,+6.50,3121,
107/03/09,1451484,564606792,395.00,395.00,386.50,387.50,-5.00,1327,
107/03/12,1365910,533554900,392.00,394.00,387.00,390.00,+2.50,1209,
107/03/13,1240574,485022860,390.00,394.00,388.00,391.50,+1.50,1057,
107/03/14,848557,330015438,391.00,391.50,387.00,390.00,-1.50,761,
107/03/15,769661,298918625,388.00,392.00,387.00,387.50,-2.50,690,
107/03/16,1313594,505659190,388.00,389.50,383.00,385.00,-2.50,1024,
107/03/19,959752,372649024,385.00,392.50,383.50,387.50,+2.50,878,
107/03/20,869343,334556027,384.00,386.50,383.00,384.50,-3.00,709,
107/03/21,2400130,937893070,388.00,394.00,387.50,390.00,+5.50,2084,
107/03/22,2464879,967145415,392.50,397.00,385.00,385.00,-5.00,2082,
107/03/23,4421436,1693787860,372.00,395.50,370.00,387.00,+2.00,3505,
107/03/26,9556942,3888234701,392.00,420.00,392.00,412.00,+25.00,6954,
107/03/27,3780308,1577038588,419.50,424.00,412.00,413.00,+1.00,3196,
107/03/28,1861788,769112080,409.50,418.00,409.00,411.00,-2.00,1696,
107/03/29,2073226,863085064,414.50,419.50,411.00,415.00,+4.00,1694,
107/03/30,2858795,1203619015,418.00,425.00,417.00,417.00,+2.00,2263,
107/03/31,1526689,643832078,419.50,425.50,416.00,424.00,+7.00,1343,
107/02/01,2347162,874720426,377.50,378.00,369.50,373.00,-4.50,1983,
107/02/02,1635582,609327832,373.50,377.00,367.00,377.00,+4.00,1468,
107/02/05,3164877,1187620006,368.00,381.50,367.50,378.00,+1.00,2607,
107/02/06,6801933,2416729684,367.00,367.50,342.00,348.00,-30.00,5478,
107/02/07,4589464,1699746860,365.00,378.00,361.50,365.00,+17.00,3833,
107/02/08,2532328,922462895,368.00,372.50,358.00,359.50,-5.50,2180,
107/02/09,3539866,1231613064,344.00,354.50,338.00,354.00,-5.50,2934,
107/02/12,1845045,663679610,360.00,363.50,357.00,358.50,+4.50,1591,
107/02/21,3163069,1165021968,365.00,371.50,362.00,369.50,+11.00,2720,
107/02/22,2174651,805772479,367.50,375.00,363.00,373.50,+4.00,1954,
107/02/23,1676759,627959089,376.00,379.50,370.50,370.50,-3.00,1489,
107/02/26,4063319,1555086496,377.00,387.00,373.00,385.00,+14.50,3137,
107/02/27,3957285,1519452160,389.00,394.00,375.00,375.00,-10.00,2911,
107/01/02,954064,304421433,322.50,322.50,317.00,320.00,-2.00,903,
107/01/03,1590436,514793655,322.50,329.00,321.00,321.50,+1.50,1395,
107/01/04,6557557,2172724981,323.50,335.50,323.50,335.00,+13.50,4875,
107/01/05,2718246,906548164,335.00,336.50,330.00,335.50,+0.50,2067,
107/01/08,2520200,840182300,337.50,341.00,328.00,329.00,-6.50,2021,
107/01/09,6346202,2155281241,333.50,343.00,332.00,343.00,+14.00,4791,
107/01/10,2187787,741161383,344.00,344.00,335.50,339.00,-4.00,1813,
107/01/11,1163274,394769886,340.00,341.50,336.50,340.00,+1.00,1028,
107/01/12,2675466,921511588,344.50,347.00,341.50,344.50,+4.50,2032,
107/01/15,1161460,400945240,348.50,348.50,342.50,345.00,+0.50,1052,
107/01/16,1428812,493399016,346.00,348.00,343.00,344.00,-1.00,1033,
107/01/17,1191378,403860642,342.00,343.00,336.50,339.00,-5.00,1068,
107/01/18,1732415,595604345,344.00,346.50,340.50,345.00,+6.00,1442,
107/01/19,1146621,392760503,345.00,345.50,340.00,345.00,0.00,1006,
107/01/22,2611763,911283050,345.00,353.00,341.50,351.50,+6.50,1868,
107/01/23,8024606,2927424546,356.00,371.50,355.00,369.00,+17.50,5717,
107/01/24,3118005,1142891274,375.00,375.00,361.50,365.00,-4.00,2587,
107/01/25,2922911,1064566460,366.50,369.50,357.00,360.00,-5.00,2181,
107/01/26,5674056,2117661332,362.50,378.00,361.50,373.50,+13.50,4250,
107/01/29,2086267,773787256,376.00,376.50,367.00,368.00,-5.50,1867,
107/01/30,3957415,1490085390,368.50,379.50,368.50,375.50,+7.50,2886,
107/01/31,2633256,989457256,370.00,380.00,369.00,377.50,+2.00,1874,
106/12/01,4642538,1555341256,340.50,342.50,329.50,329.50,-1.00,3669,
106/12/04,1945638,636194644,332.50,332.50,325.00,325.50,-4.00,1714,
106/12/05,2985702,945275928,321.50,323.50,312.00,314.00,-11.50,2575,
106/12/06,2872144,909964148,317.00,322.00,310.50,318.50,+4.50,2396,
106/12/07,5081302,1556789204,318.50,320.50,298.50,302.00,-16.50,4207,
106/12/08,3523343,1091964187,305.00,315.00,301.50,315.00,+13.00,2970,
106/12/11,3091466,998941382,318.00,329.00,315.50,327.50,+12.50,2621,
106/12/12,1650291,535487284,327.50,327.50,321.00,324.00,-3.50,1438,
106/12/13,1456168,470719592,324.00,328.50,318.00,318.00,-6.00,1243,
106/12/14,1991925,635741800,320.00,324.00,315.00,316.00,-2.00,1679,
106/12/15,2263290,699722610,313.50,314.00,305.50,307.50,-8.50,1837,
106/12/18,1138132,353570052,310.00,313.00,309.00,311.00,+3.50,988,
106/12/19,2165947,686328040,312.00,320.50,311.50,320.50,+9.50,1829,
106/12/20,1130111,359558227,319.50,320.50,315.50,317.50,-3.00,1078,
106/12/21,3201327,1041041775,317.00,328.00,317.00,326.50,+9.00,2700,
106/12/22,1248851,404028136,327.00,328.00,320.00,324.50,-2.00,1108,
106/12/25,652011,209223005,324.00,325.50,319.00,319.00,-5.50,597,
106/12/26,1904787,594193850,322.00,322.00,308.00,310.50,-8.50,1569,
106/12/27,1512009,475770456,308.50,317.50,308.50,316.50,+6.00,1182,
106/12/28,1732627,556549394,318.50,324.00,317.50,324.00,+7.50,1509,
106/12/29,1520832,490899572,324.00,327.00,319.50,322.00,-2.00,1262,
106/11/01,2245608,673942688,302.50,303.50,297.00,301.00,-1.00,1814,
106/11/02,2770401,836438498,300.00,306.00,298.00,298.00,-3.00,2067,
106/11/03,1964473,584844622,298.50,301.00,296.00,298.00,0.00,1446,
106/11/06,8073696,2457964009,305.00,308.00,301.50,303.00,+5.00,5352,
106/11/07,4471922,1374466132,305.00,310.50,303.00,308.00,+5.00,3315,
106/11/08,11276689,3615756169,311.50,331.00,309.00,323.50,+15.50,8274,
106/11/09,10142161,3291189732,325.00,336.00,311.50,312.00,-11.50,7848,
106/11/10,4720239,1488996263,316.00,319.00,308.00,317.50,+5.50,3870,
106/11/13,2097273,662077832,319.50,320.50,313.00,314.50,-3.00,1837,
106/11/14,3385844,1049168506,315.00,316.50,305.00,307.50,-7.00,2746,
106/11/15,2672231,831783393,309.00,314.00,308.00,314.00,+6.50,2279,
106/11/16,2223797,697249337,314.00,317.00,309.00,313.50,-0.50,1778,
106/11/17,2702841,858948256,316.50,321.00,314.50,317.00,+3.50,2116,
106/11/20,1532236,482398840,316.00,318.00,313.00,315.00,-2.00,1324,
106/11/21,4619904,1494775300,317.50,327.50,317.50,327.00,+12.00,3647,
106/11/22,3775322,1230305006,329.00,332.00,320.00,324.50,-2.50,3043,
106/11/23,1373849,442180029,324.50,325.50,319.00,321.00,-3.50,1263,
106/11/24,6442101,2134521527,326.00,339.00,324.00,327.00,+6.00,4930,
106/11/27,1471040,476421380,327.00,327.00,322.00,324.00,-3.00,1331,
106/11/28,5513273,1831202182,326.50,337.00,322.50,336.50,+12.50,4227,
