107/03/01,21835367,942255381,42.80,43.75,42.65,43.00,-0.45,7799,
107/03/02,24346763,1019140874,42.10,42.40,41.20,42.00,-1.00,9622,
107/03/05,14751279,626296095,42.35,43.20,42.00,42.00,0.00,6521,
107/03/06,20452996,879779033,42.95,43.40,42.65,42.90,+0.90,7843,
107/03/07,23674613,1017716376,43.15,43.70,42.00,42.15,-0.75,9854,
107/03/08,53911468,2351174242,42.50,44.35,42.35,44.20,+2.05,19012,
107/03/09,83658282,3891426899,46.00,47.20,45.60,46.65,+2.45,28507,
107/03/12,59625664,2902727051,48.00,49.45,47.90,48.65,+2.00,23510,
107/03/13,54343648,2672056315,48.80,49.90,48.25,49.75,+1.10,20670,
107/03/14,40478564,2014849862,49.85,50.50,49.20,49.50,-0.25,15664,
107/03/15,31357091,1527645128,48.90,49.40,48.20,48.75,-0.75,12369,
107/03/16,31195287,1506091645,49.00,49.45,47.20,47.90,-0.85,12568,
107/03/19,33736461,1581150100,47.80,47.85,46.45,46.50,-1.40,13954,
107/03/20,32350106,1504326182,45.50,47.40,45.05,47.00,+0.50,12775,
107/03/21,30349718,1445893996,47.50,48.25,46.65,46.95,-0.05,12417,
107/03/22,17692878,840288891,47.50,48.00,46.80,47.60,+0.65,8238,
107/03/23,31726811,1457971251,46.10,46.75,45.40,45.55,-2.05,13068,
107/03/26,19615492,904637457,45.55,46.75,45.55,46.75,+1.20,8854,
107/03/27,93381554,4703505831,48.95,51.40,48.60,51.40,+4.65,34316,
107/03/28,82247516,4070486020,51.40,51.40,47.95,48.30,-3.10,32148,
107/03/29,33942400,1653378745,48.60,49.20,47.75,49.10,+0.80,14307,
107/03/30,35733867,1787890245,50.00,50.70,49.60,50.00,+0.90,13329,
107/03/31,42744115,2201333445,50.30,53.50,49.80,53.20,+3.20,16385,
107/02/01,87509463,4091980885,47.50,47.65,45.55,45.70,0.00,28999,
107/02/02,25590171,1181921866,46.20,46.65,45.75,46.10,+0.40,10453,
107/02/05,59669115,2584022895,43.65,44.60,42.65,42.90,-3.20,20972,
107/02/06,75387988,3006902370,40.10,40.90,38.70,39.95,-2.95,26448,
107/02/07,45509280,1918901333,42.50,42.95,41.20,42.80,+2.85,16070,
107/02/08,43008225,1758069477,42.00,42.45,39.90,39.90,-2.90,16926,
107/02/09,64918410,2423494864,36.30,38.50,36.30,38.00,-1.90,23274,
107/02/12,30573172,1164778936,38.90,39.10,37.60,37.60,-0.40,11518,
107/02/21,34635592,1383339305,39.50,40.80,38.65,40.70,+3.10,14087,
107/02/22,39871635,1653621746,40.65,42.50,39.70,42.50,+1.80,16093,
107/02/23,41570812,1804735474,43.00,44.50,42.00,42.10,-0.40,16276,
107/02/26,16778218,715153984,43.15,43.40,42.10,42.35,+0.25,7077,
107/02/27,29368892,1271512607,43.00,43.95,42.70,43.45,+1.10,10469,
107/01/02,26914371,1178549107,44.95,44.95,42.80,43.60,-0.60,10622,
107/01/03,17918662,796296299,44.60,44.95,44.10,44.35,+0.75,7526,
107/01/04,20120187,905962941,45.00,45.50,44.75,44.90,+0.55,7721,
107/01/05,21819440,976441660,45.35,45.90,43.60,44.00,-0.90,9368,
107/01/08,29219885,1250128520,43.95,44.10,41.95,42.00,-2.00,11767,
107/01/09,25929061,1112900338,42.00,43.75,42.00,42.90,+0.90,9563,
107/01/10,31884793,1320202252,43.00,43.00,40.60,41.10,-1.80,13950,
107/01/11,22722604,933952421,41.15,41.80,40.60,41.10,0.00,10151,
107/01/12,17542103,725037273,41.90,41.95,40.80,41.00,-0.10,7288,
