107/03/01,1187431,17959543,15.15,15.20,15.05,15.20,-0.10,561,
107/03/02,999900,15038800,15.10,15.10,15.00,15.00,-0.20,552,
107/03/05,1078338,16077700,15.00,15.05,14.85,14.85,-0.15,542,
107/03/06,599476,8927677,14.90,15.00,14.85,14.90,+0.05,279,
107/03/07,775498,11545834,14.85,15.00,14.80,14.85,-0.05,282,
107/03/08,970875,14425530,14.85,14.90,14.80,14.85,0.00,321,
107/03/09,886025,13255458,14.90,15.00,14.90,15.00,+0.15,457,
107/03/12,1720531,26073556,15.05,15.25,15.05,15.20,+0.20,567,
107/03/13,1289157,19720636,15.20,15.40,15.15,15.30,+0.10,512,
107/03/14,2264394,34272759,15.20,15.25,15.00,15.10,-0.20,550,
107/03/15,1838362,27495291,15.10,15.15,14.90,14.90,-0.20,588,
107/03/16,1488880,22192246,14.90,15.00,14.85,14.85,-0.05,510,
107/03/19,891221,13272130,15.00,15.05,14.80,14.90,+0.05,382,
107/03/20,537256,8000000,14.85,14.95,14.80,14.95,+0.05,268,
107/03/21,1258198,18698358,14.95,15.00,14.80,14.80,-0.15,771,
107/03/22,787286,11693455,14.85,14.95,14.80,14.80,0.00,432,
107/03/23,1667187,24319405,14.70,14.70,14.50,14.60,-0.20,646,
107/03/26,926754,13443641,14.50,14.60,14.45,14.55,-0.05,497,
107/03/27,830547,12153074,14.70,14.70,14.55,14.55,0.00,436,
107/03/28,500800,7298922,14.55,14.65,14.55,14.60,+0.05,247,
107/03/29,674065,9816965,14.60,14.65,14.50,14.55,-0.05,296,
107/03/30,998133,14509862,14.65,14.65,14.50,14.60,+0.05,457,
107/03/31,397969,5792387,14.55,14.60,14.50,14.55,-0.05,177,
107/02/01,718421,11157043,15.50,15.60,15.50,15.50,-0.05,329,
107/02/02,1130855,17479862,15.55,15.55,15.40,15.40,-0.10,524,
107/02/05,1968730,29974310,15.30,15.35,15.05,15.30,-0.10,636,
107/02/06,4946527,72735735,15.00,15.05,14.15,14.55,-0.75,1551,
107/02/07,2267600,33182084,14.70,14.80,14.45,14.50,-0.05,1041,
107/02/08,1474934,21551161,14.60,14.80,14.50,14.70,+0.20,608,
107/02/09,1176412,17063330,14.25,14.60,14.25,14.55,-0.15,470,
107/02/12,2023295,29426243,14.55,14.70,14.45,14.60,+0.05,580,
107/02/21,1630683,24326886,14.75,15.00,14.75,14.95,+0.35,807,
107/02/22,706952,10549171,14.95,15.00,14.85,14.95,0.00,279,
107/02/23,1259694,18914110,15.00,15.10,14.95,15.00,+0.05,437,
107/02/26,1020027,15403800,15.10,15.15,15.05,15.10,+0.10,390,
107/02/27,2694570,41107606,15.20,15.40,15.15,15.30,+0.20,826,
107/01/02,4722352,77774024,16.60,16.65,16.35,16.50,+0.10,1371,
107/01/03,5048408,82259098,16.55,16.55,16.20,16.30,-0.20,1498,
107/01/04,4520211,74345329,16.45,16.60,16.30,16.40,+0.10,1392,
107/01/05,2195425,36024058,16.40,16.45,16.35,16.45,+0.05,715,
107/01/08,3221771,53093066,16.50,16.55,16.40,16.50,+0.05,944,
107/01/09,3815477,63033960,16.50,16.60,16.45,16.55,+0.05,1135,
107/01/10,10943088,183622194,16.60,17.00,16.60,16.70,+0.15,2988,
107/01/11,3523929,58336421,16.70,16.75,16.45,16.55,-0.15,1151,
107/01/12,3600118,59357468,16.60,16.60,16.40,16.45,-0.10,1038,
107/01/15,2387369,39147451,16.55,16.55,16.30,16.35,-0.10,730,
107/01/16,2634176,42814543,16.40,16.40,16.20,16.30,-0.05,759,
107/01/17,1748341,28328131,16.30,16.35,16.15,16.15,-0.15,753,
107/01/18,2198186,35540080,16.25,16.25,16.10,16.15,0.00,752,
107/01/19,3821682,61198122,16.20,16.20,15.90,15.90,-0.25,1196,
107/01/22,4828296,76325016,15.90,16.05,15.65,15.85,-0.05,1468,
107/01/23,4005603,62698489,15.90,15.90,15.50,15.65,-0.20,1167,
107/01/24,2084999,32740171,15.65,15.80,15.60,15.80,+0.15,680,
107/01/25,2074042,32981252,15.85,16.00,15.80,15.90,+0.10,691,
107/01/26,1402116,22172775,15.95,15.95,15.75,15.85,-0.05,438,
107/01/29,1346971,21235825,15.90,15.90,15.70,15.75,-0.10,491,
107/01/30,2015285,31450602,15.75,15.75,15.55,15.60,-0.15,605,
107/01/31,2238798,34546395,15.55,15.55,15.35,15.55,-0.05,758,
106/12/01,3189839,49598551,15.60,15.65,15.40,15.45,-0.10,1287,
106/12/04,10116564,161784104,15.50,16.25,15.50,16.20,+0.75,3451,
106/12/05,5924479,94475778,16.20,16.20,15.70,15.90,-0.30,2275,
106/12/06,4132542,65390080,15.85,16.00,15.65,15.80,-0.10,1540,
106/12/07,5727404,91627356,15.95,16.25,15.75,15.80,0.00,1666,
106/12/08,3714134,58742910,15.85,16.00,15.70,15.95,+0.15,1258,
106/12/11,4343863,69728320,16.00,16.20,15.90,15.90,-0.05,1740,
106/12/12,2588810,41293968,15.95,16.00,15.90,15.90,0.00,888,
106/12/13,2698416,43150770,16.05,16.05,15.90,16.00,+0.10,1158,
106/12/14,9831655,160373213,16.05,16.50,16.00,16.50,+0.50,2598,
106/12/15,9495736,154569259,16.50,16.50,16.10,16.25,-0.25,2538,
106/12/18,3327984,54199074,16.35,16.40,16.20,16.20,-0.05,1356,
106/12/19,2169269,35380315,16.30,16.40,16.20,16.40,+0.20,684,
106/12/20,4795055,77439230,16.40,16.40,16.00,16.00,-0.40,2186,
106/12/21,3890978,62395298,16.10,16.15,15.95,16.00,0.00,1237,
106/12/22,3445669,55218654,16.10,16.10,15.95,16.00,0.00,907,
106/12/25,3056064,48717555,16.00,16.10,15.85,15.90,-0.10,1411,
106/12/26,3242106,51332356,15.95,16.00,15.75,15.75,-0.15,970,
106/12/27,51574259,834922062,15.80,16.30,15.80,16.15,+0.40,2166,
106/12/28,12304171,201857082,16.20,16.60,16.05,16.45,+0.30,3232,
106/12/29,4499703,74065179,16.50,16.60,16.35,16.40,-0.05,1321,
106/11/01,830660,12352037,14.90,14.95,14.85,14.85,-0.05,270,
106/11/02,632262,9391288,14.85,14.90,14.80,14.85,0.00,261,
106/11/03,639115,9522506,14.85,14.95,14.85,14.95,+0.10,252,
106/11/06,4972200,75633785,14.95,15.40,14.90,15.30,+0.35,1498,
106/11/07,1939996,29644475,15.30,15.40,15.20,15.20,-0.10,598,
106/11/08,1122026,17049632,15.25,15.25,15.15,15.25,+0.05,435,
106/11/09,3260481,50130944,15.30,15.45,15.30,15.35,+0.10,1108,
106/11/10,3884791,60144898,15.35,15.55,15.30,15.55,+0.20,1412,
106/11/13,6221708,97680223,15.55,15.80,15.55,15.65,+0.10,1896,
106/11/14,2810662,43313106,15.70,15.75,15.20,15.30,-0.35,1134,
106/11/15,1732382,26365746,15.35,15.35,15.15,15.20,-0.10,921,
106/11/16,1361546,20667140,15.20,15.25,15.15,15.25,+0.05,826,
106/11/17,1270984,19381148,15.30,15.35,15.20,15.20,-0.05,457,
106/11/20,1288492,19586864,15.20,15.30,15.10,15.25,+0.05,779,
106/11/21,1700744,25949470,15.25,15.35,15.20,15.30,+0.05,765,
106/11/22,1587118,24368289,15.35,15.40,15.30,15.40,+0.10,679,
